"","sample_info$diet","sample_info$treatment","interaction","Pval_d1t1_vs_d1t2","log2FoldChange_d1t1_vs_d1t2","Pval_d1t1_vs_d2t1","log2FoldChange_d1t1_vs_d2t1","Pval_d1t1_vs_d2t2","log2FoldChange_d1t1_vs_d2t2","Pval_d1t2_vs_d2t1","log2FoldChange_d1t2_vs_d2t1","Pval_d1t2_vs_d2t2","log2FoldChange_d1t2_vs_d2t2","Pval_d2t1_vs_d2t2","log2FoldChange_d2t1_vs_d2t2"
"ENSMUSG00000043535",0.786065599914164,1.55735971695299e-05,0.635116286527564,0.00549406521336027,-1.10306922866683,0.948626132551341,0.243895882514553,0.00407371113802757,-1.13135113228804,0.00184484936310636,1.34696511118138,0.998820642209866,-0.0282819036212116,0.0013720288141309,-1.37524701480259
"ENSMUSG00000079499",0.147048896734786,0.0520049595448486,0.327252880037074,0.866817007262675,-0.508407783405359,0.983045921168923,-0.262061831850456,0.087593652508776,-1.26661347320639,0.976467510809677,0.246345951554904,0.312631628696196,-0.758205689801031,0.165697783736111,-1.00455164135593
"ENSMUSG00000026799",0.874983355963825,0.210716213010748,0.119483583830545,0.994865377777306,0.0669268499332217,0.723376245958402,0.317238803704569,0.73193119958022,-0.256485643480886,0.849308069300085,0.250311953771348,0.590164529676211,-0.323412493414108,0.199857860526198,-0.573724447185456
"ENSMUSG00000039826",0.117158218303765,0.272419938201063,0.128520427236653,0.252225255590377,0.657387901129546,0.138498943123632,0.824650959356676,0.237996354705743,0.673693428914196,0.98244742409689,0.167263058227129,0.999979855939893,0.0163055277846501,0.987170844028816,-0.15095753044248
"ENSMUSG00000026798",0.426257204322265,0.562226977361483,0.35455660631024,0.698860978727082,0.232147058821076,0.604905439099966,0.26922167073052,0.75390387017409,0.209984441601589,0.998512496094473,0.0370746119094438,0.999659694137164,-0.0221626172194872,0.993899540166854,-0.059237229128931
"ENSMUSG00000059316",0.00713055664631784,0.0308914818127712,0.656564167085592,0.544544160522523,-0.29287145419643,0.0979887244692245,0.775668855095604,0.956385424311735,0.126936055473312,0.00690343059411036,1.06854030929203,0.28342258428454,0.419807509669742,0.231020063705062,-0.648732799622292
"ENSMUSG00000069020",0.0546134002331533,0.699796383783147,0.109441114944637,0.473610420277806,0.304587034143418,0.0724512270619306,0.607324980206484,0.334731310671558,0.367446753866714,0.642310584478037,0.302737946063066,0.99301408148447,0.0628597197232962,0.794159727394355,-0.23987822633977
"ENSMUSG00000026790",0.149694731073535,0.328439896276396,0.745671866895458,0.962558468977571,-0.153125226467592,0.836280278497658,-0.25752604926724,0.316808792729507,-0.502234902832139,0.983799911060354,-0.104400822799648,0.573952119561553,-0.349109676364547,0.780873012370529,-0.244708853564899
"ENSMUSG00000019715",0.188160886342749,0.803705656419242,0.639029064735453,0.99849577570009,-0.0290621286032969,0.919517173116338,0.121771228917312,0.664789357431703,0.229243019285684,0.856396531146983,0.150833357520609,0.569961052182522,0.258305147888981,0.953851450894315,0.107471790368372
"ENSMUSG00000057738",0.024321190168211,4.66188955540597e-07,0.0321050763608458,0.00441495510270329,-1.53060514782853,0.999642773392002,-0.0644305880291817,7.03353019770869e-06,-2.16168733271719,0.00539536674137986,1.46617455979935,0.0166794451633371,-0.631082184888665,8.30202388502066e-06,-2.09725674468801
"ENSMUSG00000039715",0.00519046625432458,0.0968419102431628,0.356768881208552,0.937770468741027,0.117503422966072,0.397907896167869,0.357260595943347,0.0131996655676606,0.942696514621986,0.729279057339932,0.239757172977276,0.0414758805534582,0.825193091655915,0.259593192568758,0.585435918678639
"ENSMUSG00000054766",0.0264470523792946,0.0315702825900969,0.0622587961616644,0.994389583066347,-0.0312117884438762,0.98912852732447,-0.0390075462441637,0.0174879353532084,-0.377108539949249,0.999906604413457,-0.00779575780028739,0.0286969720237834,-0.345896751505373,0.0324832340367502,-0.338100993705085
"ENSMUSG00000026785",0.0850854185396951,0.00906664679451106,0.620171744641719,0.10612190490284,-1.62361274285336,0.37781189210078,-1.26475185992415,0.017418625954559,-1.95552530283929,0.853085423909544,0.358860882929205,0.783852928677027,-0.331912559985929,0.335985446912662,-0.690773442915135
"ENSMUSG00000015335",0.196872265537471,0.00804732210200223,0.894954421350265,0.213424573873918,0.512575863895029,0.826330995255009,0.193328528486709,0.0319687333605814,0.868272898691793,0.643412033857879,-0.31924733540832,0.725108653815083,0.355697034796764,0.156257743100946,0.674944370205084
"ENSMUSG00000039686",0.334000287656304,0.377507049035129,0.633887792530626,0.990391220429435,0.0750482575559397,0.983301348596217,0.0912810490884734,0.548638099951015,0.374433483431983,0.999908202612185,0.0162327915325338,0.724739529218436,0.299385225876044,0.75975852916903,0.28315243434351
"ENSMUSG00000039678",0.602956736628598,0.00454095289030021,0.00117385694550998,0.968020149331247,0.100532843365963,0.0278954290900139,0.914011614090316,0.244793380430138,-0.367981820332981,0.0669568859879733,0.813478770724353,0.11518697361878,-0.468514663698943,0.000540954106095781,-1.2819934344233
"ENSMUSG00000015337",0.400908459831681,0.00327552199298246,0.0344292567297477,0.850392020309755,0.27718898393004,0.737847414093767,-0.2892915517416,0.0345569694226034,1.56203914675178,0.295497689610662,-0.56648053567164,0.153353512465092,1.28485016282174,0.0043872774825986,1.85133069849338
"ENSMUSG00000039660",0.619360582755148,0.0534487235054377,0.0787520380482546,0.0559483753455674,-0.457200884157986,0.768229787898583,-0.175080341884791,0.685189176895421,-0.199773133991105,0.294908689694348,0.282120542273195,0.362501856439075,0.257427750166882,0.998830601674995,-0.0246927921063138
"ENSMUSG00000075419",0.626955745819035,0.0489363820925363,0.749976533774671,0.589280709153579,0.329144169535652,0.936758455786564,-0.127694662004076,0.661393548456892,0.294507502236212,0.284358438734408,-0.456838831539728,0.999336330797903,-0.03463666729944,0.338364097288118,0.422202164240288
"ENSMUSG00000052533",0.0307727361584384,0.000106548978348947,0.297571017424042,0.0514139023439225,-0.891541850418013,0.797990142212736,-0.349894111644581,0.000390724682989174,-1.37133178812861,0.253870101553631,0.541647738773432,0.109915274654936,-0.4797899377106,0.0024182925194095,-1.02143767648403
"ENSMUSG00000026860",0.19958668252728,0.0467712128780758,0.342926633325843,0.161407984030087,-0.553109427533797,0.993944984791991,0.0797910893521293,0.937416984314184,-0.16584433371836,0.1035414409725,0.632900516885927,0.386945255785183,0.387265093815437,0.838318879044397,-0.24563542307049
"ENSMUSG00000026858",0.0375329318190894,0.0623761892894145,0.930114925062741,0.471687544285059,0.475847861492283,0.372096085185561,0.548947582993646,0.0367374432749141,1.22942503484552,0.997577664651189,0.0730997215013628,0.437896587531202,0.753577173353241,0.544301211002518,0.680477451851878
"ENSMUSG00000026856",0.244688676510652,0.00112807368790413,0.123609025794262,0.00569709507705296,0.916134970439965,0.990689835529328,0.05164359553271,0.249400199405935,0.379943837141903,0.0103866320126464,-0.864491374907255,0.227648100212018,-0.536191133298062,0.380890272095885,0.328300241609193
"ENSMUSG00000039515",0.0147646731931382,0.552028673788736,0.199090315286838,0.953633098070755,0.0794931199942079,0.0482859371229225,0.510813319135737,0.458965755223793,0.243978759461924,0.125431633389899,0.431320199141529,0.760008633060048,0.164485639467716,0.53067624055547,-0.266834559673813
"ENSMUSG00000089762",0.506569512376128,0.197736914216148,0.915537950697549,0.818071082619489,-0.63533129666044,0.976901163446555,-0.328713131163472,0.49946047116881,-0.930275799913122,0.964626294127502,0.306618165496968,0.943375504433191,-0.294944503252683,0.736782999283532,-0.601562668749651
"ENSMUSG00000026848",0.880893516967485,0.181658943425055,0.669889243410247,0.903043042290006,0.185469609061349,0.997072485991735,-0.050133838794789,0.697461454457708,0.311465275482741,0.815229340469287,-0.235603447856138,0.975149843033228,0.125995666421392,0.579268859287404,0.36159911427753
"ENSMUSG00000026849",0.0874939115280618,7.09981109865451e-05,0.672375152673166,0.00456650055712282,1.26276957220625,0.410603737627249,0.374925358349018,0.00063115904322264,1.85995815386951,0.104455932451793,-0.887844213857229,0.761250667348117,0.59718858166326,0.015729212085052,1.48503279552049
"ENSMUSG00000026851",0.0119721062318726,0.0123278981155242,0.0681421307767121,0.927188378632082,-0.121002784069179,0.0177518693928449,0.958040082666218,0.999999621920077,0.00207270856089392,0.00514621349639266,1.0790428667354,0.923940648908519,0.123075492630073,0.0181125171295146,-0.955967374105324
"ENSMUSG00000087269",0.418634546098557,0.0388355176740245,0.311377991529462,0.8288648528045,0.282599246762042,0.560432544766778,-0.352608559943119,0.749182739645776,0.339446507241604,0.171515093394241,-0.635207806705161,0.99869004422733,0.0568472604795623,0.132393683199277,0.692055067184723
"ENSMUSG00000000194",0.885427155414974,0.0965176680459131,0.080299082746323,0.999861268542378,0.0150751434539941,0.503388232868095,0.333061154629892,0.668195698223789,-0.221292113962695,0.545200221804022,0.317986011175898,0.625569140021364,-0.236367257416689,0.0865040888002522,-0.554353268592586
"ENSMUSG00000076441",0.00155263150551198,0.00424653997349505,0.410945061102482,0.328491045606803,0.56592853544491,0.196918277319137,0.705334630104809,0.00062277123908494,3.87090158303434,0.986326708891076,0.1394060946599,0.0216321042918634,3.30497304758943,0.0420084511139814,3.16556695292953
"ENSMUSG00000026843",0.11257517389177,0.00819607755927266,0.013671687754718,0.998032477238882,-0.0418445328384502,0.866246028770595,0.201083838117209,0.0203034349407771,-0.64165237942837,0.781150952208389,0.242928370955659,0.028720342211796,-0.59980784658992,0.00425432829099881,-0.842736217545579
"ENSMUSG00000039356",0.608903147127181,4.19776299904384e-06,0.274886699907563,0.00496615615522067,-0.55808036987265,0.654314841919765,0.213314090204894,0.00207109014941376,-0.606858794718071,0.000474372762507391,0.771394460077544,0.972379598435531,-0.0487784248454213,0.000205718040798941,-0.820172884922965
"ENSMUSG00000001855",0.00259673320399322,0.0113951321068285,0.847096435469676,0.27404618465555,-0.563466513169606,0.121319967941764,-0.681962064361792,0.00171209080407353,-1.10600897108466,0.958288513623602,-0.118495551192185,0.0734271195213462,-0.542542457915055,0.177020230426505,-0.42404690672287
"ENSMUSG00000050592",0.00288118871135822,0.0170831075321737,0.0399845842602221,0.990175621403903,-0.337059120137877,0.803174599865513,-0.840386099783296,0.0024344931323701,-2.26898908203603,0.929714485480922,-0.503326979645419,0.0044870102373975,-1.93192996189816,0.0152578199577741,-1.42860298225274
"ENSMUSG00000039254",0.21162455592476,0.0378899088777471,0.421170733585247,0.169906664566896,-0.547776345514104,0.986408016120325,0.106418869371945,0.903100026614983,-0.193873420778927,0.094505492478878,0.654195214886049,0.458134821587011,0.353902924735177,0.74238690783508,-0.300292290150872
"ENSMUSG00000002550",0.00277322503084764,0.206805211781678,0.107499116968156,0.183939703968869,0.421152774542616,0.0093786248391754,0.833574193401086,0.0163682759209557,0.752013344227531,0.423840372542476,0.41242141885847,0.581135396909929,0.330860569684915,0.992413914754704,-0.0815608491735548
"ENSMUSG00000066068",0.308568986000928,0.015665923021678,0.0275678616313968,0.997156136583605,0.15146232830421,0.105796939024078,-1.16370556402736,0.654680559949601,1.28414186496713,0.0737704675396399,-1.31516789233157,0.76782592332148,1.13267953666292,0.0109705183174346,2.44784742899449
"ENSMUSG00000044627",0.206542270384966,6.28574455682261e-05,0.0504831676409307,0.139586390947724,0.496383683125905,0.941153986906983,-0.0995695409801572,0.00117649492986627,1.31558492080235,0.0496686608827184,-0.595953224106062,0.111873358984196,0.819201237676448,0.000384588409444997,1.41515446178251
"ENSMUSG00000002546",0.366323351479465,0.280019546668623,0.812315437558321,0.924194067009092,-0.158412221394079,0.960941372029733,-0.125809252645727,0.489532427984303,-0.346063154233659,0.999118806058622,0.0326029687483519,0.840372946080483,-0.18765093283958,0.772727922756226,-0.220253901587932
"ENSMUSG00000026825",0.146869619951628,0.0137560823597394,0.0262308670872298,0.995834249422396,0.214049166182828,0.0551496826039123,-1.44598542966987,0.816012807691312,1.11717325479957,0.035739534995308,-1.6600345958527,0.91276689657839,0.903124088616745,0.00966697223052715,2.56315868446945
"ENSMUSG00000039205",0.628934911808827,0.0314022027658555,0.890639721525278,0.324264980832567,-0.41505900577213,0.969228768621715,-0.116873225301542,0.223133757065717,-0.465141625411323,0.564522567951796,0.298185780470588,0.994317437891777,-0.0500826196391923,0.422660015943784,-0.348268400109781
"ENSMUSG00000039195",0.0126861735670683,0.0179257739522711,0.476301759701128,0.546934278078516,0.279470688890881,0.478046085738243,0.306973007506058,0.00696789237406381,1.00699934829048,0.999367976126354,0.0275023186151777,0.0980781281096968,0.7275286593996,0.121294853656638,0.700026340784422
"ENSMUSG00000026820",0.000157830942223591,0.0616268505567887,0.31183738012662,0.90217806067432,0.125127145499675,0.0639474113313075,0.582981511575834,0.000846287259007039,1.3048404073188,0.211831869540443,0.457854366076159,0.00335123522160408,1.17971326181913,0.176942780051007,0.721858895742968
"ENSMUSG00000026819",0.986141387114194,0.560669252261678,0.0557985045120288,0.730179665368626,-0.454484093887033,0.476641546666446,-0.608447465611291,0.976332624390337,0.226720809002671,0.971971872222045,-0.153963371724258,0.490797605626066,0.681204902889703,0.275565600107852,0.835168274613962
"ENSMUSG00000039164",0.354470942602315,0.00597668832210545,0.72098006697269,0.235205811190858,-0.745202312860934,0.974716869171247,-0.19197404175532,0.0451747063849747,-0.995585163048243,0.424667714786815,0.553228271105613,0.78871535997822,-0.25038285018731,0.0986644419605562,-0.803611121292923
"ENSMUSG00000039157",0.782870733809105,0.526413020464072,0.446620272476242,0.999691160369053,0.0249296500611675,0.984285140166745,0.0963073115209639,0.911858177923025,-0.163284354145382,0.993608274568335,0.0713776614597966,0.875376048205444,-0.188214004206549,0.74618686219916,-0.259591665666346
"ENSMUSG00000026810",0.123740170239812,0.615914414846635,0.801239130201643,0.997812765272824,0.0291934872994396,0.558279094443667,-0.198338301639302,0.859200347870108,-0.120655978812952,0.454365626238308,-0.227531788938742,0.76917041136183,-0.149849466112392,0.947161872891096,0.0776823228263495
"ENSMUSG00000026811",4.94939753969972e-06,0.000917199479071185,0.333760436014996,0.0122056449955207,0.604965540842951,0.000279927761426935,1.06754604429822,5.69462818389432e-06,1.89036596413279,0.274387401189944,0.462580503455273,0.00467677224916174,1.28540042328984,0.175846864135664,0.822819919834568
"ENSMUSG00000009566",0.122783577025443,2.28949896421502e-05,0.491552909010135,0.00134021066594436,1.59907939521983,0.380541409321997,0.390448188880605,0.000366377350886959,2.08276486170904,0.0373653398620327,-1.20863120633922,0.91251282169179,0.483685466489209,0.0101095976110286,1.69231667282843
"ENSMUSG00000009555",0.0834702735650055,0.189984393349779,0.931961802114863,0.735237751688335,0.221498678329315,0.609342064093376,-0.229015391977516,0.98626638787312,-0.0658076796344654,0.146148580458805,-0.450514070306831,0.536620552706202,-0.28730635796378,0.801631051304863,0.163207712343051
"ENSMUSG00000039021",0.272672869435714,0.000416441880590765,0.0714302671297633,0.322510075566025,-1.38566095841835,0.94188085723941,1.03500064889201,0.00580201630568544,-2.19806525632935,0.131994332290289,2.42066160731036,0.174344651183522,-0.812404297911006,0.00185256286031676,-3.23306590522136
"ENSMUSG00000009563",0.442213779559398,0.0449762366722111,0.381173827204213,0.804413259534243,0.170697970413178,0.999811074897571,-0.0141502461178635,0.196658956301815,0.433317115499379,0.76219408696133,-0.184848216531041,0.639156488698102,0.262619145086202,0.172569060285524,0.447467361617243
"ENSMUSG00000038987",0.0265509677687932,8.22323161843671e-05,0.0211864517978523,0.269716508058162,-1.62771858248889,0.999812870947642,0.132286594408632,0.000295170935202593,-2.80587058023575,0.238979759592748,1.76000517689753,0.0132033243558183,-1.17815199774685,0.0002531865498,-2.93815717464438
"ENSMUSG00000026792",0.0768911421968901,0.0208342838277795,0.432897832689898,0.609552672147354,-0.311870758189733,0.264466059798102,0.666155224757977,0.963415144017682,-0.127319828020737,0.0284961028595039,0.978025982947711,0.867554203917749,0.184550930168996,0.12113208248804,-0.793475052778715
"ENSMUSG00000038900",0.715619670888056,0.159073171196043,0.0214499645637066,0.871971274056942,-0.221771277685524,0.206579758975605,-0.538668673436264,0.861394438453458,0.271406802815611,0.572045186773745,-0.31689739575074,0.438195448286762,0.493178080501136,0.0513810077537846,0.810075476251875
"ENSMUSG00000026791",0.00212848172372499,0.00510045456583816,0.372752970024692,0.383313031620756,0.353597267346003,0.252185192285732,0.426780123719483,0.000867943288628936,1.49361195186018,0.990916217542013,0.0731828563734795,0.0241010774382068,1.14001468451418,0.0428392814675569,1.0668318281407
"ENSMUSG00000038860",0.0143660009027251,0.353388976865288,0.17888193902765,0.988419756720352,-0.224509096415845,0.0433202274657448,-1.35225270347593,0.596527731053559,-0.739466078242242,0.079144934606384,-1.12774360706009,0.780276007975528,-0.514956981826396,0.370457672436378,0.612786625233691
"ENSMUSG00000038831",0.929546162869271,0.100447886613367,0.72543809077296,0.468373579176322,-0.718453179302277,0.997494269163721,-0.113990455895157,0.653862765047166,-0.592646817740121,0.578218921461557,0.60446272340712,0.988629765027733,0.125806361562156,0.762577454475436,-0.478656361844964
"ENSMUSG00000085087",0.554237343325554,0.0046100551150931,0.0466943867734008,0.85221700089851,-0.349390930634661,0.24679078491926,1.5830409554101,0.266992711798573,-0.721203431392183,0.0613015337811933,1.93243188604476,0.696344066402392,-0.371812500757522,0.00693957694434921,-2.30424438680229
"ENSMUSG00000026867",0.381310549548246,0.178936676447972,0.0794678381420953,0.135229197767268,-0.640525631065762,0.243162858416289,-0.558507094082858,0.390360422663552,-0.47829592485579,0.983792050844835,0.0820185369829038,0.900264266155485,0.162229706209973,0.987088995862503,0.0802111692270688
"ENSMUSG00000070953",0.130492199217481,0.0431662298466742,0.474426109815899,0.73199571406653,0.172569842893008,0.927683449077096,0.0990572925399928,0.0704269723238091,0.498078739186088,0.973218994584049,-0.0735125503530157,0.38293768912695,0.325508896293079,0.204490614758844,0.399021446646095
"ENSMUSG00000035949",0.130802943580473,0.978686122259457,0.72039817802723,0.995035087953271,0.0439620576384606,0.526625809436981,0.276124341924477,0.690529856848161,0.216501194970238,0.667996424418651,0.232162284286016,0.82081020410435,0.172539137331777,0.992298283768198,-0.059623146954239
"ENSMUSG00000026869",0.447282925163783,0.000458331704201425,0.190638837666885,0.183795820033898,-0.653374577556751,0.450715222515841,0.753410290770634,0.0892129427655318,-0.75208663710031,0.0103588835078845,1.40678486832738,0.975029557926295,-0.0987120595435599,0.00444881079913229,-1.50549692787094
"ENSMUSG00000026870",0.043014903035679,0.220743471224459,0.617789041512233,0.59926782357113,0.482959226234081,0.261244783204816,0.815653684774529,0.106251761678614,1.16479033853478,0.912918185842898,0.332694458540448,0.638930913771907,0.681831112300698,0.947559861113973,0.34913665376025
"ENSMUSG00000026873",0.165077634238653,0.201223786300113,0.589293403367058,0.944389955483096,-0.29077901574984,0.917786033528372,-0.331227131488692,0.239351087671001,-0.844801314512242,0.999760716936976,-0.0404481157388518,0.506637925490039,-0.554022298762402,0.556980467425673,-0.51357418302355
"ENSMUSG00000026874",0.594355244823163,0.00578838001061003,0.294455637920547,0.469324169812214,0.584965160398942,0.980326415994678,-0.118848136929039,0.0766567100147518,1.29278038611846,0.280719740992079,-0.703813297327982,0.664843504412983,0.707815225719521,0.0369930121576407,1.4116285230475
"ENSMUSG00000057110",0.855159064941967,0.237583732580312,0.307707757550513,0.999312714052836,0.0552327997516469,0.926175762877352,-0.248662310653317,0.752247390361759,0.527117854023592,0.881006688091096,-0.303895110404963,0.8170120940953,0.471885054271945,0.399632278364886,0.775780164676909
"ENSMUSG00000026885",0.0480958015651291,0.191922575549839,0.250039498912528,0.305860193841506,-1.27580791755651,0.907108239596725,1.07811557679518,0.945230778809037,0.817156832614708,0.102247868006994,2.35392349435169,0.126364328206526,2.09296475017122,0.999364186934008,-0.260958744180472
"ENSMUSG00000026895",0.432875229556827,3.54355260691372e-05,0.088784745187779,0.0651690952403833,0.789332133202688,0.890710142225447,-0.150963260252609,0.001605641188695,1.77533112350299,0.016157222679448,-0.940295393455296,0.287351911275584,0.9859989903003,0.00038968041802756,1.9262943837556
"ENSMUSG00000026889",0.518075403053278,0.890168972187894,0.880535253555955,0.999999746455282,0.00260553305293165,0.983530784987123,-0.102889369855823,0.940575705884644,-0.159040599322342,0.982344340168418,-0.105494902908755,0.938036314335577,-0.161646132375274,0.99672120786538,-0.0561512294665194
"ENSMUSG00000026887",0.0257565133310114,0.0343804024607141,0.775420120545896,0.291506500813081,0.392121628106655,0.249876548365407,0.417510777825815,0.018247788981908,0.826779243963241,0.999593790892274,0.0253891497191605,0.442140837908417,0.434657615856586,0.499804242800224,0.409268466137425
"ENSMUSG00000083716",0.0517633573432253,0.00364556415377018,0.0126043077820933,0.974376685123787,0.11539475734168,0.0149497759246536,-0.71081889629562,0.795014444460069,0.266334323795322,0.00638724364113685,-0.8262136536373,0.957874164797965,0.150939566453642,0.00230997836359659,0.977153220090942
"ENSMUSG00000009030",0.601600486422306,0.132152650594233,0.406124112045335,0.343533801369437,0.701875858384977,0.762604872207688,0.356257790880033,0.461071922640649,0.587730160821007,0.877312761149413,-0.345618067504944,0.995721940029205,-0.114145697563969,0.953396830653839,0.231472369940975
"ENSMUSG00000075376",0.0187440891253682,0.0261320501518988,0.593359902258623,0.547782171557977,-0.54387690189642,0.480421950214367,-0.582497320554914,0.0119740519265448,-1.14869088981873,0.999410744975843,-0.0386204186584941,0.156058168260126,-0.604813987922305,0.189398768492943,-0.566193569263811
"ENSMUSG00000050714",0.100427567800472,0.0220070452462126,0.0442652849632966,0.994313750344458,-0.145193573824685,0.989181081869278,0.204002042085899,0.0363133813495505,-1.19123116637806,0.942276263811069,0.349195615910584,0.0587328790712577,-1.04603759255337,0.0196216900049291,-1.39523320846396
"ENSMUSG00000035437",0.0176864002549168,0.0169480231086012,0.951495092913487,0.255756033298148,-0.446599076975991,0.261556311545853,-0.443652298401585,0.0084546574316885,-0.770974783884754,0.999998787829263,0.00294677857440567,0.297787078354869,-0.324375706908763,0.291428850641383,-0.327322485483169
"ENSMUSG00000000247",0.335382036085894,0.357815028368984,0.620465232977163,0.989025618298965,0.17781096827438,0.718066965186369,-0.478384771789142,0.999986722165191,-0.0174680317853443,0.533609216891597,-0.656195740063523,0.985330270659279,-0.195279000059725,0.73671837295955,0.460916740003798
"ENSMUSG00000026749",0.31607199884276,0.0333361761976747,0.348543596637958,0.132698661211901,0.577517579171731,0.508659824947753,0.322585465370231,0.121822480742019,0.592521421203457,0.797513655256519,-0.254932113801499,0.999955974540149,0.0150038420317261,0.771578771554162,0.269935955833225
"ENSMUSG00000026750",0.00610807566800544,0.769869666009871,0.81492980819656,0.980848328845731,-0.0790596740469917,0.206808948422101,0.52910441126174,0.2211503328119,0.516113114023938,0.108695621071676,0.608164085308731,0.11713922227142,0.59517278807093,0.999971909035584,-0.0129912972378016
"ENSMUSG00000063972",0.947726921260148,0.244206299091159,0.390739602405572,0.995469479707174,-0.114348818992526,0.937628524695227,0.332450494569589,0.803949339883295,-0.402626223875607,0.84981979511402,0.446799313562114,0.906534356502732,-0.288277404883082,0.472173549841097,-0.735076718445196
"ENSMUSG00000026755",0.0145657167063465,0.0192311215702451,0.108989669371831,0.917394376221474,0.0990676549283783,0.881015747837781,0.114552730676476,0.00806508957305263,0.716700883118487,0.999667295605792,0.0154850757480981,0.0292225946208166,0.617633228190109,0.0353014651621502,0.602148152442011
"ENSMUSG00000026754",0.56406937654081,0.287739976942616,0.167063342843267,0.308630051930704,0.554413008883229,0.494104959908412,0.424880643210581,0.639097187103426,0.342872991129387,0.983299054393623,-0.129532365672647,0.928353400585043,-0.211540017753842,0.99455810755993,-0.0820076520811946
"ENSMUSG00000026753",0.966233530799984,0.00523179911115042,0.379079227890025,0.0442966445533969,0.396746764013461,0.92764538941342,0.0741508554131441,0.151052635558075,0.295714952918785,0.13608604279945,-0.322595908600317,0.906830338556375,-0.101031811094676,0.383209108400744,0.221564097505641
"ENSMUSG00000081999",0.458662759198793,0.0237047141970083,0.309934812101965,0.73713384087623,-0.376676227980666,0.588815044894109,0.670752156754917,0.617499660357033,-0.44130118028235,0.138552102182795,1.04742838473558,0.996845101859808,-0.0646249523016841,0.0964999999029698,-1.11205333703727
"ENSMUSG00000036890",0.520198326836442,0.0101222406269321,0.280781204889528,0.592761932209284,0.376298208464005,0.603229448022019,-0.294451151466933,0.408190619117863,0.490353239324243,0.0935213115891419,-0.670749359930938,0.987755862504647,0.114055030860238,0.0510171882545871,0.784804390791176
"ENSMUSG00000052155",0.16737205481087,0.503077619813743,0.810175024186171,0.989093366499282,-0.0704721898594764,0.638301815883252,0.307482838060575,0.948344637872252,0.130421223432715,0.456279119745785,0.377955027920051,0.829866077802023,0.200893413292192,0.911496846792692,-0.17706161462786
"ENSMUSG00000026761",0.481554960316241,0.213178050817364,0.791583139952232,0.884953233552031,-0.188124950046943,0.895750358308076,0.207665782712003,0.976407458751191,-0.108420197316389,0.501971270540076,0.395790732758946,0.988283846658876,0.0797047527305545,0.690631080480142,-0.316085980028392
"ENSMUSG00000036792",0.138430535835506,0.175461715186796,0.82868781095456,0.831389711529585,-0.258700137257468,0.780298272273875,-0.286476654995544,0.193462540136145,-0.573561772992819,0.99962266883435,-0.0277765177380758,0.600836384641252,-0.314861635735351,0.660528075502707,-0.287085117997275
"ENSMUSG00000081272",0.000122001279100303,0.000545775127052535,0.929434902968952,0.0397387072317642,-0.584975250028743,0.0110103703569929,1.35120836170436,0.953903724631814,0.130801489752403,3.2791762253348e-05,1.93618361173311,0.0142414181382641,0.715776739781145,0.0309809688097862,-1.22040687195196
"ENSMUSG00000069495",0.00648831107397805,0.106029185884072,0.627610490657126,0.824287880769929,-0.247095533207669,0.282370728897408,-0.489322255202352,0.016514430926784,-0.800973362722648,0.751253842777173,-0.242226721994683,0.0876750839477266,-0.553877829514979,0.42693197710367,-0.311651107520296
"ENSMUSG00000026764",0.207296112572477,0.127747034717176,0.166208458252283,0.999500872827691,0.108024335183782,0.245389861831403,-1.18947432246838,0.996750738783702,0.209750829815238,0.206383429844686,-1.29749865765216,0.99966445680002,0.101726494631456,0.176360771617875,1.39922515228362
"ENSMUSG00000026766",0.0218792036633559,0.0054375960327104,0.649761718092495,0.249560726987983,0.424749933365576,0.478105374259164,0.30865322230022,0.00447204739476026,1.10002366064137,0.963332815003524,-0.116096711065357,0.188037765380168,0.675273727275794,0.0819218286897788,0.791370438341151
"ENSMUSG00000036249",0.242807429931861,0.00307569081692333,0.0379987101293962,0.823449310598438,-0.253928440340698,0.878841875829921,0.260749784166558,0.0203049328659214,-0.799240612021714,0.403676886082887,0.514678224507256,0.105964190451884,-0.545312171681016,0.00451839382796837,-1.05999039618827
"ENSMUSG00000036202",0.0066204222024806,0.252004344387129,0.162200564547146,0.276384698799407,-0.62545079017265,0.0237642407488893,-0.954089230361549,0.0349799545162836,-0.911290733970048,0.537806449101755,-0.328638440188899,0.654098485234877,-0.285839943797398,0.997226935040134,0.0427984963915012
"ENSMUSG00000086447",0.515785920896994,0.000874175566185631,0.0656155409798561,0.467636361122283,1.12946969293913,0.280141879260453,-0.750088935912912,0.114281063675359,3.07852219365057,0.0189606466324369,-1.87955862885204,0.790698259217862,1.94905250071144,0.00288742403502362,3.82861112956348
"ENSMUSG00000036093",0.00404203771794846,0.186046209032911,0.750902166492772,0.875905186987707,-0.168920254179016,0.0818100734199934,0.814186749940853,0.520742663671514,0.379453037487406,0.0192020399430604,0.983107004119869,0.18200662370131,0.548373291666422,0.632369968444339,-0.434733712453447
"ENSMUSG00000085315",0.549081575659001,0.0017488680566522,0.454169172505594,0.192277768596019,1.21962269728052,0.999507443332802,-0.0421743395675303,0.0324111139045242,2.5948389474261,0.160339784670019,-1.26179703684805,0.765171292648584,1.37521625014558,0.026103686953291,2.63701328699363
