"","sample_info$diet","sample_info$treatment","interaction","Pval_d1t1_vs_d1t2","log2FoldChange_d1t1_vs_d1t2","Pval_d1t1_vs_d2t1","log2FoldChange_d1t1_vs_d2t1","Pval_d1t1_vs_d2t2","log2FoldChange_d1t1_vs_d2t2","Pval_d1t2_vs_d2t1","log2FoldChange_d1t2_vs_d2t1","Pval_d1t2_vs_d2t2","log2FoldChange_d1t2_vs_d2t2","Pval_d2t1_vs_d2t2","log2FoldChange_d2t1_vs_d2t2"
"ENSMUSG00000025912",0.0675214140543983,0.000420868099335046,0.251031897836841,0.142042563971702,-3.26836513415794,0.946692561737402,-1.61044693133428,0.0017871460328347,-4.17319979410182,0.334070520723849,1.65791820282366,0.157611746411208,-0.904834659943886,0.00540013514100535,-2.56275286276755
"ENSMUSG00000045210",0.0752769346453133,0.935843205195001,0.23203779643851,0.843904935272221,-0.195455936948189,0.158999302439277,-0.478346887326357,0.583508609451762,-0.295857475323458,0.515433912402397,-0.282890950378168,0.965268161365516,-0.100401538375269,0.786131907960736,0.182489412002899
"ENSMUSG00000097893",0.570647624772581,0.04577806649474,0.469855362341903,0.209807794477355,1.08090387436998,0.787907216177232,0.394727364081123,0.250791490178989,0.994259549683495,0.681723782529184,-0.686176510288858,0.999446036633179,-0.0866443246864857,0.747128822083449,0.599532185602373
"ENSMUSG00000025915",0.190635940550726,0.391507189641356,0.178022318677779,0.98160078849024,0.118846635300801,0.999990029072785,0.00914263205982782,0.4119348796328,-0.418467653828758,0.985532953187541,-0.109704003240973,0.242566591759812,-0.537314289129559,0.396348382031948,-0.427610285888586
"ENSMUSG00000025916",0.818862737460354,0.891730292565339,0.416904185829279,0.900518358870511,-0.632501681853835,0.873685845337714,-0.68146823219253,0.993415029385016,-0.275192521459754,0.999888089883257,-0.0489665503386948,0.973418614174056,0.357309160394081,0.959864913264741,0.406275710732776
"ENSMUSG00000025917",0.00572604310600577,0.884700196173877,0.865999426945719,0.995791194267106,-0.0425779594671866,0.184981714504023,0.480659362628956,0.179861255016912,0.48523037631787,0.126187460277912,0.523237322096142,0.122469886327977,0.527808335785057,0.999998133785924,0.00457101368891457
"ENSMUSG00000056763",0.0134819337171219,0.0645170598389237,0.0571175539811464,0.999964105281117,-0.0211553308078882,0.0168578391911761,-1.07205691324458,0.942620870796787,-0.23961463251262,0.018478941583056,-1.05090158243669,0.954636171095284,-0.218459301704732,0.0507277877086738,0.832442280731955
"ENSMUSG00000067851",0.585122557623723,0.794949134035438,0.2916967307912,0.935418704131955,-0.148566973253522,0.656383274383885,-0.282524913821474,0.996724982499178,-0.0544429831114416,0.936405693112018,-0.133957940567952,0.981085318535111,0.0941239901420805,0.774588025838091,0.228081930710033
"ENSMUSG00000005886",0.261829324643795,0.0224196702776652,0.604397428648046,0.509559798510157,-0.490869520731813,0.968919005957351,-0.174660580091343,0.0803060338153937,-0.80599553587749,0.771059139923782,0.31620894064047,0.637861774561549,-0.315126015145678,0.176658324520525,-0.631334955786148
"ENSMUSG00000103085",0.159912503155618,0.678575857836878,0.135370198989179,0.51111344642315,-2.79779381083387,0.178532466485419,-3.33530560153028,0.551919822695122,-2.73532383480767,0.877967855754055,-0.537511790696411,0.99987245152643,0.0624699760262001,0.847184921335723,0.599981766722611
"ENSMUSG00000102664",0.0831681503672253,0.863862069715109,0.269754320714324,0.788576800092093,-1.71174382171174,0.190355254652161,-2.62446103542221,0.499884261754342,-2.16763753808736,0.645370497836166,-0.912717213710473,0.958280442876935,-0.455893716375625,0.901227793573269,0.456823497334848
"ENSMUSG00000025935",0.0220878609319584,0.250645843767272,0.529819015321492,0.577789094839079,0.274807971512552,0.153027404083938,0.515349297636234,0.076589824108282,0.626737011794135,0.779220475165661,0.240541326123682,0.553505159740716,0.351929040281582,0.979349411457496,0.1113877141579
"ENSMUSG00000025937",0.317563580067442,0.00578810516440358,0.0615409153558513,0.840136915751803,0.314291668791718,0.89859013646489,-0.218491322655786,0.0397526468489471,1.75610604759029,0.448790721275452,-0.532782991447505,0.179429596891193,1.44181437879857,0.0099854394064578,1.97459737024608
"ENSMUSG00000102982",0.438957933864674,0.994781315667028,0.8214807208422,0.998274980063844,0.0846024100174221,0.886299190917456,0.409075499131045,0.940742623786297,0.309618622864187,0.94339215793151,0.324473089113623,0.977738201263163,0.225016212846765,0.998548263469238,-0.0994568762668586
"ENSMUSG00000067813",0.772460695960322,0.350801879830126,0.327637540139275,0.520893656358196,-0.722585688082949,0.956463963498575,-0.305768974888476,0.964241326731883,-0.286911663961718,0.811306245054067,0.416816713194473,0.793628588464006,0.435674024121231,0.999984703926642,0.0188573109267584
"ENSMUSG00000025930",0.253070090252203,0.335394311984446,0.266402788418498,0.451082029690291,-1.88106105011328,0.379116608818745,-1.97241259723091,0.437896752956513,-1.89765072394816,0.999060990704284,-0.0913515471176317,0.999994757589006,-0.0165896738348776,0.999475030287879,0.0747618732827542
"ENSMUSG00000025925",0.311118588236241,0.720042414037232,0.582511983625002,0.999003899038875,-0.035761006795109,0.673295644046912,-0.269599919335273,0.962067941270965,-0.120476009901115,0.752917700345938,-0.233838912540164,0.985622061634268,-0.0847150031060059,0.912359343442414,0.149123909434158
"ENSMUSG00000025921",0.246692517291364,0.397544859631105,0.225538321258573,0.456928516636807,0.336241457931002,0.335817028407216,0.396718690138432,0.479959398314837,0.325941342970304,0.99520815159568,0.0604772322074293,0.999973909655716,-0.0103001149606976,0.992307558924609,-0.070777347168127
"ENSMUSG00000025939",0.22404737691403,0.000567452926356707,0.633443105566012,0.0182189390089259,0.585850308213845,0.612853867112226,0.188474053073799,0.00597162300820986,0.708877771623784,0.183968018316036,-0.397376255140046,0.945039613213077,0.123027463409938,0.0695723159158296,0.520403718549985
"ENSMUSG00000079658",0.757911854304313,0.00576352089843901,0.10546453904216,0.730060652328144,0.282144428618112,0.496947661508717,-0.316728863560336,0.218285965875247,0.615457020715164,0.102853826620853,-0.598873292178448,0.756182968338251,0.333312592097051,0.0151742001441227,0.9321858842755
"ENSMUSG00000025940",0.0371942463670351,0.00389627890807585,0.714425233589116,0.188907776078847,0.51998870327425,0.550203795953013,0.307226407944014,0.00522661462563145,1.21634485350097,0.864023822258242,-0.212762295330237,0.278932791046558,0.696356150226717,0.074955993426021,0.909118445556955
