,X1,X2,X3,X4,Y1,Y2,Y3,Y4
ENSMUSG00000051951,195.829485,144.005493,101.6012111,56.53072891,96.84124797,183.5690696,238.5766377,125.4453449
ENSMUSG00000103377,8.047787054,14.83692958,10.16012111,29.8071116,15.9738141,10.46248583,15.52382231,27.58018221
ENSMUSG00000102331,160.9557411,236.5181127,298.0302193,450.1901684,425.3028004,350.0177078,191.1881275,344.3074359
ENSMUSG00000025902,69.7474878,77.67569014,66.60523841,83.25434621,44.92635215,81.7976165,76.80206829,73.84371365
ENSMUSG00000033845,574.0754765,483.5093521,580.2558058,537.5558403,578.0523977,510.7595356,476.3362321,549.8242775
ENSMUSG00000102275,14.75427627,10.47312676,24.83585161,29.8071116,44.92635215,28.53405227,17.15790887,15.12461605
ENSMUSG00000025903,316.5462908,435.5075211,372.5377742,201.4549612,496.1866004,377.600625,414.2409428,426.1582992
ENSMUSG00000033813,1191.072484,1025.493662,776.684814,565.3072891,1110.18008,944.4771301,1006.597321,1100.538238
ENSMUSG00000103280,25.48465901,14.83692958,23.70694927,12.33397722,22.96235777,27.58291719,42.48625054,23.13176572
ENSMUSG00000002459,500.3040952,516.6742535,421.0805751,418.3273939,523.1424117,454.6425661,476.3362321,407.47495
ENSMUSG00000033793,2924.029296,3170.739127,2978.044389,2619.942327,4107.26695,2918.082412,2816.348185,2854.104017
ENSMUSG00000025905,155.5905497,159.7151831,118.5347463,72.97603186,193.6824959,136.0123158,138.8973576,116.5485119
ENSMUSG00000033774,12.07168058,21.81901408,27.0936563,12.33397722,25.95744791,16.16929629,23.69425511,25.80081561
ENSMUSG00000025907,1417.751819,1393.79862,1133.417955,1394.767257,1571.423962,1390.559481,1169.188933,1301.606663
ENSMUSG00000090031,37.55633959,52.3656338,56.4451173,43.16892026,20.965631,41.84994333,50.65668334,88.9683297
ENSMUSG00000103845,18.77816979,11.34588732,7.902316422,10.27831435,6.988543668,12.36475598,14.70677903,19.57303253
ENSMUSG00000033740,139.4949756,74.18464788,63.21853138,128.4789293,78.87070711,97.96691279,128.2757949,114.7691453
ENSMUSG00000051285,1676.622303,1576.205577,1306.140014,1306.373753,1905.875695,1911.781502,1824.457644,1810.505509
ENSMUSG00000103509,32.19114822,13.96416901,10.16012111,7.194820043,18.96890424,6.657945529,31.86468791,21.35239913
ENSMUSG00000097797,21.46076548,39.27422535,37.25377742,28.77928017,43.92798877,40.89880825,27.77947151,22.24208242
ENSMUSG00000025909,296.4268232,371.796,273.1943677,171.6478496,282.5368369,313.874575,389.7296444,250.8906897
ENSMUSG00000102316,45.60412664,41.01974648,53.05841026,90.44916625,43.92798877,38.9965381,31.86468791,41.81511496
ENSMUSG00000061024,523.1061585,413.688507,522.6817862,387.4924509,494.1898737,510.7595356,464.0805829,456.4075313
ENSMUSG00000025911,236.0684203,228.6632676,244.9718091,199.3992983,297.5122876,225.4190129,205.8949065,239.3248069
ENSMUSG00000079671,38.89763743,47.12907042,44.02719149,53.4472346,59.90180287,80.84648143,56.3759863,46.26353144
ENSMUSG00000067879,4805.870169,4911.02369,4257.090747,3332.229511,4998.805449,5123.764652,4623.64792,4542.722914
ENSMUSG00000025912,42.92153096,66.32980281,39.51158211,30.83494304,52.9132592,34.24086272,55.55894302,43.59448155
ENSMUSG00000045210,1044.871019,1061.276845,747.333353,516.9992116,1248.95259,1059.564474,1051.534701,1010.680225
ENSMUSG00000025915,296.4268232,264.4464507,190.7844965,137.7294122,239.6072115,223.5167428,221.4187288,269.574039
ENSMUSG00000046101,42.92153096,68.9480845,89.18328533,65.78121182,32.94599158,50.41015901,59.64415942,58.7190976
ENSMUSG00000098234,127.423295,109.967831,141.1127932,178.8426696,135.7774198,107.4782635,124.1905785,117.4381952
ENSMUSG00000025916,5.36519137,2.61828169,11.28902346,13.36180865,31.9476282,7.609080605,8.987476077,8.89683297
ENSMUSG00000025917,1160.222634,1173.862958,1210.183315,1095.668309,1349.787291,1037.688367,988.6223685,1039.150091
ENSMUSG00000056763,532.4952434,473.9089859,425.5961844,507.7487287,394.3535355,581.1435312,533.5292617,543.5964944
ENSMUSG00000067851,1376.171586,1270.73938,1021.656623,767.7900817,1437.643269,1422.898073,1254.161434,1358.546394
ENSMUSG00000042501,5.36519137,40.14698591,33.86707038,34.94626878,43.92798877,40.89880825,21.24312527,60.49846419
ENSMUSG00000048960,626.3860924,603.9503098,396.2447234,286.7649703,675.892009,590.654882,695.303831,483.9877136
ENSMUSG00000057715,1157.540038,986.2194366,799.262861,616.6988608,1173.076973,1067.173555,971.4644596,944.8436614
ENSMUSG00000103825,25.48465901,20.07349296,23.70694927,26.7236173,31.9476282,15.21816121,28.59651479,18.68334924
ENSMUSG00000103561,9.389084897,20.07349296,19.19133988,45.22458312,34.94271834,24.72951197,9.804519357,8.89683297
ENSMUSG00000016918,325.9353757,302.8479155,302.5458287,264.1526787,386.3666285,276.780307,314.5616627,323.8447201
ENSMUSG00000025938,52.31061585,115.2043944,82.40987126,56.53072891,63.89525639,118.8918845,90.69180405,118.3278785
ENSMUSG00000005886,1238.017909,1152.043944,778.9426187,482.0529429,1076.235725,1128.0462,1252.527348,978.6516267
ENSMUSG00000103085,10.73038274,23.56453521,9.031218768,35.97410021,13.97708734,17.12043136,18.79199543,24.91113232
ENSMUSG00000102664,1.341297842,19.20073239,19.19133988,47.28024599,16.97217748,19.02270151,10.62156264,19.57303253
ENSMUSG00000025935,462.7477556,445.1078873,348.8308249,402.9099224,590.0327582,473.6652677,500.8475305,540.0377613
ENSMUSG00000025937,241.4336116,257.4643662,237.0694927,192.2044783,249.5908453,265.3666861,217.3335124,241.1041735
ENSMUSG00000025932,111.3277209,120.4409577,95.95669941,81.19868334,143.7643269,100.820318,112.7519726,130.7834447
ENSMUSG00000025930,9.389084897,30.54661972,42.89828915,30.83494304,19.96726762,26.63178212,14.70677903,44.48416485
ENSMUSG00000103492,16.09557411,19.20073239,4.515609384,5.139157173,3.993453525,26.63178212,20.42608199,14.23493275
ENSMUSG00000092083,358.1265239,449.4716901,285.6122935,247.7073758,374.3862679,443.2289452,417.5091159,483.9877136
ENSMUSG00000102937,5.36519137,6.109323943,6.773414076,37.00193165,12.97872395,19.97383659,10.62156264,6.227783079
ENSMUSG00000025925,143.5188691,144.005493,147.8862073,189.120984,227.6268509,152.1816121,161.7745694,194.840642
ENSMUSG00000067795,4.023893527,14.83692958,12.41792581,20.55662869,5.990180287,9.511350756,14.70677903,16.90398264
ENSMUSG00000043716,2662.476217,3056.407493,3379.933624,4002.375607,3984.468254,3270.953525,2985.476144,3423.501327
ENSMUSG00000025921,198.5120807,199.862169,258.5186372,169.5921867,202.6677664,199.7383659,200.9926468,218.8620911
ENSMUSG00000025920,2363.366798,2313.688253,2048.957758,1615.751015,2547.823349,2300.795748,2184.77373,2176.165344
ENSMUSG00000025939,1114.618507,836.1046197,776.684814,591.0030749,1171.080246,1023.421341,838.286405,856.765015
ENSMUSG00000079658,1695.400473,1803.123324,1555.627433,1504.74522,1955.793864,1835.690696,1634.903603,1808.726143
ENSMUSG00000025940,639.7990708,518.4197746,495.5881299,535.5001775,626.9722033,576.3878558,507.3838767,495.5535964
ENSMUSG00000042686,303.1333124,331.6490141,310.4481451,207.6219498,297.5122876,324.3370608,314.5616627,298.9335878
ENSMUSG00000025777,1747.711089,1490.675042,1286.948674,968.2172114,1525.499246,1549.399038,1504.993721,1543.60052
ENSMUSG00000025776,79.1365727,61.09323943,46.28499619,43.16892026,63.89525639,75.13967097,52.2907699,47.15321474
ENSMUSG00000109887,41.58023311,37.52870422,36.12487507,34.94626878,55.90834934,42.8010784,39.21807743,24.02144902
ENSMUSG00000042596,13.41297842,13.09140845,21.44914457,8.222651477,31.9476282,0,15.52382231,11.56588286
ENSMUSG00000025927,40.23893527,31.41938028,67.73414076,132.5902551,61.89852963,44.70334855,43.30329382,41.81511496
ENSMUSG00000041859,42.92153096,56.72943662,48.54280088,60.64205464,45.92471553,58.97037469,60.4612027,48.04289804
ENSMUSG00000097934,2.682595685,20.94625352,3.386707038,12.33397722,10.98199719,7.609080605,18.79199543,8.007149673
ENSMUSG00000025931,2540.418113,1774.322225,1857.044359,1282.73363,2411.047565,1989.774578,2099.801229,1897.694472
ENSMUSG00000041809,12.07168058,18.32797183,14.6757305,19.52879726,20.965631,26.63178212,16.34086559,17.79366594
ENSMUSG00000041779,25.48465901,33.16490141,22.57804692,40.08542595,27.95417467,27.58291719,29.41355807,26.69049891
ENSMUSG00000025933,502.9866909,528.0201408,451.5609384,338.156542,525.1391385,471.7629975,496.7623141,410.1439999
ENSMUSG00000025934,29.50855253,23.56453521,28.22255865,28.77928017,27.95417467,23.77837689,22.06016855,30.2492321
ENSMUSG00000028033,1125.34889,1110.151437,931.3444354,626.9771751,1010.343742,1146.117766,1185.529799,964.4166939
ENSMUSG00000097109,29.50855253,20.07349296,12.41792581,45.22458312,17.97054086,14.26702613,35.94990431,24.91113232
ENSMUSG00000041670,2319.103969,2357.326282,1978.965813,1358.793157,2082.586013,2354.059312,2679.084914,2008.015201
ENSMUSG00000026158,2822.09066,2791.088282,2620.182345,3240.752513,4057.348781,3000.831164,2657.841789,3089.87009
ENSMUSG00000026156,316.5462908,255.7188451,274.3232701,256.9578587,363.4042707,236.8326338,264.7220226,335.410603
ENSMUSG00000026155,572.7341787,644.9700563,599.4471457,396.7429338,755.7610795,721.9115224,648.7323641,695.7323382
ENSMUSG00000026154,222.6554418,239.1363944,275.4521724,343.2956992,339.4435496,284.3893876,223.0528154,245.55259
ENSMUSG00000026153,299.1094189,377.0325634,277.7099771,180.8983325,315.4828284,420.4017034,455.0931068,404.8059001
ENSMUSG00000026147,22.80206332,9.600366197,11.28902346,13.36180865,10.98199719,11.41362091,8.170432797,18.68334924
ENSMUSG00000026141,136.8123799,157.0969014,129.8237698,112.0336264,80.86743387,152.1816121,222.2357721,143.2390108
ENSMUSG00000100131,52.31061585,36.65594366,33.86707038,10.27831435,51.91489582,42.8010784,53.10781318,31.13891539
ENSMUSG00000067736,21.46076548,11.34588732,9.031218768,6.166988608,26.95581129,8.560215681,9.804519357,24.02144902
ENSMUSG00000101939,22.80206332,17.45521127,22.57804692,13.36180865,96.84124797,28.53405227,18.79199543,36.47701518
ENSMUSG00000101111,99.25604034,103.858507,68.86304311,77.0873576,150.7528706,93.21123741,82.52137125,66.72624727
ENSMUSG00000100862,93.89084897,110.8405915,63.21853138,67.83687469,160.7365044,131.2566404,84.97250109,84.51991321
ENSMUSG00000102070,81.81916839,80.29397183,57.57401965,54.47506604,138.77251,87.50442696,67.81459222,61.38814749
ENSMUSG00000101249,54.99321154,71.56636619,89.18328533,122.3119407,143.7643269,81.7976165,53.92485646,85.40959651
ENSMUSG00000073725,2733.565003,2695.95738,2497.131989,2306.453739,2957.152335,2718.344046,2634.964577,2650.366542
ENSMUSG00000033569,1652.478942,1749.012169,1577.076577,1343.375685,1576.415779,1649.268221,1673.304637,1666.376815
ENSMUSG00000104257,14.75427627,20.94625352,31.60926569,32.89060591,43.92798877,25.68064704,16.34086559,19.57303253
ENSMUSG00000103209,6.706489212,4.363802817,14.6757305,27.75144874,20.965631,16.16929629,13.07269248,19.57303253
ENSMUSG00000104027,13.41297842,7.85484507,18.06243754,68.86470612,13.97708734,15.21816121,6.536346238,12.45556616
ENSMUSG00000103214,24.14336116,21.81901408,28.22255865,18.50096582,42.92962539,23.77837689,17.15790887,32.91828199
ENSMUSG00000103889,9.389084897,18.32797183,18.06243754,18.50096582,27.95417467,12.36475598,13.88973576,26.69049891
ENSMUSG00000101301,13.41297842,20.94625352,10.16012111,20.55662869,35.94108172,6.657945529,12.2556492,21.35239913
ENSMUSG00000103563,26.82595685,14.83692958,27.0936563,81.19868334,46.92307891,30.43632242,17.15790887,19.57303253
ENSMUSG00000102465,42.92153096,39.27422535,18.06243754,14.38964009,34.94271834,36.14313287,43.30329382,35.58733188
ENSMUSG00000102659,2.682595685,9.600366197,5.64451173,27.75144874,13.97708734,15.21816121,18.79199543,6.227783079
ENSMUSG00000102747,50.96931801,36.65594366,46.28499619,57.55856034,103.8297916,41.84994333,44.93738038,56.93973101
ENSMUSG00000102386,191.8055915,207.7170141,209.9758364,604.3648836,471.2275159,304.3632242,189.5540409,298.9335878
ENSMUSG00000104516,16.09557411,15.70969014,20.32024223,22.61229156,13.97708734,18.07156644,7.353389517,11.56588286
ENSMUSG00000048874,1515.666562,1343.178507,1000.207479,1009.330469,1279.901855,1405.777642,1283.574992,1343.421778
ENSMUSG00000026064,753.8093874,582.1312958,550.9043448,357.6853393,804.6808852,720.0092522,651.1834939,608.5433751
ENSMUSG00000026058,178.392613,164.9517465,146.757305,160.3417038,227.6268509,154.0838822,157.689353,185.0541258
ENSMUSG00000103482,28.16725469,21.81901408,14.6757305,64.75338038,59.90180287,38.9965381,12.2556492,24.02144902
ENSMUSG00000102865,54.99321154,76.80292957,66.60523841,79.14302047,67.88870992,64.67718514,61.27824598,74.73339695
ENSMUSG00000102321,28.16725469,24.43729577,29.351461,15.41747152,46.92307891,40.89880825,29.41355807,18.68334924
ENSMUSG00000091318,101.938636,132.6596056,117.405844,183.9818268,173.7152283,169.3020435,125.0076218,129.8937614
ENSMUSG00000026134,135.4710821,111.7133521,136.5971839,122.3119407,76.87398035,98.91804786,122.556492,117.4381952
ENSMUSG00000004768,520.4235628,393.6150141,454.9476454,368.991485,431.2929806,479.3720781,458.3612799,410.1439999
ENSMUSG00000042215,167.6622303,152.7330986,142.2416956,142.8685694,124.7954226,169.3020435,155.2382231,131.673128
ENSMUSG00000042197,900.0108522,918.1441126,725.8842085,571.4742777,952.4386656,923.5521584,919.990733,837.1919824
ENSMUSG00000042182,2372.755883,2118.189887,2153.945676,1729.840305,2376.104847,2215.193591,2112.873921,1997.339002
ENSMUSG00000026131,5567.727344,4677.99662,4645.433154,3297.283242,3861.669558,4682.437977,5514.225095,4530.267348
ENSMUSG00000103364,30.84985037,55.85667605,55.31621495,151.0912209,106.8248818,82.74875158,53.92485646,59.6087809
ENSMUSG00000101462,32.19114822,16.5824507,25.96475396,30.83494304,27.95417467,20.92497166,22.06016855,23.13176572
ENSMUSG00000102336,17.43687195,34.91042253,31.60926569,23.640123,29.95090143,28.53405227,48.2055535,23.13176572
ENSMUSG00000042111,296.4268232,299.3568732,382.6978953,431.6892026,340.441913,323.3859257,345.6093073,322.9550368
ENSMUSG00000026127,529.8126477,513.1832112,445.9164267,514.9435488,562.0785836,429.9130542,485.3237081,480.4289804
ENSMUSG00000026126,24.14336116,37.52870422,29.351461,44.19675169,38.93617186,21.87610674,20.42608199,24.02144902
ENSMUSG00000045174,496.2802017,446.8534084,435.7563056,429.6335397,470.2291525,511.7106707,515.5543095,477.7599305
ENSMUSG00000037509,3044.746102,3115.755211,3034.489506,2871.761028,2949.165428,2874.330199,2902.954773,2691.291973
ENSMUSG00000104002,96.57344465,120.4409577,135.4682815,125.395435,100.8347015,102.7225882,115.2031024,85.40959651
ENSMUSG00000037503,5346.4132,5344.78569,4839.604357,4077.407301,5011.784173,5644.035539,5323.036967,5148.59724
ENSMUSG00000026123,5082.177525,4796.692056,4595.761451,3393.899397,5224.435573,4484.601882,4817.287177,4546.281648
ENSMUSG00000045216,1005.973382,946.0724507,1069.070522,760.5952616,1036.30119,973.0111824,1032.742706,951.9611278
ENSMUSG00000037470,898.6695544,880.6154084,877.1571228,913.7421454,935.4664881,934.9657793,917.5396031,895.0213967
ENSMUSG00000047180,12.07168058,21.81901408,23.70694927,20.55662869,18.96890424,10.46248583,20.42608199,24.02144902
ENSMUSG00000037447,241.4336116,253.9733239,203.2024223,224.0672528,215.6464903,224.4678778,227.1380318,263.3462559
ENSMUSG00000010453,1550.540306,1457.510141,1367.100741,1424.574368,1216.006598,1526.571796,1502.542591,1466.198073
ENSMUSG00000037432,198.5120807,164.9517465,181.7532777,149.035558,197.6759495,228.2724181,170.7620455,174.3779262
ENSMUSG00000001143,890.6217673,707.8088169,734.9154272,700.9810384,800.6874317,818.9273001,750.0457308,735.7680866
ENSMUSG00000037408,269.6008663,281.901662,275.4521724,235.3733985,229.6235777,288.1939279,290.8674076,291.8161214
ENSMUSG00000001138,548.5908175,551.584676,582.5136105,511.8600545,431.2929806,555.4628842,523.7247423,515.1266289
ENSMUSG00000067653,40.23893527,23.56453521,15.80463284,41.11325739,22.96235777,20.92497166,30.23060135,32.91828199
ENSMUSG00000079610,131.4471886,159.7151831,173.8509613,173.7035125,125.793786,155.9861524,174.8472619,145.9080607
ENSMUSG00000026121,270.9421642,284.5199437,321.7371686,347.4070249,191.6857692,246.3439846,251.6493302,287.3677049
ENSMUSG00000087589,30.84985037,22.69177465,45.15609384,45.22458312,20.965631,33.28972765,22.06016855,23.13176572
ENSMUSG00000061518,3573.217452,3598.391803,4889.27606,5590.375173,4646.383176,3695.159769,3492.860021,3721.545231
ENSMUSG00000037351,5402.747709,5860.587183,6096.072668,6301.634526,5178.510858,5759.122883,5791.202767,5279.380684
ENSMUSG00000102416,14.75427627,17.45521127,24.83585161,4.111325739,17.97054086,26.63178212,26.96242823,13.34524945
ENSMUSG00000026117,76.45397702,48.87459155,76.76535953,70.92036899,48.91980568,46.60561871,41.66920727,64.94688068
ENSMUSG00000026116,1166.929123,1153.789465,1175.187342,896.269011,1057.266821,1119.485984,1285.209079,1286.482047
ENSMUSG00000050122,54.99321154,28.80109859,50.80060557,35.97410021,40.93289863,51.36129408,46.57146694,54.27068112
ENSMUSG00000026113,2657.111026,2576.389183,2448.589188,2206.75409,2525.859354,2616.572593,2608.002149,2513.355314
ENSMUSG00000026112,1188.389888,1091.823465,953.9224824,842.8217764,1133.142438,1187.016574,1302.366988,1164.595436
ENSMUSG00000026111,698.8161759,568.1671267,618.6384856,555.0289747,549.0998596,588.7526118,589.905248,631.6751408
ENSMUSG00000026110,705.5226651,665.9163098,536.2286143,494.3869201,572.0622174,644.8695813,600.5268106,626.3370411
ENSMUSG00000026090,4426.28288,4906.659887,5121.829944,4784.555328,4995.810359,4762.333324,4795.227009,5080.091626
ENSMUSG00000089767,57.67580722,39.27422535,49.67170322,38.02976308,29.95090143,40.89880825,47.38851022,51.60163122
ENSMUSG00000060771,358.1265239,294.9930704,240.4561997,179.8705011,265.5646594,265.3666861,262.2708928,247.3319566
ENSMUSG00000097268,30.84985037,46.25630986,24.83585161,20.55662869,15.9738141,28.53405227,22.87721183,29.3595488
ENSMUSG00000037216,72.43008349,95.1309014,104.9879182,103.8109749,102.8314283,113.185074,92.32589061,87.1889631
ENSMUSG00000026088,120.7168058,102.1129859,101.6012111,90.44916625,112.8150621,103.6737232,102.13041,112.9897787
ENSMUSG00000026087,626.3860924,747.9558028,812.8096891,880.8515395,817.6596091,682.9149843,633.2085418,741.1061864
ENSMUSG00000058407,616.9970075,652.8249014,682.9859193,729.7603186,718.8216344,678.1593089,579.2836853,645.9100736
ENSMUSG00000026083,2779.169129,2592.971634,2905.794639,4591.323019,4048.36351,3013.19592,2655.390659,3163.713804
ENSMUSG00000026082,406.4132462,320.3031267,279.9677818,229.2064099,233.6170312,308.1677645,321.9150522,367.4392016
ENSMUSG00000037138,714.91175,683.3715211,573.4823918,361.796665,610.9983893,689.5729298,597.2586375,559.6107938
ENSMUSG00000085391,12.07168058,20.07349296,9.031218768,35.97410021,26.95581129,13.31589106,17.97495215,14.23493275
ENSMUSG00000048814,2827.455852,2564.170535,2563.737228,2067.996847,2929.19816,2791.581447,2750.984723,2631.683192
ENSMUSG00000026080,1301.058907,1268.993859,1177.445147,1288.900619,1329.820024,1123.290524,1071.960783,1272.247115
ENSMUSG00000026078,512.3757758,390.1239718,531.713005,605.392715,485.2046032,465.105052,531.8951751,529.3615617
ENSMUSG00000103046,29.50855253,28.80109859,12.41792581,12.33397722,13.97708734,20.92497166,39.21807743,28.4698655
ENSMUSG00000026077,545.9082218,613.550676,590.415927,429.6335397,557.0867667,524.0754267,541.6996944,620.109258
ENSMUSG00000092563,2.682595685,11.34588732,7.902316422,16.44530295,32.94599158,6.657945529,5.719302958,9.786516267
ENSMUSG00000073702,4365.924477,4137.757831,5688.538921,7742.654197,5767.545253,4806.085537,4471.67787,4474.2173
ENSMUSG00000003134,490.9150103,453.8354929,391.7291141,409.076911,324.4680989,427.059649,514.7372662,487.5464467
ENSMUSG00000003135,549.9321154,533.2567042,549.7754425,651.6451296,532.1276821,619.1889342,513.1031797,513.3472624
ENSMUSG00000085894,33.53244606,49.74735211,44.02719149,37.00193165,26.95581129,41.84994333,32.68173119,40.92543166
ENSMUSG00000048234,442.628288,417.1795493,365.7643601,350.4905192,404.3371694,444.1800803,400.3512071,419.9305162
ENSMUSG00000050967,1699.424366,1742.030084,1312.913428,1357.765325,1696.219385,1783.378267,1815.470168,1508.013188
ENSMUSG00000097083,37.55633959,72.43912676,62.08962903,31.86277447,37.93780848,44.70334855,43.30329382,47.15321474
ENSMUSG00000026074,2171.561207,2027.422789,1950.743254,2085.469981,1958.788954,2205.68224,2174.969211,2094.314481
ENSMUSG00000102985,8.047787054,20.07349296,9.031218768,7.194820043,20.965631,13.31589106,17.97495215,15.12461605
ENSMUSG00000097899,32.19114822,34.03766197,34.99597273,89.42133481,32.94599158,38.04540302,41.66920727,27.58018221
ENSMUSG00000026072,79.1365727,82.03949295,57.57401965,20.55662869,40.93289863,70.3839956,54.74189974,82.74054662
ENSMUSG00000026065,45.60412664,25.31005634,40.64048446,20.55662869,50.91653244,54.21469931,34.31581775,54.27068112
ENSMUSG00000026062,100.5973382,150.1148169,165.9486449,154.1747152,105.8265184,124.5986949,147.8848336,189.5025423
ENSMUSG00000041945,20.11946764,34.03766197,34.99597273,22.61229156,23.96072115,25.68064704,32.68173119,28.4698655
ENSMUSG00000101299,41.58023311,27.92833803,45.15609384,28.77928017,30.94926482,35.1919978,31.86468791,21.35239913
ENSMUSG00000060424,453.3586707,528.0201408,565.5800753,639.3111524,650.9329245,516.4663461,590.7222912,491.9948632
ENSMUSG00000093436,67.06489212,73.31188732,60.96072668,68.86470612,49.91816906,60.87264484,61.27824598,68.50561387
ENSMUSG00000045515,1997.192487,1927.928084,1857.044359,1364.960145,1919.852782,2063.963114,1951.916395,1639.686316
ENSMUSG00000097063,40.23893527,33.16490141,46.28499619,50.3637403,24.95908453,58.01923961,56.3759863,65.83656398
ENSMUSG00000099784,25.48465901,48.00183098,41.7693868,40.08542595,42.92962539,41.84994333,50.65668334,44.48416485
ENSMUSG00000060679,552.6147111,581.2585352,612.9939739,878.7958766,543.1096793,661.0388776,652.0005372,576.5147764
ENSMUSG00000041907,190.4642936,149.2420563,195.3001059,195.2879726,186.6939523,195.9338256,205.0778632,190.3922256
ENSMUSG00000070939,882.5739803,827.3770141,736.0443296,659.867781,646.939471,776.1262217,897.1135211,765.1276354
ENSMUSG00000041878,5.36519137,27.92833803,3.386707038,14.38964009,6.988543668,9.511350756,8.170432797,10.67619956
ENSMUSG00000010290,543.2256262,499.2190422,500.1037393,329.9338905,434.2880708,546.9026685,549.053084,516.0163122
ENSMUSG00000008136,508.3518823,540.2387887,428.9828915,538.5836718,409.3289863,437.5221348,457.5442366,475.9805639
ENSMUSG00000066877,603.5840291,584.7495774,585.9003176,391.6037766,570.0654906,550.7072088,504.9327469,583.6322428
ENSMUSG00000026051,77.79527486,74.18464788,115.1480393,141.840738,108.8216085,86.55329188,102.9474532,67.61593057
ENSMUSG00000100480,9.389084897,9.600366197,5.64451173,10.27831435,6.988543668,7.609080605,11.43860592,17.79366594
ENSMUSG00000057363,1070.355678,1143.316338,1021.656623,983.634683,1024.320829,1121.388254,1035.193835,1058.723123
ENSMUSG00000041763,767.2223658,767.1565352,653.6344583,449.1623369,682.8805527,695.2797403,661.8050566,645.9100736
ENSMUSG00000026049,56.33450938,74.18464788,65.47633607,72.97603186,61.89852963,77.04194112,62.91233254,73.84371365
ENSMUSG00000026047,100.5973382,106.4767887,102.7301135,90.44916625,71.88216344,126.5009651,122.556492,133.4524945
ENSMUSG00000041684,425.191416,375.2870422,252.8741255,256.9578587,385.3682651,341.4574921,329.2684417,366.5495184
ENSMUSG00000026048,486.8911168,447.726169,391.7291141,462.5241456,386.3666285,506.9549953,392.1807743,449.290065
ENSMUSG00000056870,59.01710506,49.74735211,58.70292199,40.08542595,43.92798877,71.33513067,54.74189974,72.06434705
ENSMUSG00000026043,45.60412664,57.60219718,79.02316422,35.97410021,81.86579725,38.9965381,47.38851022,46.26353144
ENSMUSG00000026042,84.50176407,61.09323943,54.18731261,76.05952616,68.8870733,95.11350756,85.78954437,99.64452926
ENSMUSG00000025995,515.0583715,406.7064225,409.7915516,346.3791935,425.3028004,409.9392176,366.0353893,462.6353144
ENSMUSG00000084817,21.46076548,11.34588732,11.28902346,20.55662869,19.96726762,14.26702613,16.34086559,12.45556616
ENSMUSG00000025993,111.3277209,106.4767887,99.34340645,90.44916625,129.7872395,118.8918845,118.4712756,122.776295
ENSMUSG00000041144,118.0342101,56.72943662,80.15206657,79.14302047,54.90998596,64.67718514,79.25319813,97.86516267
ENSMUSG00000101337,99.25604034,88.1488169,79.02316422,86.33784051,69.88543668,65.62832022,104.5815398,107.6516789
ENSMUSG00000025986,2412.994818,2247.358451,1670.775472,818.153822,2218.363433,2494.827303,2470.738878,2021.360451
ENSMUSG00000100213,53.6519137,64.58428169,99.34340645,90.44916625,31.9476282,43.75221348,66.18050566,61.38814749
ENSMUSG00000026109,1427.140904,1316.12293,1289.206479,1014.469626,1365.761105,1167.042738,1224.747876,1340.752729
ENSMUSG00000101242,5.36519137,5.23656338,11.28902346,13.36180865,22.96235777,6.657945529,12.2556492,19.57303253
ENSMUSG00000099924,30.84985037,58.47495774,42.89828915,104.8388063,95.84288459,66.57945529,53.92485646,74.73339695
ENSMUSG00000099625,9.389084897,20.07349296,16.93353519,34.94626878,30.94926482,19.97383659,24.51129839,26.69049891
ENSMUSG00000045954,163.6383368,121.3137183,161.4330355,139.7850751,156.7430508,123.6475598,133.1780546,140.5699609
ENSMUSG00000026107,177.0513152,209.4625352,135.4682815,109.9779635,173.7152283,173.1065838,175.6643051,194.840642
ENSMUSG00000018417,579.4406679,609.1868732,524.9395909,383.3811251,466.235699,640.1139059,605.4290703,513.3472624
ENSMUSG00000062939,4.023893527,17.45521127,18.06243754,13.36180865,18.96890424,18.07156644,8.987476077,16.01429935
ENSMUSG00000026104,329.9592692,315.9393239,244.9718091,353.5740135,329.4599158,386.1608407,299.8548837,396.7987504
ENSMUSG00000026103,4823.307041,4604.684732,3924.064555,2985.850318,3952.520626,4991.556877,4843.432562,4801.620754
ENSMUSG00000002881,492.2563082,414.5612676,356.7331413,307.321599,563.076947,483.1766184,426.496592,475.0908806
ENSMUSG00000043015,105.9625295,149.2420563,120.792551,128.4789293,98.83797473,103.6737232,80.88728469,132.5628112
ENSMUSG00000041439,1669.915814,1324.850535,1239.534776,993.9129973,1468.592534,1393.412886,1563.003794,1284.702681
ENSMUSG00000026102,582.1232636,567.2943662,584.7714152,633.1441637,708.8380006,607.7753133,609.5142867,626.3370411
ENSMUSG00000041426,281.6725469,257.4643662,214.4914457,196.315804,330.4582792,242.5394443,239.393681,220.6414576
ENSMUSG00000043629,226.6793354,288.8837465,268.6787583,329.9338905,277.54502,261.5621458,229.5891616,285.5883383
ENSMUSG00000026098,54.99321154,66.32980281,53.05841026,86.33784051,59.90180287,40.89880825,62.91233254,72.06434705
ENSMUSG00000026097,127.423295,100.3674648,101.6012111,116.1449521,181.7021354,119.8430195,155.2382231,146.797744
ENSMUSG00000026096,191.8055915,204.2259718,165.9486449,208.6497812,196.6775861,207.3474465,184.6517812,200.1787418
ENSMUSG00000099913,12.07168058,10.47312676,20.32024223,11.30614578,9.983633811,6.657945529,8.987476077,7.117466376
