"","Pval","Pval_d1t1_vs_d1t2","log2FoldChange_d1t1_vs_d1t2","Pval_d1t1_vs_d2t1","log2FoldChange_d1t1_vs_d2t1","Pval_d1t1_vs_d2t2","log2FoldChange_d1t1_vs_d2t2","Pval_d1t2_vs_d2t1","log2FoldChange_d1t2_vs_d2t1","Pval_d1t2_vs_d2t2","log2FoldChange_d1t2_vs_d2t2","Pval_d2t1_vs_d2t2","log2FoldChange_d2t1_vs_d2t2"
"ENSMUSG00000029501",0.810320515630226,0.999999913622972,0.027921821079529,0.999063500834121,0.0589354074315947,0.992871556302794,-0.0761382428184936,0.999999842261189,0.0310135863520656,0.999683400503063,-0.104060063898023,0.86688918576272,-0.135073650250088
"ENSMUSG00000097767",0.452958627461632,0.999975838149591,0.172331894123878,0.507334970417739,-2.1247339713903,0.99953334807017,-0.402293556544117,0.480352680272571,-2.29706586551417,0.995998548317032,-0.574625450667994,0.641028443294567,1.72244041484618
"ENSMUSG00000053334",0.110670955732378,0.10319457907504,1.5241825315114,0.171266587164187,1.21675114258836,0.150434366272318,1.31391160924826,0.955699173280653,-0.307431388923039,0.877240787013624,-0.210270922263145,0.999540190254729,0.0971604666598947
"ENSMUSG00000042719",0.000412201749827957,0.445858781971203,-0.481940659610483,0.999998063930146,0.0159756968369432,0.0163720627315965,-0.495516571547474,0.402412664492328,0.497916356447426,0.999999942178617,-0.0135759119369914,0.000287000085565814,-0.511492268384417
"ENSMUSG00000106110",0.0690804248260185,0.443120122841254,-2.17338592358959,0.949698368766843,1.17627163592401,0.224125693641346,-2.78113018681928,0.326124717788812,3.3496575595136,0.948450974006276,-0.607744263229686,0.190785486465442,-3.95740182274329
"ENSMUSG00000053293",0.00331108667638657,0.0654358968148387,-0.881865095643383,0.466891913746842,0.538743835392972,0.0354684279517149,-1.83767485816131,0.0203278944129572,1.42060893103635,0.125905456487607,-0.955809762517924,0.015849837173829,-2.37641869355428
"ENSMUSG00000039754",0.00221590713071882,0.511381903271095,-0.687775433773704,0.559139937203659,0.386413624684105,0.0887695361493273,-0.592618257936998,0.245529729008075,1.07418905845781,0.9996424887594,0.0951571758367066,0.0038146929566284,-0.979031882621102
"ENSMUSG00000037344",0.0581104285209737,0.967463974591917,0.219017036211222,0.230590836880203,-0.949434972308454,0.999985171144435,-0.0502583098829748,0.13773628218329,-1.16845200851968,0.319655293562891,-0.269275346094196,0.228001464708338,0.899176662425479
"ENSMUSG00000038722",0.000512066235416832,0.173457080663714,0.454813733843799,0.99994007387923,0.0627336166726854,0.00208788079375111,0.998677318835575,0.837085949129409,-0.392080117171113,0.228387391152,0.543863584991776,0.272545805346646,0.935943702162889
"ENSMUSG00000029650",0.00106866023011863,0.0690982485244611,1.45398072723842,0.999924035308118,-0.0748949091037777,0.0308177721340491,2.62716452981967,0.0451099151554536,-1.5288756363422,0.16586356271799,1.17318380258125,0.0217552835601938,2.70205943892345
"ENSMUSG00000086610",0.0156727357385484,0.864889718254757,0.587479073478968,0.306464583048793,1.4894912266611,0.14154046184194,2.87159222187207,0.517081420947781,0.902012153182127,0.127790229794317,2.28411314839311,0.125439619186169,1.38210099521098
"ENSMUSG00000012483",0.076597105872024,0.817807214337352,0.438406000546168,0.53564101557243,-0.911672625434051,0.273411228301889,0.78794366754759,0.312034691501225,-1.35007862598022,0.871561376526989,0.349537667001422,0.230864597497463,1.69961629298164
"ENSMUSG00000018999",0.0438881896934008,0.613943900582574,0.555610937867601,0.0368812042154579,0.527428931472406,0.175071998907702,0.447967697803737,0.999999942525106,-0.0281820063951951,0.999886013852812,-0.107643240063864,0.998076805264021,-0.0794612336686693
"ENSMUSG00000063455",0.061812053296506,0.348461070973592,-1.44027161672303,0.99999035629974,-0.0676852550531366,0.164502367775163,-1.98329974451852,0.389688717380702,1.3725863616699,0.890219318914085,-0.543028127795492,0.170464619067829,-1.91561448946539
"ENSMUSG00000029832",0.00674433251346779,0.0672010766547874,-1.38302531258671,0.00561483876607571,-1.96662761084317,0.258253162933194,-2.34013377031901,0.210897977541595,-0.583602298256465,0.627175692973651,-0.957108457732307,0.970647865015414,-0.373506159475842
"ENSMUSG00000056091",0.0105929221383205,0.452951334369499,1.18831941137587,0.276094409830216,1.50515302522143,0.134888566409866,2.77587151000865,0.992613456300908,0.316833613845563,0.514587312083918,1.58755209863278,0.0194043048471229,1.27071848478722
"ENSMUSG00000034832",0.0200892265482644,0.28051688238572,-1.4974721718214,0.95778211048291,-0.206107769657482,0.0497592508401841,-1.50231609384999,0.341339177865164,1.29136440216392,0.999999999999075,-0.00484392202858746,0.0706314524318592,-1.29620832419251
"ENSMUSG00000030057",0.232597135821861,0.992132634265261,-0.131290013420221,0.996459758677971,-0.0858818506679109,0.396230230762799,0.156533645303534,0.999992442761067,0.0454081627523103,0.813137984073804,0.287823658723755,0.737938425067218,0.242415495971445
"ENSMUSG00000030084",0.0190436810999953,0.322401403304332,-1.4755589794241,0.988860299359736,-0.308457367109592,0.0522899091897535,-2.80792626064322,0.492309112983432,1.16710161231451,0.169157249500423,-1.33236728121912,0.0479614945824113,-2.49946889353363
"ENSMUSG00000034430",0.0166612642365131,0.303548769894474,-1.12348191983966,0.624951335755306,-0.274950954078887,0.0396816566144976,-0.904241027366248,0.457559102589119,0.848530965760777,0.988656283334063,0.219240892473417,0.105788666821251,-0.629290073287361
"ENSMUSG00000030089",0.034453390938368,0.932556712608596,-0.520947814764681,0.999999891994732,0.0353161386949937,0.128105750485354,1.24546879692347,0.938396631020584,0.556263953459675,0.368531018580334,1.76641661168816,0.366777988585996,1.21015265822848
"ENSMUSG00000030254",0.00212662775461711,0.316429977604014,-1.7239043821525,0.999939589175599,0.0923210561040769,0.00547322231440928,-1.75127727721175,0.303216788285808,1.81622543825658,0.999999972649688,-0.0273728950592461,0.00594975475378523,-1.84359833331583
"ENSMUSG00000030271",0.0554395914378855,0.723825464551649,-0.527811777323899,0.833022509249514,0.107604358780349,0.135816107375676,-0.548541048634016,0.615098326683537,0.635416136104248,0.999999980487456,-0.0207292713101175,0.0855907273519614,-0.656145407414366
"ENSMUSG00000030019",0.0566565795868027,0.682797904255093,-0.138476395436449,0.999996894310758,-0.0251957917470454,0.0722588063927155,-0.880917163463948,0.975471560383363,0.113280603689403,0.132513494737023,-0.742440768027499,0.0857716736016485,-0.855721371716902
"ENSMUSG00000030340",2.17256001449016e-05,0.000538334406503305,1.37038926815036,0.999957599337369,-0.0699806598282098,4.57247583429687e-06,2.39087514520641,0.197369337166223,-1.44036992797857,0.214804913124569,1.02048587705604,0.105230127738883,2.46085580503462
"ENSMUSG00000067344",0.0145620571903307,0.995004366271202,0.114097175188537,0.16089909996589,-0.894391094438814,0.0678237163423213,0.5894505467311,0.126495152641422,-1.00848826962735,0.4823440763781,0.475353371542563,0.0713209690528421,1.48384164116991
"ENSMUSG00000033961",0.134089428536214,0.168145833920904,0.447180663429909,0.997008499318686,-0.144230082300114,0.292082047314377,0.333900270450759,0.5762122898816,-0.591410745730023,0.957408043161136,-0.11328039297915,0.704905459370301,0.478130352750873
"ENSMUSG00000087593",0.0302903141626006,0.277282968844211,1.05526257091595,0.668759264640425,-0.72122516075027,0.132199620415991,1.41011052504431,0.195157139028963,-1.77648773166622,0.972431628690393,0.354847954128356,0.156242400957736,2.13133568579458
"ENSMUSG00000040511",0.00143065552970069,0.113635608181209,-2.04240522501126,0.992892287453484,0.257351948182119,0.00566538481487133,-2.29241406017206,0.111549484624163,2.29975717319338,0.97516897433952,-0.250008835160792,0.0123908369032395,-2.54976600835417
"ENSMUSG00000057101",0.39088718551711,0.839704309457394,0.37737976042575,0.550891446974749,0.572560548829422,0.525214605411129,0.588386917637346,0.907674917514454,0.195180788403672,0.825764705517344,0.211007157211596,0.999999121467921,0.0158263688079248
"ENSMUSG00000099689",0.0154071314924424,0.0656799392941324,1.40413246125788,0.876398755837033,-0.513522645351533,0.128302483322854,0.965476082238245,0.222103892563476,-1.91765510660941,0.500918866080101,-0.438656379019631,0.315739093760129,1.47899872758978
"ENSMUSG00000056383",0.000169170876247946,0.951332346839759,-0.224314223838199,0.820156572124694,-0.215521314204194,0.000124721598608435,0.922723401348325,0.999999999780658,0.00879290963400525,0.172098237049657,1.14703762518652,0.0358507979419068,1.13824471555252
"ENSMUSG00000004612",0.0861717481539064,0.99966628842746,-0.203003146930718,0.155731445022299,-1.50655512526405,0.426705974078486,-2.05930391000937,0.207548243113969,-1.30355197833333,0.468854624193413,-1.85630076307865,0.952875568797106,-0.552748784745318
"ENSMUSG00000109536",0.0179418219773356,0.389563202430346,-1.46423226715338,0.311466687285672,-0.723196349091782,0.0448906009526862,-1.53082431304583,0.762920587455549,0.741035918061594,0.999996657645303,-0.0665920458924565,0.222570279245714,-0.80762796395405
"ENSMUSG00000074071",9.79951474545324e-06,0.125428780637387,0.92832874587111,0.000157557108591444,0.95496742494434,4.10781409148075e-05,2.29911286494243,0.999999948432316,0.0266386790732299,0.344805221043952,1.37078411907132,0.0145868822694615,1.34414543999809
"ENSMUSG00000108633",0.0432978493749295,0.99999997703581,-0.0783287754057549,0.0953949657027496,-3.04014894074597,0.875799712997059,0.981123938362108,0.0887573971284017,-2.96182016534022,0.975038430049841,1.05945271376786,0.0717113674027753,4.02127287910808
"ENSMUSG00000035686",0.0169561912340468,0.14110790805153,3.6435330748362,0.887103352937673,0.594804703985699,0.111496310333598,5.94449559315761,0.11695422346173,-3.0487283708505,0.756465579367532,2.30096251832141,0.095543302930709,5.34969088917191
"ENSMUSG00000030729",0.00161784090735617,0.00312065619181212,-0.812141902344013,0.178479374925179,-1.5439228913922,0.124214120346895,-1.42341297973331,0.520767087410825,-0.731780989048191,0.496572902956214,-0.611271077389295,0.999791372828936,0.120509911658896
"ENSMUSG00000044881",0.00191180947994226,0.0200607482822974,1.13234893803545,0.999953173482665,-0.0628422470712507,0.00820594561828991,1.34620294218568,0.144087638204362,-1.1951911851067,0.620401284324345,0.213854004150235,0.111213546824624,1.40904518925694
"ENSMUSG00000109656",0.178165394276566,0.28028215646838,2.12930598931672,0.516212695216586,1.24497030598187,0.259116523845988,2.10652483983364,0.73326054007607,-0.884335683334851,0.999999999443466,-0.0227811494830829,0.763131513003763,0.861554533851768
"ENSMUSG00000055723",2.83763277892566e-05,0.105103888573556,-0.834419539384359,0.465311112841182,0.205295076305408,0.000490649661879949,-1.10086339703609,0.0508720659685183,1.03971461568977,0.625136567866612,-0.266443857651728,6.66587560038678e-05,-1.3061584733415
"ENSMUSG00000030664",0.00462304001639572,0.257819440392323,1.5317713336847,0.983917445642672,-0.316046951451832,0.0890516258445232,4.56137433772974,0.130206003643026,-1.84781828513653,0.121871505176346,3.02960300404504,0.057608214349247,4.87742128918157
"ENSMUSG00000054381",0.184089573787259,0.857009925507822,-0.51082686840802,0.516391678934684,0.389691599197268,0.818115496858298,-0.284944866166493,0.566348272940007,0.900518467605288,0.995246778676087,0.225882002241527,0.25556352280559,-0.674636465363762
"ENSMUSG00000044139",0.00539741737013496,0.183610831104502,1.72152895665679,0.39141766283795,-0.787948593668936,0.123196719338693,2.2766476617489,0.0264483583211397,-2.50947755032573,0.953630781590495,0.555118705092111,0.0201479643324733,3.06459625541784
"ENSMUSG00000040331",0.00224291231128982,0.239409091247754,0.340482297043492,0.296414203908114,-0.475413535786977,0.00525432318143937,0.662546323663088,0.0827381121354628,-0.815895832830469,0.565775104888344,0.322064026619596,0.0347165352111892,1.13795985945007
"ENSMUSG00000051007",0.012127369214482,0.999990990666398,0.0624404161116181,0.403041832800942,0.429534394443945,0.00707737998942437,0.81946309333369,0.960991954894411,0.367093978332327,0.645198846767216,0.757022677222072,0.692944231145177,0.389928698889745
"ENSMUSG00000019082",0.0380793515211069,0.983842407106507,-0.287242856922888,0.251862464674532,1.05693864788216,0.140625418594447,1.44850109706245,0.220639466689102,1.34418150480505,0.172235343473563,1.73574395398533,0.825361687028395,0.391562449180284
"ENSMUSG00000053046",0.341448912188683,0.997326174775259,-0.406492074838238,0.393878388205632,-1.96386272322958,0.999999997715612,0.0340314620558224,0.494772473631075,-1.55737064839134,0.987475204674714,0.44052353689406,0.376307389512544,1.9978941852854
"ENSMUSG00000061759",0.07964953639929,0.708161014930727,0.551720434828972,0.560207688083138,0.534464987504064,0.270260751394455,0.902585026190167,0.999999981304807,-0.0172554473249086,0.898318795364912,0.350864591361195,0.125456310043261,0.368120038686104
"ENSMUSG00000078452",0.0243175892930267,0.177892594888428,1.71870155257736,0.192609093017027,1.5499759912487,0.100003140332248,2.75675936897723,0.999423423515516,-0.168725561328658,0.547675106700007,1.03805781639987,0.193903351692848,1.20678337772853
"ENSMUSG00000019866",0.0458958626981241,0.738535926379043,-0.652553576243675,0.969629045439508,0.175451070167256,0.790651187983112,-0.283199709711217,0.555270312752117,0.828004646410931,0.932792558393296,0.369353866532458,0.0686578648410783,-0.458650779878473
"ENSMUSG00000038583",0.0276511357204466,0.641914550782775,-1.42660107816391,0.0695494138167224,-3.7052217710426,0.526169818399015,-1.13940262339786,0.0991927880125191,-2.27862069287869,0.997973801162116,0.287198454766052,0.0968354131569104,2.56581914764474
"ENSMUSG00000057337",0.367435702071913,0.937187375306032,0.709063603195489,0.646080909642535,-1.39644663186922,0.894991104385313,0.679609058607529,0.467451025414056,-2.10551023506471,0.999999999336346,-0.0294545445879603,0.471342478160276,2.07605569047675
"ENSMUSG00000020099",0.00371649699426438,0.0658100709810165,-1.75662929209908,0.946584847620114,-0.386969257081132,0.0313259329927679,-2.99160109251088,0.0901399435887414,1.36966003501795,0.121099721542136,-1.2349718004118,0.0255242086869134,-2.60463183542975
"ENSMUSG00000019944",0.0939099747327547,0.774887736476803,-0.540728538972258,0.764373475258206,0.233501903681297,0.132105707596741,0.855542747689106,0.560686217549232,0.774230442653555,0.263984465541848,1.39627128666136,0.370025230902097,0.622040844007809
"ENSMUSG00000069601",0.0391541161435962,0.120707050009457,-1.38498125799095,0.369112755307096,-1.99764073427017,0.542048426084835,-0.784438821166006,0.909332982226694,-0.612659476279219,0.671275983706959,0.600542436824945,0.605647146237932,1.21320191310416
"ENSMUSG00000009291",0.0212716887818497,0.681111393077831,0.392353954861549,0.062647556052417,0.888306233671366,0.0552855948945692,0.913448991741818,0.567105188324573,0.495952278809818,0.524676530779014,0.521095036880269,0.999724625736222,0.0251427580704518
"ENSMUSG00000003346",0.0053420787639913,0.910041246205481,0.23665548331736,0.231842186689574,0.23006589070636,0.0072182573143531,0.917820591861022,0.999999999900292,-0.00658959261100049,0.449477168969356,0.681165108543662,0.0424684056248109,0.687754701154663
"ENSMUSG00000003348",0.00515146153910091,0.0791864427260529,-1.08272100824166,0.999998584644849,-0.0487345921015431,0.0357980403864133,-2.14791810804656,0.127956279778317,1.03398641614012,0.123466942441036,-1.0651970998049,0.0285633069797393,-2.09918351594501
"ENSMUSG00000035215",0.0174877765125827,0.687117156376524,0.304602452388046,0.297908818229426,-0.952386117890286,0.0963253734675296,0.67888738797083,0.204593821984021,-1.25698857027833,0.404297942652855,0.374284935582784,0.128890789218161,1.63127350586112
"ENSMUSG00000050490",0.160793780401423,0.996589819435766,0.264038293767427,0.640692394755969,1.3125173536985,0.994047918865894,0.303287667039791,0.165559785182705,1.04847905993107,0.999895350229295,0.039249373272364,0.226279900807185,-1.00922968665871
"ENSMUSG00000097383",0.0139588038964106,0.640744368615675,0.686033852202784,0.865390446106067,-0.5713491023406,0.0310292784041878,2.1040164055088,0.464936897789184,-1.25738295454338,0.470414743976713,1.41798255330602,0.19153195548691,2.6753655078494
"ENSMUSG00000020027",0.0298222531252556,0.10788434028286,1.14411755315184,0.476355590270339,-0.918015110210188,0.258243686533584,0.957407103185164,0.152818523890105,-2.06213266336203,0.997845216678685,-0.18671044996668,0.162497749775046,1.87542221339535
"ENSMUSG00000040033",0.0217088328661807,0.0950125171954928,0.92071280675994,0.360530792682584,-0.989807148754705,0.835550546184764,0.290986438457705,0.142203808228828,-1.91051995551464,0.245834868596833,-0.629726368302235,0.25823468872648,1.28079358721241
"ENSMUSG00000090247",0.000308373374957469,0.0108820360820205,0.987398830412225,0.529578812552733,-0.616280938508371,0.00241374512391634,1.83566876632174,0.120712437360091,-1.6036797689206,0.0598666087874199,0.848269935909511,0.0633224441087498,2.45194970483011
"ENSMUSG00000013974",0.132112704064254,0.962929411118403,-0.512606927909123,0.995234930174064,-0.273718126337509,0.171926581232476,-2.49448616856794,0.998544807871235,0.238888801571614,0.205633075922322,-1.98187924065882,0.19231671457073,-2.22076804223043
"ENSMUSG00000038542",0.0777363411982407,0.834994259477531,0.391056229101468,0.713818318152737,0.460048238292787,0.997792287643646,0.123448775301151,0.998857933792737,0.0689920091913196,0.526441271254181,-0.267607453800317,0.0668034092882397,-0.336599462991637
"ENSMUSG00000081094",0.0132134634729369,0.999989954009882,0.0481818298735052,0.26947314991349,-1.20381126279326,0.0492874234673091,0.713462810020027,0.249399565514758,-1.25199309266676,0.400213227014515,0.665280980146522,0.13272166475717,1.91727407281328
"ENSMUSG00000031533",0.034482659013241,0.999999999984787,0.00549992135818655,0.193319921421545,0.51772113979678,0.0768213913263163,0.771904304833912,0.601936421140411,0.512221218438593,0.361893923115795,0.766404383475726,0.266747673809549,0.254183165037133
"ENSMUSG00000031596",0.00465090433085898,0.901313302105567,-0.662690966932018,0.999968934764293,0.0906528879227971,0.305728459864699,1.74730341078501,0.79313708842402,0.753343854854815,0.284922935349163,2.40999437771703,0.00592449086280278,1.65665052286221
"ENSMUSG00000031594",0.000905541003910591,0.0591959282653938,1.77400153010252,0.530779368406652,0.669179364963397,0.0231020992332372,3.54827526762602,0.366463724614386,-1.10482216513913,0.0171185112611704,1.7742737375235,0.103558450493239,2.87909590266262
"ENSMUSG00000031592",0.00704737769695877,0.690415599795462,-0.573139660873067,0.166880933567302,-1.45309166765445,0.0135800542144495,-1.16158920853786,0.428240351922071,-0.879952006781381,0.428897192888684,-0.588449547664789,0.946470393859772,0.291502459116592
"ENSMUSG00000031626",0.187635053884895,0.765786870543949,-0.883419343977141,0.822954143746179,-0.315863919182231,0.244654467611542,-1.26292322341378,0.917764994676982,0.56755542479491,0.982770454157135,-0.379503879436638,0.395029122567542,-0.947059304231548
"ENSMUSG00000084954",0.175927935363831,0.506476646179058,-4.11428164420803,0.999999570459002,0.201336371413356,0.373972620228536,-4.90303094939218,0.499083643794981,4.31561801562139,0.961820187732366,-0.788749305184145,0.370224933352403,-5.10436732080553
"ENSMUSG00000003573",0.0202612476826693,0.139122737716414,-1.02751594862438,0.999788977443842,-0.0635584906008679,0.0966657236285209,-1.85920789647481,0.1788394673273,0.963957458023511,0.380452754860929,-0.831691947850432,0.104610902139744,-1.79564940587394
"ENSMUSG00000109787",0.0948119835696525,0.612567447535132,1.86467782245874,0.415901788002717,-1.73779501047009,0.995045297676622,0.399794782027794,0.214623658569616,-3.60247283292883,0.470584097188068,-1.46488304043095,0.323801258675109,2.13758979249788
"ENSMUSG00000052926",0.599510740271054,0.999052913047779,-0.0589297560949149,0.731542858962513,-0.4415969365867,0.996023632334151,0.0866722477008259,0.821650022484324,-0.382667180491785,0.966276316646508,0.145602003795741,0.644490376051524,0.528269184287526
"ENSMUSG00000036550",0.00496159552271667,0.489943030317856,-0.452439553114297,0.955681704459204,0.0797392572991143,0.015326775104272,-0.713475879752572,0.37814388586856,0.532178810413412,0.805361159668051,-0.261036326638275,0.0120946156841314,-0.793215137051686
"ENSMUSG00000063696",0.06968100909165,0.395740288957384,-0.721921409974874,0.997665532735423,-0.0851479596164135,0.70183884636848,0.269876968467366,0.4504245834673,0.63677345035846,0.225668620798989,0.99179837844224,0.209572943539886,0.355024928083779
"ENSMUSG00000036672",0.00987824243308277,0.189158150309835,-2.00627935924535,0.464243823452599,-0.794218537120667,0.0455111860035337,-2.10536314036587,0.38161908305575,1.21206082212469,0.999946674297086,-0.0990837811205188,0.0966780337781681,-1.3111446032452
"ENSMUSG00000012519",0.0320746492225257,0.253028495622644,-1.63964913185093,0.99980195356499,0.0866766440022327,0.107732113722689,-2.32933447642805,0.248317498035475,1.72632577585317,0.714186445773861,-0.689685344577119,0.106395094213422,-2.41601112043028
"ENSMUSG00000110656",0.22991776907558,0.470086048861879,-0.677809989668584,0.852019903971833,-0.338373778142181,0.614285704445693,-0.984177002966093,0.944477212546042,0.339436211526403,0.99263604329686,-0.306367013297509,0.858893617621201,-0.645803224823912
"ENSMUSG00000014444",0.0147910470267662,0.12376659022149,-2.01490570035443,0.997408359720149,-0.240011815404548,0.0643167250253767,-3.06497251304457,0.142751806052268,1.77489388494988,0.318146582396217,-1.05006681269014,0.0759927910319507,-2.82496069764002
"ENSMUSG00000069862",0.0742785101706936,0.769819159487942,0.71308743018885,0.672125718217948,-0.888457784409822,0.249894595313058,1.35860594099051,0.346681025913049,-1.60154521459867,0.885014597245695,0.645518510801665,0.228931253891066,2.24706372540034
"ENSMUSG00000051671",0.00126869997941103,0.0285205877398825,1.53390415366639,0.999999356395964,-0.0511661324733687,0.0144385150739619,2.8531857852835,0.384045487155411,-1.58507028613976,0.05059378815734,1.31928163161711,0.210339923403628,2.90435191775687
"ENSMUSG00000097148",0.0116995797852401,0.181392594892792,1.85054248164609,0.619727552461586,-0.951983648884591,0.0842970441087465,4.01828380039977,0.178245196445793,-2.80252613053068,0.340307350697184,2.16774131875368,0.122551158314218,4.97026744928436
"ENSMUSG00000015968",0.00365771278039144,0.019686920492787,1.29255097678119,0.145429482769175,-1.21668408301174,0.113034081454682,0.855143387697802,0.0540097680461579,-2.50923505979293,0.826009526017589,-0.43740758908339,0.053223478436041,2.07182747070954
"ENSMUSG00000006527",0.519444444393679,0.77515423640421,0.109663475581418,0.999889322145826,0.033116119851154,0.83592439869751,-0.223971297018885,0.995769429746207,-0.0765473557302637,0.624092237092075,-0.333634772600302,0.845075375145409,-0.257087416870039
"ENSMUSG00000006522",0.00200139193575809,0.0465877704582824,1.42170748184569,0.937088418370165,0.380124561047841,0.0103501291785828,2.91293246404716,0.537907005815679,-1.04158292079785,0.0569571506254161,1.49122498220147,0.205578337219698,2.53280790299932
"ENSMUSG00000021906",0.0426746342318834,0.852999544872692,0.353015407648575,0.195362018675784,0.944430960352824,0.156117044244894,1.07808479162638,0.27680392057308,0.591415552704249,0.18745442838677,0.725069383977807,0.882709655538716,0.133653831273558
"ENSMUSG00000043418",0.034128289787756,0.400828876872746,1.64773784185345,0.148588789881867,-1.80572114108009,0.727478881530991,1.15588447189953,0.0609707087666069,-3.45345898293354,0.999395218926305,-0.491853369953915,0.0795082169191726,2.96160561297962
"ENSMUSG00000037798",0.000525178107204141,0.148378750152261,1.52132825406933,0.291455674133309,1.03254157527754,0.0475326727905845,4.94626859738041,0.612860537513201,-0.488786678791795,0.0274247383266742,3.42494034331108,0.00598720167563815,3.91372702210287
"ENSMUSG00000021967",0.00432421994145518,0.182033262432608,0.545933454942701,0.732760175455041,-0.501431630515876,0.0116763095345723,1.19083900060365,0.274986277093591,-1.04736508545858,0.178330611256392,0.64490554566095,0.137972501807176,1.69227063111953
"ENSMUSG00000036461",0.0248820138526197,0.500754198907301,-0.500309401624283,0.166351919129381,0.219200935767591,0.1834084279204,-1.02053292382922,0.291419694515322,0.719510337391874,0.652926339639413,-0.520223522204938,0.130312036840398,-1.23973385959681
"ENSMUSG00000031922",0.0138172017365019,0.432298234292074,0.458451374227359,0.56050244908919,-0.471807984152543,0.0185813859308807,0.520047278089778,0.206393951881324,-0.930259358379903,0.999942570870747,0.0615959038624185,0.166359134965079,0.991855262242321
"ENSMUSG00000032175",0.173171601648929,0.423863142599163,-0.553096729520971,0.979716555412508,0.0565406623111542,0.450590717642689,-0.46510764595258,0.381523944841856,0.609637391832125,0.999808435260785,0.0879890835683909,0.379172907007033,-0.521648308263734
"ENSMUSG00000032182",0.014334651456339,0.999826223484932,0.0942991134712653,0.0745888978103354,1.39220746456782,0.212419642364759,0.894903490365972,0.0879731005400429,1.29790835109655,0.270055285995211,0.800604376894706,0.374275029656074,-0.497303974201847
"ENSMUSG00000096981",0.0583660563840212,0.242237476993923,-0.458787146069123,0.109958552628866,-1.31484915551472,0.999999872218246,0.0364897675606859,0.25929601186538,-0.856062009445597,0.688399186439726,0.495276913629809,0.117211088690712,1.35133892307541
"ENSMUSG00000049313",0.019452735191379,0.073190690975748,-0.938731400777144,0.373665032567708,-1.69795137421458,0.125661349158049,-2.20423997573612,0.767868130726239,-0.759219973437438,0.271328728199268,-1.26550857495898,0.923636632661005,-0.506288601521538
"ENSMUSG00000032115",0.193358003446744,0.446267338416982,1.32910938608851,0.313740591421355,1.8245562539319,0.468301560354772,1.25230406928922,0.718202563611241,0.495446867843384,0.999967983605616,-0.0768053167992907,0.698697378819356,-0.572252184642675
"ENSMUSG00000110755",0.00089463097575154,0.0415504504118407,3.06119677195449,0.260944226422502,0.957730710315111,0.0276546550573189,5.96507520427806,0.049682995795251,-2.10346606163938,0.0480137014981549,2.90387843232357,0.0294620979089526,5.00734449396295
"ENSMUSG00000002032",0.0174733135965075,0.412047836275388,1.83186249536968,0.966789282003783,-0.40957111359752,0.308200725343376,2.62758823555075,0.0776307837357599,-2.2414336089672,0.743689821813927,0.795725740181062,0.0394725853605439,3.03715934914827
"ENSMUSG00000070305",0.00033530856783596,0.98436345639171,-0.237343184437621,0.0936952605171347,1.52618163053415,0.972821672131235,0.198492839865257,0.0847481723894927,1.76352481497177,0.706400452620459,0.435836024302878,0.00107319051464394,-1.32768879066889
"ENSMUSG00000032079",0.000691027532507569,0.0175214200218976,1.48117248829661,0.915660247209794,-0.309002052233363,0.00119413201529517,2.75772251677951,0.078238857971764,-1.79017454052997,0.552238174872379,1.2765500284829,0.0343446363124015,3.06672456901287
"ENSMUSG00000032067",0.0303956406522326,0.697154940070045,0.601888801841507,0.650317520852732,-0.925307651932029,0.119112918105385,1.41639351523887,0.379664345485831,-1.52719645377354,0.573860180526404,0.814504713397364,0.237433044681676,2.3417011671709
"ENSMUSG00000039016",0.0132144246197689,0.423493039295091,0.627717122360846,0.827692783409938,-0.594304671899045,0.0490599485592351,1.26824161689601,0.440390360723712,-1.22202179425989,0.584643676593105,0.640524494535167,0.256757677705307,1.86254628879506
"ENSMUSG00000074305",0.00484299182987641,0.111156703191117,-2.11307766838682,0.999990699379415,-0.0428166955759535,0.0273472324595355,-3.13297679440769,0.119232403398454,2.07026097281086,0.18624880779972,-1.01989912602088,0.0283573951494923,-3.09016009883174
"ENSMUSG00000039585",0.0201877015133429,0.193864991675984,-0.785828047290263,0.0800374802462214,-1.5883005695273,0.132429467770297,-2.69810549157112,0.306339483151023,-0.802472522237035,0.19112830619502,-1.91227744428085,0.403934208504207,-1.10980492204382
"ENSMUSG00000032249",0.165942876877614,0.626025924095296,0.333332089896659,0.990306823005916,-0.201024676567716,0.349719120263023,0.44445329390812,0.652847168232497,-0.534356766464375,0.922356280988408,0.111121204011461,0.51185128828771,0.645477970475836
"ENSMUSG00000058444",0.0317341286258473,0.990692816626657,0.174859351838683,0.999746097458593,0.0337788229716935,0.0334684002953842,0.794855947886483,0.996846798089869,-0.14108052886699,0.670391463353131,0.6199965960478,0.043607533736848,0.76107712491479
"ENSMUSG00000054693",0.0557538164200458,0.458685194531895,-0.687141433285538,0.999994318153834,-0.0234757507378858,0.116837445083412,-1.50070371375738,0.498913365016245,0.663665682547653,0.389502277088043,-0.813562280471844,0.125501524601332,-1.4772279630195
"ENSMUSG00000032232",0.127626434617312,0.835918509314716,-0.336710874266489,0.762765851062718,0.297984007666409,0.317108067039435,-1.15805631748273,0.471298137740352,0.634694881932898,0.536072438230686,-0.821345443216244,0.23561468600726,-1.45604032514914
