,A1,A2,A3,A4,A5,B1,B2,B3,B4,B5,C1,C2,C3,C4,C5,D1,D2,D3,D4,D5
ENSMUSG00000026388,15.84980781,18.46025352,19.25829984,9.07151951,14.88401632,7.268838869,14.53645332,46.21767021,20.26957867,18.65829911,39.52548557,22.75634576,18.94459445,23.98256654,18.98310804,5.361715275,13.65896774,8.715297152,19.05339179,9.650559347
ENSMUSG00000026389,303.1275743,247.5845766,450.6442163,182.9423101,476.2885223,404.874325,268.9243864,388.2284298,331.363547,271.0941107,290.426394,149.5417007,583.1640378,184.2870902,342.8125981,313.9582166,234.9342451,278.0972091,377.6654445,136.9173107
ENSMUSG00000026390,55.47432732,118.362802,214.4090716,28.72647845,235.4380763,923.1425364,969.0968878,442.3691292,581.6487793,745.2344175,242.3084116,60.14177094,43.65493503,35.34272963,630.909179,585.6184572,5150.796733,253.5359172,1765.841132,13017.39824
ENSMUSG00000003721,20539.36969,18952.16498,3380.473566,9977.159541,5772.292148,2848.657953,3945.435704,3396.338508,5673.719456,1242.423212,1775.209852,4341.585681,1445.554924,3795.556715,1454.999399,954.3853189,614.6535481,3499.587957,1588.236302,1104.989045
ENSMUSG00000104253,0.990612988,2.171794532,14.12275322,15.11919918,14.88401632,9.44949053,20.59330887,6.602524316,19.38829264,4.390188027,13.74799498,16.25453269,0.82367802,15.14688413,13.39984097,2.382984567,7.284782793,10.29989663,2.041434835,8.444239429
ENSMUSG00000026339,187.2258547,141.1666446,134.8080989,211.6687886,131.2499621,236.2372632,274.9812419,153.1785641,313.7378264,296.3376918,97.95446425,100.7781027,155.6751457,107.2904292,112.7819948,318.1284396,392.012374,325.6351936,318.4638343,264.7872221
ENSMUSG00000001674,450.7289095,376.8063513,281.1711777,474.7428544,453.2859516,335.0934719,768.0092836,588.945169,625.7130807,943.8904258,1161.705576,724.9521578,379.715567,619.760009,835.2567537,1055.066417,865.0679566,881.0373121,866.2488483,926.4536973
ENSMUSG00000026341,2245.719644,2263.009902,2156.929582,1963.983974,1321.971268,2326.028438,2901.233808,2229.012209,2243.75423,1022.91381,1460.724467,2067.576558,1354.126664,1865.591229,1601.280996,3161.624774,3855.926592,1476.054418,2976.411989,6426.669365
ENSMUSG00000026342,1338.318147,1273.757493,1133.671917,1655.552311,573.7111745,1110.678579,1372.483467,929.6354237,1180.041993,410.4825805,531.0163062,890.7483912,660.5897717,713.1657944,675.5753155,915.0660736,664.7364298,810.5226352,1036.368418,414.9740519
ENSMUSG00000026343,85.19271696,59.72434963,51.35546625,113.3939939,60.88915767,125.7509124,113.8688843,62.06372857,168.3256316,92.19394856,63.58447679,29.25815884,23.06298455,29.03152791,63.6492446,112.0002746,136.5896774,114.8834625,140.8590036,193.6143469
ENSMUSG00000036155,150.5731742,117.2769047,182.3119052,127.0012731,128.5437773,244.9598699,321.0133441,54.14069939,204.4583588,91.09640156,92.79896613,128.4108082,184.5038764,97.1925065,161.914745,353.8732081,652.8986578,207.5825322,368.8192269,551.8913627
ENSMUSG00000099471,2.971838964,8.687178128,5.135546625,21.16687886,20.29638589,3.634419435,2.422742219,11.88454377,7.050288234,16.4632051,51.55498118,35.75997191,7.413102176,13.88464379,32.38294901,7.1489537,2.276494623,6.338397929,6.124304505,6.031599592
ENSMUSG00000026348,195.1507586,163.9704872,246.506238,117.9297536,412.6931798,354.7193368,701.3838725,360.4978277,419.4921499,222.8020424,575.6972899,266.5743361,70.83630968,284.0040774,371.8455869,81.61722141,61.01005589,158.4599482,544.3826227,41.61803719
ENSMUSG00000102014,12.87796884,17.37435626,12.83886656,10.58343943,20.29638589,20.35274883,125.9825954,14.5255535,26.43858088,39.51169224,58.42897867,16.25453269,4.942068117,18.93360516,44.66613656,31.57454551,23.22024515,26.9381912,17.01195696,6.031599592
ENSMUSG00000026349,247.653247,277.9897001,433.9536898,269.1217455,458.6983212,260.9513154,272.5584997,467.4587216,316.3816845,355.6052302,573.9787905,614.4213356,339.355344,761.1309275,501.3773829,412.25633,382.9063955,441.3109558,323.2271822,327.5158579
ENSMUSG00000036104,642.9078292,507.1140232,412.1276167,459.6236552,443.8143048,481.924017,586.3036171,443.6896341,752.6182689,429.1408796,436.4988407,554.2795646,700.1263166,569.2703952,514.7772239,490.2990746,470.323789,722.5773639,533.4949702,546.462923
ENSMUSG00000036086,25.75593769,20.63204805,33.38105306,16.6311191,31.12112503,96.67555696,48.45484439,18.48706809,49.35201764,21.95094013,54.99197993,34.13451864,60.95217344,25.24480688,41.31617632,36.93626078,38.24510966,32.48428939,48.99443604,30.76115792
ENSMUSG00000058603,25.75593769,36.92050704,33.38105306,51.40527722,48.71132614,18.89898106,25.4387933,36.97413617,31.72629705,60.36508537,120.2949561,35.75997191,38.71286692,56.80081548,85.98231288,24.42559181,22.76494623,38.03038757,26.53865285,36.79275751
ENSMUSG00000056211,302.1369613,236.725604,327.3910973,435.4329365,407.2808102,407.0549767,420.3457751,196.7552246,388.6471389,413.7752215,448.5283363,538.0250319,617.7585146,402.6546698,433.2615247,373.5328308,407.0372385,447.6493537,355.2096613,328.1190178
ENSMUSG00000026353,3028.303904,2594.208568,1753.789172,4082.18378,4052.511716,1576.611151,2342.791726,1624.220982,2471.126026,1753.880117,4255.004447,4496.003741,2044.368844,3578.451376,4236.583053,1320.769196,1390.938214,2323.815141,2014.215704,1563.390614
ENSMUSG00000026355,38.63390653,40.17819884,78.31708603,42.33375771,58.18297289,618.5781878,133.2508221,39.6151459,141.8870507,117.4375297,240.5899122,26.0072523,154.0277896,68.16097858,281.3966603,534.3842891,648.3456685,142.6139534,671.6320607,810.6469852
ENSMUSG00000026356,2148.639571,2238.034265,1879.610065,1455.978881,1691.365491,1799.03762,2794.63315,3194.301264,2754.018841,1403.762622,1599.922916,3005.463094,1144.912447,2287.179504,1228.318755,1676.429643,1503.397049,1440.400929,1831.167047,1155.654482
ENSMUSG00000100078,10.89674287,15.20256172,26.96161978,10.58343943,10.82473914,8.722606643,14.53645332,27.73060213,13.21929044,12.07301707,12.02949561,17.87998596,10.70781425,11.3601631,10.04988073,7.1489537,3.642391396,16.63829456,9.526695897,12.06319918
ENSMUSG00000045382,12.87796884,30.40512345,37.23271303,39.30991788,10.82473914,69.78085314,24.22742219,48.85867994,36.1327272,23.04848714,82.48796989,43.88723825,65.07056354,40.39169101,77.04908557,101.8725902,141.5979655,37.23808783,63.28447988,147.77419
ENSMUSG00000087691,1.981225976,8.687178128,21.82607316,1.511919918,13.53092393,3.634419435,1.21137111,21.12807781,1.762572058,7.682829047,25.77749059,21.13089249,4.118390098,13.88464379,16.74980121,2.978730708,13.65896774,7.13069767,5.443826227,7.237919511
ENSMUSG00000086825,15.84980781,21.71794532,23.10995981,21.16687886,50.06441853,15.99144551,25.4387933,29.05110699,6.169002204,24.14603415,75.6139724,71.51994382,28.82873068,71.94769961,46.89944339,11.91492283,32.32622364,12.67679586,17.69243524,24.72955833
ENSMUSG00000026399,268.4561197,378.9781458,440.3731231,84.66751543,234.084984,203.5274883,227.7377686,633.8423344,203.5770727,120.7301707,116.8579573,281.2034155,407.7206197,248.6613478,122.8318755,359.2349234,494.454632,94.28366919,319.8247908,1085.687927
ENSMUSG00000026405,17954.86041,19419.10081,25838.21896,15876.67106,14820.42098,8553.242697,6987.188561,13893.03167,8620.739938,3242.153858,9625.314987,22304.46975,6060.622868,19772.99499,7981.838604,1691.919042,786.3012427,4715.768059,4685.773425,1589.929652
ENSMUSG00000101904,4.95306494,14.11666446,19.25829984,15.11919918,13.53092393,13.08390996,8.479597768,2.641009726,7.050288234,1.097547007,8.592496864,30.8836121,6.589424156,23.98256654,4.466613656,3.57447685,1.821195698,0.792299741,4.763347948,0
ENSMUSG00000026409,269.4467327,261.7012411,187.4474518,170.8469508,97.42265228,277.6696448,218.0467997,150.5375544,225.6092235,134.9982818,123.7319548,170.6725932,85.66251403,302.9376826,104.9654209,259.1495716,178.9324773,164.0060464,196.6582224,110.9814325
ENSMUSG00000046404,304.1181873,335.5422552,269.6161978,683.3878031,251.6751851,279.8502965,360.9885907,582.3426447,295.2308198,709.0153663,831.7536964,705.4467186,338.531666,665.2006613,801.7571513,574.8950267,299.5866923,417.5419636,288.52279,446.3383698
ENSMUSG00000042510,45.56819745,56.46665783,15.40663987,235.8595073,24.35566307,263.8588509,322.2247152,30.37161185,304.0436801,243.6554355,41.24398495,32.50906537,64.24688552,61.84977686,94.9155402,328.256124,574.5872428,95.86826868,313.020008,218.3439052
ENSMUSG00000099556,33.68084159,45.60768517,8.987206594,12.09535935,14.88401632,21.80651661,37.5525044,1.320504863,41.42044337,4.390188027,10.31099624,26.0072523,7.413102176,26.50704723,5.58326707,7.1489537,9.561277415,3.961498706,6.124304505,3.015799796
ENSMUSG00000026417,14031.04236,9857.775381,5886.620319,10746.72678,8527.188259,1168.102406,2267.686717,15122.42169,3098.601679,2330.092295,13778.92797,8023.237334,5825.874632,9615.746941,10719.87278,2086.898734,1143.2556,6470.711986,828.822543,12162.11742
ENSMUSG00000042474,19.81225976,31.49102071,23.10995981,27.21455853,2.706184786,7.268838869,0,0,0.881286029,18.65829911,127.1689536,1.625453269,29.6524087,31.5560086,4.466613656,6.553207558,5.918886019,5.546098188,16.33147868,15.07899898
ENSMUSG00000016528,1968.348007,1413.83824,942.3728057,3300.521182,1024.290941,2043.270606,1298.58983,994.340162,1643.598444,2491.431705,859.2496864,723.3267046,2491.626009,807.8338202,1322.117642,1744.940449,1276.658184,1584.599482,1861.108091,2345.689081
ENSMUSG00000102856,3.962451952,3.257691798,1.283886656,4.535759755,5.412369571,10.17637442,30.28427774,5.282019453,14.9818625,8.780376054,37.8069862,14.62907942,1.647356039,5.048961376,4.466613656,29.78730708,22.76494623,11.09219638,22.45578318,10.85687927
ENSMUSG00000016526,40.61513251,30.40512345,25.67773312,74.084076,27.06184786,143.9230096,376.7364151,180.9091663,164.8004875,331.459196,37.8069862,27.63270557,26.35769662,17.67136482,33.49960242,439.0649064,404.305445,198.0749353,466.8080989,266.596702
ENSMUSG00000026427,890.5610762,1003.369074,959.0633322,943.4380291,757.73174,1285.857596,1336.142334,1044.519347,1316.641328,1156.814545,462.2763313,661.5594804,520.5645083,682.8720262,684.5085428,900.17242,476.697974,878.6604129,1245.955728,366.1180952
ENSMUSG00000026430,125.8078495,117.2769047,106.5625925,176.8946304,163.7241795,136.6541707,121.137111,122.8069523,109.2794676,73.53564945,113.4209586,68.26903728,90.60458215,97.1925065,103.8487675,234.1282337,234.4789461,87.15297152,170.1195696,306.4052593
ENSMUSG00000042349,644.8890551,623.3050307,309.4166842,1031.129384,462.7575983,510.2724886,554.8079683,306.3571283,460.9125933,276.5818457,235.4344141,264.9488828,114.4912447,277.6928757,334.9960242,599.3206185,229.9259569,776.4537463,344.3220088,217.1375853
ENSMUSG00000026425,144.6294962,120.5345965,188.7313385,160.2635113,223.2602448,323.4633297,331.9156841,141.2940204,385.1219948,280.9720337,254.3379072,196.6798455,164.7356039,169.1402061,217.7474157,530.8098122,628.7678148,450.8185527,546.4240575,490.3690468
ENSMUSG00000055184,6.934290916,13.03076719,10.27109325,3.023839837,14.88401632,28.34847159,6.056855549,26.41009726,22.03215073,8.780376054,51.55498118,11.37817288,14.00252633,15.14688413,29.03298877,36.34051464,22.76494623,34.06888887,60.56256677,25.33271829
ENSMUSG00000004552,12.87796884,18.46025352,20.5421865,22.67879878,18.9432935,369.2570145,16.95919554,9.243534043,6.169002204,7.682829047,27.49598996,3.250906537,5.765746137,5.048961376,10.04988073,14.89365354,14.56956559,13.4690956,17.01195696,29.554838
ENSMUSG00000052688,13.86858183,23.88973985,19.25829984,10.58343943,46.00514135,88.6798342,29.07290663,40.93565076,32.60758308,81.2184785,89.36196738,26.0072523,163.9119259,13.88464379,83.74900606,335.4050777,382.9063955,45.95338499,171.4805261,499.4164462
ENSMUSG00000042251,1478.985191,1018.571635,968.0505388,1185.345216,1454.574322,634.5696333,430.0367439,1778.720051,921.8251865,603.6508537,792.2282108,757.4612232,714.9525209,795.2114168,818.5069525,420.0010299,185.7619612,850.1376222,325.9490953,717.1571915
ENSMUSG00000013275,125.8078495,95.55895941,120.6853457,305.4078235,108.2473914,138.1079385,180.4942953,290.5110699,142.7683367,287.5573158,96.23596487,349.4724528,639.9978212,244.8746268,115.0153017,149.5322816,201.6974236,129.9371575,160.5928737,476.4963678
ENSMUSG00000026433,269.4467327,318.1678989,423.6825966,185.96615,273.3246633,245.6867538,249.5424486,153.1785641,288.1805315,115.2424357,185.5979323,277.9525089,149.9093996,305.4621633,228.9139499,225.7877877,183.0301677,137.860155,204.8239618,177.932188
ENSMUSG00000026434,1127.31758,1044.63317,763.9125605,2227.05804,2010.695296,1624.585487,1912.754982,800.2259471,1833.956227,1467.420348,4373.580904,2348.779973,1550.985711,2263.196937,3483.958652,1559.663399,2138.994347,1628.968268,1320.12786,1149.622882
ENSMUSG00000026435,1053.021606,898.037039,581.6006553,707.5785218,606.185392,560.4274768,376.7364151,195.4347198,777.2942778,171.217333,168.4129385,299.0834014,193.5643346,552.8612707,190.9477338,302.0432938,313.2456601,312.166098,460.0033161,738.2677901
ENSMUSG00000026436,480.4472992,350.7448169,403.1404101,857.2585937,725.2575225,513.906908,794.659448,635.1628392,527.8903315,869.2572293,654.748261,494.1377937,695.1842485,530.1409445,772.7241625,759.5763306,1265.275711,731.2926611,514.4415784,693.6339531
ENSMUSG00000059149,178.3103378,128.1358774,133.5242122,155.7277516,44.65204896,296.5686259,369.4681885,228.4473413,218.5589352,155.851675,25.77749059,47.13814479,137.5542293,102.2414679,26.79968194,328.8518702,456.2095224,156.8753487,223.1968753,218.9470652
ENSMUSG00000026437,1082.739996,753.6127026,507.1352292,834.5797949,1009.406925,687.632157,426.4026306,335.4082353,696.2159631,526.8225632,391.817857,329.9670135,426.6652141,497.3226956,441.0780986,555.235404,313.2456601,451.6108524,577.04558,264.1840621
ENSMUSG00000042115,221.8973093,224.7807341,127.104779,105.8343943,179.9612882,96.67555696,92.06420434,48.85867994,175.3759198,107.5596067,32.65148808,24.38179903,24.71034059,64.37425755,59.18263095,8.340445983,5.463587094,99.82976738,38.10678359,5.428439633
ENSMUSG00000009772,214.9630184,166.1422817,184.8796785,119.4416736,355.8632993,107.5788153,77.52775102,129.4094766,116.3297559,80.12093149,194.1904291,276.3270557,177.9144522,277.6928757,186.4811202,286.5538941,208.0716085,236.1053229,153.1076126,289.5167804
ENSMUSG00000100658,9.906129879,20.63204805,20.5421865,9.07151951,9.471646749,0.726883887,4.845484439,7.923029179,7.050288234,23.04848714,15.46649435,8.127266343,7.413102176,6.311201721,1.116653414,25.02133795,20.03315268,6.338397929,9.526695897,18.09479878
ENSMUSG00000042066,126.7984625,171.571768,92.43983925,99.78671461,90.65719032,95.94867307,54.51169994,241.65239,95.17889115,222.8020424,132.3244517,86.14902324,903.5747874,83.30786271,92.68223337,191.8302576,173.0135913,64.96857877,126.5689598,369.133895
ENSMUSG00000042046,152.5544001,153.1115145,132.2403256,120.9535935,150.1932556,158.4606873,265.290273,133.3709912,188.5952102,177.8026151,180.4424341,125.1599017,245.4560498,138.8464379,213.2808021,183.4898116,260.8862838,201.2441342,181.007222,281.072541
ENSMUSG00000026439,359.5925146,327.9409743,231.0995981,340.1819816,238.1442611,265.3126187,360.9885907,240.3318851,294.3495338,271.0941107,207.9384241,190.1780324,269.3427124,217.1053392,170.8479724,456.3415445,460.3072127,393.7729713,351.1267916,326.3095379
ENSMUSG00000048174,19.81225976,18.46025352,25.67773312,43.84567763,29.76803264,14.53767774,8.479597768,11.88454377,14.10057647,21.95094013,34.36998746,40.63633172,26.35769662,54.2763348,42.43282974,9.531938266,25.9520387,33.27658913,18.37291351,34.98327763
ENSMUSG00000053024,10.89674287,20.63204805,23.10995981,1.511919918,44.65204896,15.99144551,3.634113329,48.85867994,4.406430146,12.07301707,109.9839599,78.0217569,4.942068117,25.24480688,32.38294901,2.978730708,3.642391396,18.22289405,6.804782783,10.25371931
ENSMUSG00000026442,3.962451952,18.46025352,59.05878619,9.07151951,43.29895657,22.53340049,1.21137111,52.82019453,7.931574263,24.14603415,130.6059523,74.77085036,27.18137464,61.84977686,72.58247192,2.978730708,5.463587094,25.35359172,4.08286967,12.06319918
ENSMUSG00000054387,479.4566862,477.794797,579.032882,500.445493,594.0075604,345.9967302,384.0046418,330.1262158,357.8021279,408.2874865,496.6463187,716.8248915,423.370502,922.6976915,452.2446327,629.7036717,553.6434922,518.1640307,311.6590515,354.658056
ENSMUSG00000026447,103.0237507,146.5961309,109.1303658,120.9535935,94.71646749,63.23889816,94.48694656,75.26877721,83.72217277,109.7547007,106.5469611,50.38905133,214.1562851,71.94769961,54.71601729,70.89379086,102.442258,72.09927644,59.88208849,72.37919511
ENSMUSG00000102425,12.87796884,15.20256172,14.12275322,4.535759755,2.706184786,6.541954982,9.690968878,42.25615562,12.33800441,3.29264102,10.31099624,8.127266343,6.589424156,6.311201721,3.349960242,10.72343055,5.918886019,7.922997411,6.804782783,25.33271829
ENSMUSG00000046062,1870.277321,1561.520268,1708.853139,2830.314087,2790.076514,1274.227454,1550.55502,3418.787091,1384.500352,1469.615442,2075.947242,2898.183178,1709.955569,2398.256654,2075.858697,1781.280964,1521.609006,1217.764702,888.0241532,1754.592321
ENSMUSG00000041757,553.7526603,492.9973588,575.181222,427.8733369,734.7291693,492.1003914,800.7163035,287.8700602,552.5663403,757.3074346,491.4908206,625.7995084,560.1010533,810.3583009,649.892287,434.8946834,404.7607439,561.7405165,254.4988761,222.5660249
ENSMUSG00000101693,4.95306494,6.515383596,10.27109325,0,5.412369571,4.361303321,0,10.56403891,7.931574263,7.682829047,1.718499373,1.625453269,3.294712078,8.835682409,2.233306828,5.957461416,15.93546236,13.4690956,8.846217618,7.237919511
ENSMUSG00000103421,100.0519118,135.7371582,156.6341721,52.91719714,94.71646749,93.76802141,110.234771,64.7047383,105.7543235,21.95094013,75.6139724,81.27266343,52.71539325,103.5037082,136.2317165,42.8937222,34.60271826,87.94527127,61.24304505,13.87267906
ENSMUSG00000070644,8966.038154,9410.385707,4817.142734,8840.195763,6447.485252,3483.95447,3972.085869,4518.767642,7027.374797,3035.815021,4421.698886,3098.11393,3395.200796,3938.189874,5094.172875,156.6812353,128.8495956,1766.828423,849.9173696,197.2333067
ENSMUSG00000070643,123.8266235,82.52819221,105.2787058,111.882074,148.8401632,117.7551897,191.3966353,55.46120426,179.78235,251.3382645,96.23596487,69.89449055,126.846415,83.30786271,106.0820743,215.0643571,142.9638623,232.9361239,157.8709606,120.6319918
ENSMUSG00000090553,347.7051588,533.1755576,584.1684286,385.5395792,492.525631,351.0849174,445.7845684,553.2915377,343.7015514,493.896153,616.9412748,822.4793539,387.9523472,677.8230648,718.0081453,405.7031225,399.7524557,423.8803615,378.3459227,378.7844544
ENSMUSG00000102976,84.20210397,86.87178128,118.1175724,114.9059138,128.5437773,109.7594669,90.85283323,120.1659426,83.72217277,69.14546142,44.68098369,139.7889811,84.01515799,152.7310816,106.0820743,144.1705663,188.0384558,88.73757101,103.4326983,130.8857111
ENSMUSG00000094410,221.8973093,238.8973985,313.2683441,145.1443122,127.1906849,331.4590524,271.3471286,353.8953034,304.0436801,209.6314783,127.1689536,100.7781027,149.9093996,164.0912447,85.98231288,518.8948894,680.2165933,352.5733848,353.1682264,457.1952491
ENSMUSG00000051998,7.924903904,10.85897266,7.703319937,15.11919918,2.706184786,4.361303321,6.056855549,3.96151459,0,7.682829047,46.39948306,6.501813075,7.413102176,18.93360516,3.349960242,4.170222992,9.105978491,0,14.97052212,9.650559347
ENSMUSG00000026463,86.18332995,86.87178128,83.45263266,57.4529569,73.06698921,92.31425364,94.48694656,104.3198842,49.35201764,129.5105468,97.95446425,56.8908644,810.4991712,59.32529617,87.0989663,119.7449745,219.9093806,59.42248058,108.8765245,364.3086154
ENSMUSG00000041577,671.6356058,459.3345435,435.2375765,568.4818893,524.9998484,1061.977359,340.3952818,794.9439277,682.9966726,764.9902637,297.3003915,134.9126213,1218.219791,198.171734,489.0941954,791.1508761,740.7713502,397.73447,651.2177124,1673.768887
ENSMUSG00000041559,59.43677928,39.09230158,6.419433281,24.19071869,47.35823375,16.7183294,9.690968878,21.12807781,16.74443455,690.3570672,60.14747805,17.87998596,274.2847805,20.19584551,54.71601729,19.06387653,25.49673977,22.18439275,12.92908729,16.2853189
ENSMUSG00000020423,478.4660732,502.7704342,160.485832,4242.447291,449.2266744,1196.450878,2581.431835,7474.057526,868.9480248,1818.63539,302.4558896,342.9706397,465.378081,281.4795967,806.223765,2847.666557,1124.588344,10155.69808,975.8058511,3723.909588
ENSMUSG00000064246,20.80287275,5.42948633,16.69052653,31.75031829,12.17783153,3.634419435,13.32508221,18.48706809,1.762572058,17.56075211,5.155498118,3.250906537,4.942068117,1.262240344,6.699920485,15.48939968,5.00828817,3.169198965,2.721913113,15.68215894
ENSMUSG00000042429,1095.617965,819.8524358,353.0688305,1400.037844,871.3915009,630.2083299,503.9303816,264.1009726,1051.374233,291.9475038,543.0458018,134.9126213,293.2293749,177.9758885,731.4079862,129.8726589,116.1012258,593.4325061,184.4096134,77.20447478
ENSMUSG00000026458,12.87796884,24.97563712,34.66493972,10.58343943,78.47935878,62.51201427,23.01605108,93.75584529,38.77658528,34.02395721,85.92496864,79.64721017,31.29976474,23.98256654,80.39904581,133.4471357,85.14089889,32.48428939,123.8470467,77.80763474
ENSMUSG00000042305,2593.424802,3057.886701,3825.982236,2127.271325,2017.460758,1583.87999,1624.448658,2210.525141,1657.699021,1070.108332,2197.960698,3307.797402,1304.705983,2958.691367,2014.442759,1316.003227,925.1674147,2169.316691,1290.186816,661.6664753
ENSMUSG00000026456,243.690795,239.9832958,231.0995981,257.0263861,232.7318916,688.3590409,581.4581327,199.3962344,318.1442565,497.188794,113.4209586,97.52719612,1187.743704,78.25890133,214.3974555,365.1923848,314.6115569,350.1964856,336.1562695,233.4229042
ENSMUSG00000026457,2835.134371,3264.207182,2483.036793,2012.365411,2029.638589,2270.058379,1370.060725,3711.939171,1779.316493,1871.317646,1495.094454,1354.002573,2730.492635,1305.156516,1585.647848,1700.855234,1243.876662,1601.237777,1553.531909,2763.678933
ENSMUSG00000026455,245.672021,242.1550903,200.2863184,223.7641479,136.6623317,221.6995855,322.2247152,169.0246225,285.5366735,162.436957,127.1689536,208.0580184,361.5946506,193.1227726,173.0812792,172.7663811,207.1610107,311.3737983,248.3745716,193.0111869
ENSMUSG00000042229,421.0105199,362.6896868,274.7517444,406.706458,232.7318916,348.1773818,376.7364151,75.26877721,365.7337021,196.4609142,146.0724467,164.1707801,284.9925948,137.5841975,196.5310009,418.8095376,435.2657719,265.4204133,404.8845756,208.6933459
ENSMUSG00000042207,341.7614808,250.8422684,277.3195177,492.8858934,598.0668376,330.0052847,903.6828478,862.2896757,441.5243006,1187.545861,403.8473526,448.6251022,364.0656846,339.5426526,333.8793708,1089.619693,1093.172718,937.2905938,498.1100997,270.8188217
ENSMUSG00000026452,0,1.085897266,16.69052653,0,48.71132614,7.995722756,3.634113329,44.89716535,0,24.14603415,146.0724467,61.76722421,6.589424156,45.44065239,30.14964218,1.191492283,0.455298925,22.97669249,0,3.015799796
ENSMUSG00000073557,86.18332995,99.90254847,101.4270458,139.0966325,78.47935878,125.0240285,161.1123576,73.94827234,111.9233257,503.7740761,89.36196738,92.65083631,3353.193217,87.09458374,87.0989663,146.5535508,186.6725591,124.3910594,96.62791552,284.6915007
ENSMUSG00000026429,3.962451952,3.257691798,33.38105306,1.511919918,1.353092393,87.22606643,20.59330887,11.88454377,11.45671838,9.87792306,20.62199247,4.876359806,32.94712078,16.40912447,13.39984097,16.08514582,21.39904945,3.961498706,38.10678359,25.93587825
ENSMUSG00000031506,4.95306494,6.515383596,20.5421865,9.07151951,6.765461964,11.63014219,3.634113329,1.320504863,2.643858088,12.07301707,46.39948306,4.876359806,20.59195049,16.40912447,14.51649438,54.80864503,56.45706664,8.715297152,32.66295736,70.56971523
ENSMUSG00000026426,300.1557353,249.7563712,278.6034044,476.2547743,330.1545438,437.5840999,501.5076394,239.0113802,334.8886911,490.603512,374.6328633,216.1852847,510.6803721,172.9269271,381.8954676,955.5768112,872.8080383,522.1255294,498.1100997,994.0076128
ENSMUSG00000026424,0,6.515383596,16.69052653,3.023839837,50.06441853,7.268838869,0,50.1791848,0,9.87792306,53.27348056,63.39267748,71.6599877,8.835682409,13.39984097,2.978730708,3.187092472,6.338397929,0.680478278,4.222119714
ENSMUSG00000079139,92.12700788,124.8781856,115.5497991,163.2873512,140.7216088,122.8433769,201.0876042,122.8069523,177.1384919,94.38904258,116.8579573,84.52356997,105.4307865,64.37425755,125.0651824,238.8942028,253.601501,126.7679586,240.8893105,216.5344254
ENSMUSG00000097680,5.943677928,9.773075394,8.987206594,15.11919918,4.059277178,3.634419435,3.634113329,3.96151459,7.050288234,3.29264102,3.436998746,14.62907942,10.70781425,23.98256654,6.699920485,8.340445983,11.83777204,9.507596894,6.804782783,10.25371931
ENSMUSG00000003051,8.915516891,16.28845899,5.135546625,117.9297536,18.9432935,117.7551897,209.567202,225.8063316,22.03215073,91.09640156,17.18499373,24.38179903,45.30229107,18.93360516,21.21641487,85.7874444,92.88098061,180.644341,74.85261062,65.14127559
ENSMUSG00000041926,634.9829253,503.8563314,417.2631633,542.7792507,829.4456368,830.8282827,628.7016059,343.3312644,860.1351645,743.0393235,515.5498118,380.3560649,630.1136849,364.7874594,517.0105307,1086.045216,823.6357545,717.8235655,1021.397896,907.7557386
ENSMUSG00000062580,970.8007282,1176.026739,1095.155318,1090.094261,1012.11311,599.6792067,1006.649392,834.5590736,754.380841,1039.377015,644.4372648,837.1084334,1324.474255,788.9002151,857.589822,792.9381145,662.0046363,1153.588423,866.9293266,917.406298
ENSMUSG00000048096,20.80287275,14.11666446,16.69052653,24.19071869,35.18040221,18.17209717,42.39798884,6.602524316,5.287716175,46.09697428,48.11798244,35.75997191,2361.484882,50.48961376,25.68302852,25.02133795,38.70040859,3.961498706,9.526695897,361.2928156
ENSMUSG00000041889,3.962451952,10.85897266,14.12275322,10.58343943,9.471646749,42.15926544,16.95919554,1.320504863,12.33800441,218.4118543,25.77749059,3.250906537,784.9651526,11.3601631,20.09976145,38.12775307,37.33451181,14.26139534,22.45578318,48.8559567
ENSMUSG00000041879,365.5361925,276.9038028,311.9844575,296.336304,334.213821,566.9694318,415.5002906,340.6902547,472.3693117,364.3856062,331.6703789,208.0580184,479.3806074,232.2522233,429.9115644,701.1932087,609.64526,629.8782942,721.9874533,812.4564651
ENSMUSG00000009418,57.4555533,61.89614416,70.61376609,89.20327518,178.6081958,74.86904035,70.25952436,76.58928207,57.2835919,235.9726064,231.9974153,149.5417007,274.2847805,130.0107554,193.1810406,235.9154721,317.3433504,84.7760723,148.3442647,444.5288899
ENSMUSG00000026421,329.874125,457.162749,435.2375765,192.0138296,169.1365491,950.7641241,526.9464327,522.9199258,309.3313962,470.8476659,307.6113877,206.4325651,5553.237208,179.2381289,318.246223,870.9808591,1149.174486,254.3282169,706.3364529,4081.583444
ENSMUSG00000041801,44.57758446,54.2948633,44.93603297,119.4416736,62.24225007,634.5696333,721.9771814,191.4732052,462.6751653,1681.442014,111.7024592,45.51269152,3314.480351,53.01409445,187.5977736,2025.536882,1297.146636,1592.52248,709.7388443,750.9341492
ENSMUSG00000041782,185.2446287,104.2461375,136.0919856,60.47679673,359.9225765,79.95722756,112.6575132,73.94827234,62.57130807,156.949222,87.64346801,47.13814479,326.1764957,98.45474684,106.0820743,60.17036031,76.0349204,137.0678552,77.57452373,81.42659449
