,A1,A2,A3,A4,A5,B1,B2,B3,B4,B5,C1,C2,C3,C4,C5,D1,D2,D3,D4,D5
ENSMUSG00000025902,42.59635848,36.92050704,48.78769294,25.70263861,58.18297289,24.71405215,9.690968878,35.65363131,10.57543235,131.7056408,53.27348056,81.27266343,99.66504036,44.17841204,49.13275022,64.3405833,46.89578923,21.39209301,32.66295736,126.0604315
ENSMUSG00000033845,1459.172931,1982.848408,2104.29023,1232.214733,1657.538181,1004.553532,1253.769099,1786.64308,1586.314853,957.0609898,1075.780607,1963.547549,924.1667379,2186.200276,1422.61645,646.9803098,474.8767783,1175.772816,1003.705461,500.0196062
ENSMUSG00000102275,3.962451952,2.171794532,3.851659969,0,14.88401632,1.453767774,4.845484439,6.602524316,6.169002204,24.14603415,48.11798244,30.8836121,8.236780195,40.39169101,20.09976145,4.170222992,4.097690321,7.13069767,5.443826227,1.206319918
ENSMUSG00000025903,3560.263079,3774.578897,3823.414462,2246.712999,3120.231058,1814.302182,1755.276738,4988.867373,2218.196936,1391.689604,2845.834961,8073.626386,1966.119433,6681.038141,1932.92706,853.1084748,775.3740685,1571.130387,1116.664855,1567.009574
ENSMUSG00000033813,2185.292251,2754.921364,2381.609747,1079.510822,898.4533488,1626.766139,2500.26997,2666.099319,1662.986737,628.8944348,1115.306093,1666.0896,743.7812516,1348.072688,768.2575489,987.7471028,1069.952473,873.9066145,1108.499115,979.5317738
ENSMUSG00000033793,1659.276755,1602.784365,1096.439204,1791.625103,1539.819143,1155.018496,2048.428547,1853.988828,1631.26044,1334.61716,1814.735338,3403.699145,717.423555,2890.530388,1218.268875,1481.620654,1322.188077,1197.957209,1184.032204,1220.192597
ENSMUSG00000025907,713.2413513,506.0281259,567.4779021,1058.343943,673.8400116,545.1629152,698.9611303,616.6757711,699.7411072,894.5008105,1986.585275,1989.554801,862.3908864,1322.827881,1305.367841,421.1925221,579.140232,664.7394828,391.27501,434.8783306
ENSMUSG00000090031,12.87796884,6.515383596,32.09716641,4.535759755,2.706184786,6.541954982,9.690968878,14.5255535,3.525144117,16.4632051,3.436998746,14.62907942,10.70781425,12.62240344,6.699920485,21.4468611,23.22024515,26.14589146,7.485261062,72.98235506
ENSMUSG00000051285,1317.515274,1054.406245,1164.485197,1026.593625,1520.875849,837.3702377,712.2862125,1109.224085,1345.723767,478.5304949,3622.596678,1947.293016,1494.151927,1671.206216,1941.860287,285.958148,384.7275912,580.7557102,428.7013153,481.9248074
ENSMUSG00000103509,10.89674287,17.37435626,15.40663987,3.023839837,8.118554357,7.268838869,8.479597768,2.641009726,7.931574263,6.58528204,6.873997491,1.625453269,0.82367802,6.311201721,0,7.1489537,10.92717419,19.80749353,8.846217618,2.412639837
ENSMUSG00000048538,87.17394294,84.69998675,51.35546625,49.89335731,24.35566307,18.89898106,24.22742219,60.74322371,32.60758308,20.85339313,6.873997491,13.00362615,18.12091643,18.93360516,5.58326707,4.765969133,6.374184944,6.338397929,3.402391392,21.11059857
ENSMUSG00000025909,5.943677928,6.515383596,7.703319937,13.60727927,12.17783153,18.17209717,8.479597768,15.84605836,1.762572058,3.29264102,12.02949561,1.625453269,6.589424156,6.311201721,4.466613656,2.382984567,8.195380642,4.753798447,7.485261062,27.74535812
ENSMUSG00000061024,673.6168318,496.2550506,467.3347429,1020.545945,607.5384844,600.4060906,696.5383881,1857.950343,671.5399543,1377.421493,402.1288532,752.5848634,677.063332,680.3475455,636.492446,817.9594525,535.8868342,887.3757101,673.6734955,1470.503981
ENSMUSG00000025911,1942.592069,1685.312557,2088.88359,2851.480966,1888.91698,723.2494675,734.0908925,1863.232362,1118.351971,710.1129133,1639.448402,2730.761491,1208.335655,2220.280765,1157.96959,166.2131735,45.07459353,781.9998445,226.5992667,491.5753668
ENSMUSG00000079671,1.981225976,9.773075394,12.83886656,15.11919918,0,11.63014219,16.95919554,10.56403891,23.79472279,6.58528204,6.873997491,11.37817288,9.884136234,22.72032619,26.79968194,29.78730708,15.48016343,17.4305943,48.31395776,23.52323841
ENSMUSG00000025912,3.962451952,4.343589064,12.83886656,19.65495894,2.706184786,118.4820736,125.9825954,35.65363131,37.01401323,102.0718716,20.62199247,13.00362615,8.236780195,23.98256654,66.99920485,297.2773247,195.7785376,113.298863,106.1546114,72.37919511
ENSMUSG00000045210,650.8327331,472.3653107,478.8897228,698.5070023,531.7653104,575.6920384,661.4086259,705.149597,718.2481138,582.7974606,730.3622334,1163.82454,538.6854248,899.9773653,613.0427243,798.2998298,906.9554577,602.1478033,547.785014,621.8579179
ENSMUSG00000097893,21.79348573,49.95127424,57.77489953,19.65495894,14.88401632,7.995722756,14.53645332,22.44858268,23.79472279,8.780376054,10.31099624,35.75997191,14.00252633,47.96513308,16.74980121,14.89365354,15.93546236,19.80749353,19.05339179,12.66635914
ENSMUSG00000025915,217.9348573,194.3756106,329.9588707,234.3475873,106.894299,273.3083415,284.6722108,120.1659426,200.0519286,119.6326237,201.0644266,315.3379341,163.9119259,222.1543006,174.1979326,247.2346488,344.6612859,190.9442376,345.0024871,320.2779383
ENSMUSG00000098234,194.1601456,218.2653505,290.1583843,263.0740658,288.2086797,146.1036613,347.6635085,261.4599629,194.7642125,320.483726,326.5148808,786.719382,150.7330776,483.4380518,410.9284564,307.4050091,288.2042192,214.7132298,292.6056597,177.932188
ENSMUSG00000099032,52.50248836,56.46665783,51.35546625,51.40527722,2.706184786,192.62423,71.47089547,81.87130152,31.72629705,20.85339313,56.7104793,11.37817288,15.64988237,16.40912447,75.93243216,50.0426759,86.50679566,39.61498706,37.42630531,28.95167804
ENSMUSG00000025916,6.934290916,10.85897266,3.851659969,6.047679673,2.706184786,25.44093604,3.634113329,14.5255535,3.525144117,0,12.02949561,4.876359806,0.82367802,7.573442065,23.4497217,5.957461416,4.552989245,17.4305943,8.846217618,0
ENSMUSG00000025917,1731.591503,1937.240723,1889.881158,1406.085524,1169.071827,1324.382442,1754.065367,2378.229259,1676.206028,1244.618306,824.8796989,1550.682418,1179.506924,1350.597168,923.4723734,1392.258733,982.9903781,1292.240878,1344.625078,798.583786
ENSMUSG00000056763,145.6201092,109.6756239,173.3246986,131.5370329,284.1494025,156.2800357,151.4213887,155.8195739,150.699911,242.5578885,446.8098369,417.74149,140.0252633,416.5393136,353.9791323,191.8302576,229.015359,319.2967957,183.7291351,72.98235506
ENSMUSG00000067851,1369.027149,1082.639574,1104.142524,1250.357772,967.4610608,1317.840487,1630.505514,900.5843167,1676.206028,874.7449643,1240.756547,2054.572932,1245.401166,1457.887597,1023.971181,1081.874993,1530.259685,1266.094986,1484.123125,633.3179572
ENSMUSG00000048960,108.9674287,123.7922883,128.3886656,66.52447641,105.5412066,196.9855334,105.3892865,159.7810885,108.3981816,199.7535552,103.1099624,162.5453269,142.4962974,132.5352361,63.6492446,240.6814412,315.9774536,104.5835658,131.3323077,817.8849047
ENSMUSG00000016918,23.77471171,31.49102071,6.419433281,21.16687886,10.82473914,7.995722756,20.59330887,15.84605836,12.33800441,228.2897774,29.21448934,30.8836121,389.5997032,11.3601631,17.86645463,47.06394519,56.45706664,9.507596894,17.01195696,24.12639837
ENSMUSG00000005886,442.8040056,299.7076454,400.5726367,489.8620536,365.334946,590.9566001,748.6273458,342.0107596,668.8960962,457.6771018,376.3513626,612.7958823,501.6199139,453.1442835,311.5463025,621.9589719,1169.662937,652.0626869,689.3244959,360.6896556
ENSMUSG00000103085,0,0,0,3.023839837,5.412369571,5.815071095,10.90233999,1.320504863,4.406430146,36.21905122,39.52548557,13.00362615,3.294712078,2.524480688,26.79968194,16.68089197,17.30135913,14.26139534,6.124304505,1.809479878
ENSMUSG00000102664,0,0,0,3.023839837,6.765461964,0.726883887,8.479597768,5.282019453,4.406430146,13.17056408,32.65148808,6.501813075,1.647356039,5.048961376,14.51649438,7.744699841,15.02486451,15.84599482,4.763347948,0.603159959
ENSMUSG00000025935,3384.92458,3304.38538,2376.474201,3072.221274,2267.78285,3303.687266,2428.799075,2423.126424,2740.799551,1010.840793,1948.778289,2543.834365,1263.522082,2390.683212,1931.810406,1793.791632,2046.568666,1403.955141,2619.160893,1466.281861
ENSMUSG00000025937,4726.214565,4873.50693,4381.905158,2943.708081,5810.178735,2086.883639,2976.338817,7365.776127,4014.257863,1841.683877,5382.340035,7678.641241,2621.767136,7214.965807,3555.42447,1007.406726,991.1857587,2339.661136,1866.551917,525.9554844
ENSMUSG00000102982,8.915516891,21.71794532,10.27109325,3.023839837,6.765461964,7.995722756,9.690968878,10.56403891,5.287716175,14.26811109,5.155498118,11.37817288,4.118390098,16.40912447,1.116653414,3.57447685,7.284782793,15.84599482,8.16573934,6.031599592
ENSMUSG00000067813,217.9348573,209.5781723,287.590611,90.7151951,223.2602448,231.149076,478.4915883,182.2296711,534.0593337,272.1916577,436.4988407,261.6979763,83.19147997,294.1020002,196.5310009,110.8087823,142.5085634,538.763824,415.7722281,47.64963678
ENSMUSG00000025930,0,7.601280862,1.283886656,1.511919918,1.353092393,24.71405215,3.634113329,0,1.762572058,13.17056408,8.592496864,8.127266343,14.82620435,10.09792275,4.466613656,15.48939968,6.374184944,0.792299741,5.443826227,15.68215894
ENSMUSG00000025925,148.5919482,148.7679254,116.8336857,193.5257496,125.8375925,154.8262679,248.3310775,133.3709912,146.2934808,69.14546142,231.9974153,201.5562053,144.1436534,160.3045237,146.2815972,165.0216812,151.6145419,196.4903358,134.7346991,149.5836699
ENSMUSG00000043716,5318.601132,6667.409213,6698.036686,6406.004694,6942.717067,4996.599839,7879.969069,9600.070356,6080.873601,9778.046283,6605.911589,6804.147383,5426.390793,6982.713584,7215.814362,6056.355276,5757.7102,6942.130332,5228.795091,6269.244616
ENSMUSG00000025921,642.9078292,622.2191334,468.6186295,452.0640556,437.0488429,289.299787,379.1591573,611.3937517,541.990908,255.7284526,419.313847,512.0177796,258.6348981,498.5849359,303.7297286,445.0223678,509.4794966,441.3109558,318.4638343,378.1812944
ENSMUSG00000025920,74.2959741,60.8102469,120.6853457,51.40527722,85.24482074,106.8519314,182.9170376,55.46120426,138.3619066,120.7301707,82.48796989,60.14177094,531.2723226,66.89873824,94.9155402,53.02140661,98.79986662,107.7527648,83.69882823,66.34759551
ENSMUSG00000025939,573.56492,614.6178525,498.1480226,616.8633267,464.1106907,331.4590524,459.1096506,377.6643909,436.2365845,239.2652475,498.3648181,635.5522281,395.3654494,573.0571162,326.0627969,310.3837398,369.2474278,385.8499739,331.3929215,296.15154
ENSMUSG00000079658,932.1668217,1332.395945,1317.267709,1173.249857,1202.899137,748.6904035,821.3096124,1562.157253,834.5778697,932.9149557,1405.732487,2113.089249,893.6906512,1858.017787,1150.153017,762.5550613,663.825832,671.0778807,717.2241054,1074.227887
ENSMUSG00000025940,1237.275622,1490.936946,1503.431274,1034.153224,1041.881142,856.2692188,915.7965589,1222.787503,951.7889115,452.1893668,713.1772397,1591.31875,827.7964096,1308.943237,656.5922075,361.617908,381.0851998,618.7860978,628.7619292,724.395111
ENSMUSG00000025779,75.28658708,69.49742502,55.20712622,60.47679673,94.71646749,45.06680099,139.3076776,101.6788745,69.62159631,173.4124271,108.2654605,24.38179903,29.6524087,44.17841204,96.03219361,116.1704976,100.1657634,74.47617567,95.94743724,77.80763474
ENSMUSG00000042686,22.78409872,19.54615079,30.81327975,19.65495894,10.82473914,12.35702608,26.65016441,22.44858268,16.74443455,268.8990166,15.46649435,13.00362615,2112.73412,25.24480688,22.33306828,11.91492283,15.48016343,25.35359172,5.443826227,18.09479878
ENSMUSG00000067780,1.981225976,1.085897266,0,0,2.706184786,17.44521329,7.268226658,1.320504863,0.881286029,0,6.873997491,3.250906537,14.00252633,2.524480688,11.16653414,53.02140661,68.29483868,3.169198965,24.49721802,191.804867
ENSMUSG00000043760,114.9111066,91.21537034,42.36825966,63.50063657,69.00771203,82.86476311,73.89363769,38.29464103,96.94146321,40.60923925,42.96248432,65.01813075,27.18137464,60.58753652,52.48271046,135.2343742,134.7684817,96.66056842,134.0542208,60.91915588
ENSMUSG00000041859,55.47432732,51.0371715,84.73651931,80.13175567,43.29895657,313.2869553,121.137111,72.62776748,111.9233257,103.1694186,240.5899122,50.38905133,149.9093996,85.8323434,279.1633535,304.4262784,509.0241976,109.3373643,531.4535354,870.9629811
ENSMUSG00000025931,10.89674287,16.28845899,32.09716641,9.07151951,33.82730982,17.44521329,10.90233999,43.57666049,3.525144117,18.65829911,60.14747805,39.01087845,155.6751457,22.72032619,29.03298877,93.53214424,39.61100643,10.29989663,29.94104425,54.28439633
ENSMUSG00000041779,285.2965405,173.7435626,191.2991118,222.252228,185.3736578,229.6953083,219.2581709,44.89716535,335.7699771,47.19452129,115.139458,107.2799157,189.4459445,155.2555623,213.2808021,132.8513896,273.1793547,118.0526614,219.1140056,191.804867
ENSMUSG00000025933,55.47432732,45.60768517,60.34267284,36.28607804,86.59791314,29.80223936,23.01605108,105.6403891,44.06430146,39.51169224,54.99197993,68.26903728,62.59952948,64.37425755,31.26629559,47.06394519,25.49673977,44.3687855,34.02391392,33.77695772
ENSMUSG00000025934,41468.05029,47983.62839,24379.72372,18832.4745,36713.45589,10721.53733,12251.8074,70150.50036,22002.18701,15667.48352,10898.72302,21309.69235,8643.677137,26166.24233,11820.89304,3725.79637,1883.571651,24427.39332,6303.270292,6549.110837
ENSMUSG00000099343,21.79348573,8.687178128,28.24550644,3.023839837,54.12369571,7.268838869,4.845484439,60.74322371,33.48886911,32.9264102,1.718499373,6.501813075,7.413102176,20.19584551,4.466613656,8.340445983,7.284782793,26.9381912,7.485261062,6.634759551
ENSMUSG00000025936,75.28658708,181.3448434,246.506238,24.19071869,165.0772719,2.180651661,24.22742219,305.0366234,7.050288234,14.26811109,149.5094454,222.6870978,38.71286692,315.560086,125.0651824,5.361715275,4.552989245,27.73049094,4.08286967,28.34851808
ENSMUSG00000028033,2.971838964,2.171794532,6.419433281,0,2.706184786,5.088187208,1.21137111,0,5.287716175,20.85339313,1.718499373,1.625453269,154.0277896,2.524480688,11.16653414,3.57447685,5.00828817,9.507596894,3.402391392,4.222119714
ENSMUSG00000041670,0,5.42948633,10.27109325,0,17.59020111,1.453767774,10.90233999,18.48706809,0,7.682829047,30.93298871,26.0072523,86.48619205,10.09792275,10.04988073,0,2.276494623,8.715297152,0,3.015799796
ENSMUSG00000026158,137.6952053,129.2217747,192.5829984,365.8846202,300.3865112,211.5232111,180.4942953,169.0246225,160.3940573,230.4848714,766.4507203,390.1087845,399.4838395,330.7069702,582.8930822,179.3195886,257.2438924,179.0597415,136.0956557,447.5446897
ENSMUSG00000026156,1.981225976,13.03076719,10.27109325,18.14303902,18.9432935,3.634419435,6.056855549,2.641009726,7.050288234,12.07301707,1.718499373,17.87998596,2.471034059,16.40912447,10.04988073,8.340445983,16.39076128,6.338397929,3.402391392,6.031599592
ENSMUSG00000026155,297.1838964,226.9525286,146.3630788,346.2296613,382.9251472,224.6071211,249.5424486,126.7684669,245.8788021,195.3633672,869.5606826,261.6979763,219.9220312,238.563425,530.4103717,147.149297,246.3167182,267.7973125,242.2502671,206.2807061
ENSMUSG00000026154,287.2777665,452.8191599,495.5802493,247.9548666,422.1648265,234.7834955,205.9330887,508.3943724,284.6553874,229.3873244,433.0618419,593.2904431,348.4158023,504.8961376,187.5977736,182.2983193,144.785058,256.7051161,200.7410921,92.88663372
ENSMUSG00000026153,390.3015172,421.3281392,423.6825966,403.6826182,392.3967939,503.0036497,719.5544392,488.5867994,524.3651874,364.3856062,366.0403664,482.7596208,315.4686815,518.7807814,278.0467001,488.5118361,549.5458019,479.3413434,659.3834517,357.6738558
ENSMUSG00000100131,72.31474812,58.63845236,46.21991962,99.78671461,236.7911687,38.52484601,41.18661773,38.29464103,37.01401323,80.12093149,237.1529134,128.4108082,120.2569908,122.4373134,208.8141884,6.553207558,33.69212042,31.69198965,12.24860901,30.15799796
ENSMUSG00000067736,32.6902286,20.63204805,24.39384647,27.21455853,52.77060332,3.634419435,3.634113329,6.602524316,3.525144117,9.87792306,37.8069862,60.14177094,28.82873068,30.29376826,37.96621608,3.57447685,7.284782793,13.4690956,5.443826227,6.031599592
ENSMUSG00000101939,26.74655067,35.83460978,30.81327975,22.67879878,66.30152725,9.44949053,3.634113329,15.84605836,2.643858088,24.14603415,146.0724467,73.14539709,18.12091643,69.42321893,66.99920485,1.787238425,3.642391396,5.546098188,4.08286967,3.618959755
ENSMUSG00000101111,136.7045923,150.93972,107.8464791,243.4191069,357.2163917,42.88614933,59.35718438,62.06372857,49.35201764,138.2909228,618.6597742,445.3741956,140.8489413,328.1824895,365.1456664,16.68089197,39.15570751,68.93007748,32.66295736,65.74443555
ENSMUSG00000100862,182.2727898,197.6333024,138.6597589,315.9912629,464.1106907,79.23034367,73.89363769,136.0120009,75.79059851,197.5584612,761.2952221,416.1160368,233.9245575,309.2488843,546.0435195,23.23409952,52.35937632,83.98377256,50.3553926,139.9331105
ENSMUSG00000102070,117.8829456,106.4179321,95.00761256,207.1330288,381.5720548,45.06680099,41.18661773,91.11483556,50.23330366,156.949222,481.1798244,240.5670838,135.9068732,195.6472533,285.863274,13.70216126,45.98519138,58.63018084,23.81673974,85.04555425
ENSMUSG00000101249,88.16455593,85.78588401,64.19433281,140.6085524,258.440647,35.61731046,48.45484439,80.55079666,42.3017294,152.5590339,457.1208332,300.7088547,121.0806689,248.6613478,271.3467796,18.46813039,26.40733762,54.66868214,19.05339179,87.45819409
ENSMUSG00000073725,1495.825612,1298.73313,1213.27289,1165.690257,972.8734304,739.9677969,1055.104237,1918.693566,1346.605053,684.8693322,1928.156296,1669.340507,877.2170908,1322.827881,1157.96959,1027.662094,787.6671395,1097.335141,841.7516303,1025.371931
ENSMUSG00000101514,86.18332995,79.27050042,184.8796785,19.65495894,182.667473,18.89898106,13.32508221,26.41009726,59.04616396,7.682829047,1142.802083,455.1269152,101.3123964,459.4554853,272.463433,1.787238425,2.276494623,61.79937981,17.01195696,0
ENSMUSG00000086240,6.934290916,8.687178128,15.40663987,18.14303902,16.23710871,8.722606643,13.32508221,19.80757295,8.812860292,16.4632051,24.05899122,29.25815884,14.00252633,37.86721032,26.79968194,5.957461416,10.92717419,6.338397929,5.443826227,9.650559347
ENSMUSG00000048874,773.6687436,529.9178658,472.4702895,1090.094261,841.6234683,825.0132116,1205.314254,929.6354237,1071.643812,1265.471699,948.6116538,707.0721719,966.9979949,655.1027386,749.2744409,1822.983193,1749.258468,1739.890232,905.7165884,902.9304589
ENSMUSG00000104315,0,0,1.283886656,0,0,6.541954982,3.634113329,2.641009726,0,12.07301707,1.718499373,0,0,5.048961376,0,7.744699841,11.38247311,15.84599482,8.16573934,1.809479878
ENSMUSG00000117310,377.4235484,364.8614814,95.00761256,303.8959036,40.59277178,244.9598699,467.5892484,890.0202778,318.1442565,133.9007348,10.31099624,43.88723825,46.12596909,23.98256654,23.4497217,266.2985253,302.3184859,272.5511109,149.7052212,179.1385079
ENSMUSG00000026064,67.36168318,99.90254847,65.47821947,143.6323922,44.65204896,61.78513039,82.37323546,328.8057109,78.4344566,51.58470931,3.436998746,97.52719612,15.64988237,107.2904292,15.6331478,104.2555748,64.19714836,114.0911627,41.50917498,235.8355441
ENSMUSG00000086727,6.934290916,4.343589064,24.39384647,3.023839837,12.17783153,2.180651661,10.90233999,79.23029179,7.050288234,16.4632051,6.873997491,14.62907942,12.35517029,11.3601631,1.116653414,10.12768441,12.29307096,12.67679586,0.680478278,1.809479878
ENSMUSG00000099796,0,0,0,0,0,0.726883887,4.845484439,10.56403891,0,35.12150421,0,0,0.82367802,0,1.116653414,72.08528314,27.31793547,11.88449612,2.041434835,10.85687927
ENSMUSG00000026134,50.52126238,39.09230158,62.91044616,31.75031829,32.47421743,156.2800357,105.3892865,77.90978693,98.70403527,39.51169224,44.68098369,40.63633172,50.24435919,51.75185411,40.19952291,58.97886802,91.51508383,31.69198965,100.0303069,118.219352
ENSMUSG00000004768,178.3103378,140.0807473,138.6597589,111.882074,117.7190382,130.8390996,146.5759043,71.30726262,133.9554764,125.1203588,106.5469611,45.51269152,134.2595172,70.68545927,93.79888678,117.957736,138.866172,102.9989663,122.4860901,92.88663372
ENSMUSG00000042215,75.28658708,114.0192129,51.35546625,65.01255649,21.64947828,222.4264694,141.7304198,85.83281611,193.8829264,55.97489734,15.46649435,21.13089249,253.69283,47.96513308,22.33306828,131.6598973,123.3860085,84.7760723,381.0678359,74.79183494
ENSMUSG00000042197,256.5687639,229.1243231,184.8796785,207.1330288,155.6056252,199.166185,377.9477862,279.947031,236.1846558,379.7512643,194.1904291,224.3125511,224.0404213,212.0563778,185.3644667,453.9585599,527.2361546,278.0972091,253.8183978,392.0539735
ENSMUSG00000042182,0,8.687178128,10.27109325,3.023839837,8.118554357,13.81079385,4.845484439,19.80757295,2.643858088,10.97547007,85.92496864,22.75634576,4.118390098,17.67136482,18.98310804,4.765969133,10.01657634,14.26139534,9.526695897,12.06319918
ENSMUSG00000026131,1488.891321,974.0498476,804.9969335,2169.605083,1142.00998,1578.791802,2173.199771,994.340162,1725.558045,5754.438956,1718.499373,1025.661013,4075.558841,964.3516229,1679.446735,2779.155751,3049.592197,2761.956898,1949.570267,1796.813518
ENSMUSG00000096992,0,0,0,0,0,5.088187208,2.422742219,0,0.881286029,13.17056408,0,0,5.765746137,0,0,14.89365354,27.31793547,3.169198965,8.16573934,24.72955833
ENSMUSG00000102336,0,1.085897266,5.135546625,0,0,7.268838869,4.845484439,3.96151459,0.881286029,5.487735033,1.718499373,1.625453269,4.942068117,6.311201721,0,26.21283023,23.22024515,11.09219638,8.16573934,10.85687927
ENSMUSG00000042111,383.3672263,514.7153041,367.1915837,328.0866223,316.6236199,220.2458177,336.7611685,616.6757711,274.0799551,297.4352388,170.1314379,443.7487423,302.2898332,301.6754422,279.1633535,303.2347861,265.8945719,328.8043926,264.025572,569.9861615
ENSMUSG00000026127,811.3120371,878.4908882,721.5443008,690.9474027,489.8194462,814.8368372,708.6520992,971.8915794,662.727094,852.7940242,470.8688281,521.7704992,343.4737341,492.2737342,777.1907762,821.5339293,586.4250148,869.152816,728.1117578,1186.41564
ENSMUSG00000026126,17.83103378,28.23332892,64.19433281,10.58343943,28.41494025,43.61303321,37.5525044,36.97413617,13.21929044,46.09697428,89.36196738,66.64358402,32.94712078,63.11201721,108.3153812,57.78737574,91.05978491,25.35359172,76.89404545,95.90243351
ENSMUSG00000037509,0.990612988,8.687178128,7.703319937,0,17.59020111,10.9032583,1.21137111,3.96151459,2.643858088,15.36565809,18.9034931,8.127266343,51.06803721,7.573442065,15.6331478,59.57461416,16.84606021,8.715297152,10.20717417,10.85687927
ENSMUSG00000037503,1051.04038,741.6678327,735.667054,1025.081705,676.5461964,815.5637211,835.8460657,631.2013246,757.0246991,779.2583748,644.4372648,388.4833312,900.2800753,407.7036311,678.9252758,1241.534959,1450.127075,1193.99571,1060.865636,1675.578367
ENSMUSG00000026123,339.7802549,310.5666181,319.6877774,272.1455853,154.2525328,594.5910195,413.0775484,581.0221398,482.063458,320.483726,156.3834429,100.7781027,656.4713816,90.88130478,235.6138704,542.724735,565.9365632,361.288682,566.1579276,815.4722649
ENSMUSG00000045216,2930.233218,2207.629142,1520.121801,2650.395617,2470.746709,2271.512147,1632.928256,3498.017383,3109.177111,2707.648466,1032.818123,1251.599017,2071.550219,1456.625357,1897.194151,644.0015791,758.0727094,2077.409921,1501.135082,1241.906356
ENSMUSG00000102202,5.943677928,3.257691798,11.55497991,1.511919918,8.118554357,2.180651661,9.690968878,10.56403891,1.762572058,3.29264102,15.46649435,4.876359806,7.413102176,6.311201721,11.16653414,23.23409952,17.75665806,3.169198965,24.49721802,16.88847886
ENSMUSG00000037470,1524.553388,1079.381882,672.7566079,1738.707906,1136.59761,1445.045167,1131.420616,1159.40327,1610.109575,880.2326994,862.6866851,1314.991694,1057.602577,1329.139082,1067.520664,1260.00309,1120.035354,1057.720154,1268.411511,1148.416562
ENSMUSG00000047180,92.12700788,87.95767854,183.5957918,80.13175567,125.8375925,180.267204,178.0715531,242.9728948,89.00988895,113.0473417,254.3379072,169.0471399,89.78090413,92.14354512,195.4143475,420.596776,321.4410407,205.9979327,308.2566601,346.2138166
ENSMUSG00000037447,41.60574549,35.83460978,61.6265595,323.5508625,46.00514135,113.3938864,266.5016441,322.2031866,130.4303323,613.5287767,60.14747805,183.6762194,304.7608672,126.2240344,161.914745,309.7879937,246.7720171,781.2075448,163.3147868,537.4155237
ENSMUSG00000010453,554.7432732,440.87429,518.6902091,639.5421255,591.3013756,486.2853203,741.3591191,517.6379064,657.4393778,994.3775881,594.600783,438.8723825,879.6881248,478.3890904,624.2092585,856.0872055,714.8193115,887.3757101,593.3770587,585.0651604
ENSMUSG00000037432,20.80287275,17.37435626,33.38105306,24.19071869,21.64947828,9.44949053,10.90233999,30.37161185,34.37015514,31.82886319,13.74799498,14.62907942,79.07308987,29.03152791,25.68302852,20.85111496,22.76494623,43.57648576,24.49721802,19.90427865
ENSMUSG00000001143,281.3340886,257.357652,218.2607316,182.9423101,254.3813698,270.4008059,184.1284087,278.6265261,324.3132587,186.5829911,231.9974153,121.9089952,395.3654494,157.780043,218.8640692,275.8304636,180.2983741,281.2664081,332.0733998,216.5344254
ENSMUSG00000037408,73.30536111,56.46665783,51.35546625,71.06023616,86.59791314,83.59164699,161.1123576,273.3445067,96.94146321,185.4854441,25.77749059,29.25815884,126.022737,17.67136482,56.94932412,126.298182,126.573101,100.6220671,93.90600241,130.8857111
ENSMUSG00000001138,190.1976937,138.99485,150.2147388,148.168152,158.31181,137.3810546,94.48694656,47.53817508,149.818625,143.7786579,161.538941,68.26903728,204.2721488,108.5526696,120.5985687,96.51087495,124.7519053,136.2755555,128.6103946,92.28347376
ENSMUSG00000067653,10.89674287,7.601280862,16.69052653,16.6311191,12.17783153,6.541954982,14.53645332,5.282019453,7.050288234,595.9680246,8.592496864,9.752719612,1228.103927,15.14688413,14.51649438,8.936192125,10.92717419,8.715297152,6.124304505,2.412639837
ENSMUSG00000079610,64.38984422,114.0192129,112.9820257,45.35759755,64.94843485,55.24317541,59.35718438,72.62776748,68.74031028,92.19394856,60.14747805,58.51631767,89.78090413,56.80081548,71.4658185,61.95759873,45.98519138,92.69906971,47.63347948,48.8559567
ENSMUSG00000026121,96.08945983,93.38716487,79.60097269,235.8595073,89.30409792,155.5531518,75.1050088,109.6019036,89.89117498,131.7056408,67.02147554,50.38905133,140.0252633,47.96513308,64.76589802,309.7879937,257.2438924,57.04558136,235.4454843,925.2473774
ENSMUSG00000087589,10.89674287,6.515383596,11.55497991,13.60727927,2.706184786,10.17637442,4.845484439,3.96151459,15.86314853,13.17056408,6.873997491,8.127266343,15.64988237,3.786721032,8.933227313,11.31917669,12.74836989,1.584599482,6.124304505,29.554838
ENSMUSG00000061518,4073.400606,5154.754322,4071.204587,5373.36339,8279.572351,1932.784255,1870.356993,4650.818128,2057.802878,4763.354009,7690.284693,8432.851558,4932.183981,8847.042572,8791.412329,1290.981889,1004.389428,2708.872815,1277.257728,1634.563489
ENSMUSG00000037351,1769.234796,1631.017694,1051.503171,1914.090617,1533.053681,1674.740475,1109.615937,1599.131389,1343.079909,1491.566382,1012.196131,1118.311849,1702.542466,1081.739975,1271.868239,1050.300448,831.8311351,1362.755555,1122.789159,960.833815
ENSMUSG00000026117,238.7377301,247.5845766,426.2503699,181.4303902,293.6210492,45.06680099,15.74782443,272.0240018,25.55729485,73.53564945,214.8124216,261.6979763,88.13354809,398.8679487,324.9461435,21.4468611,10.01657634,21.39209301,23.81673974,15.68215894
