"","KW_Pval","Pval_d1t1_vs_d1t2","log2FoldChange_d1t1_vs_d1t2","Pval_d1t1_vs_d2t1","log2FoldChange_d1t1_vs_d2t1","Pval_d1t1_vs_d2t2","log2FoldChange_d1t1_vs_d2t2","Pval_d1t2_vs_d2t1","log2FoldChange_d1t2_vs_d2t1","Pval_d1t2_vs_d2t2","log2FoldChange_d1t2_vs_d2t2","Pval_d2t1_vs_d2t2","log2FoldChange_d2t1_vs_d2t2"
"ENSMUSG00000031791",0.536464536556524,1,-1.89285059303292,1,-4.26111998810414,1,0.0280090612224579,1,-2.36826939507122,0.8937667468433,1.92085965425538,1,4.2891290493266
"ENSMUSG00000004383",0.0963112641952464,0.414956951645842,-1.22816466940172,1,-1.10854284741074,0.170475483597854,-1.31303507537146,1,0.119621821990981,1,-0.0848704059697404,0.652856580243274,-0.204492227960721
"ENSMUSG00000042870",0.253553536588339,1,-0.0882890343317933,1,0.605419940503696,1,-0.186957295300778,0.523071818441571,0.693708974835489,1,-0.0986682609689853,0.466468454692816,-0.792377235804475
"ENSMUSG00000005413",0.0306901527430945,1,-1.55389912876621,1,0.787101003527844,0.368212974836413,-2.16487024387851,0.466468454692816,2.34100013229405,1,-0.610971115112299,0.0233790026157443,-2.95197124740635
"ENSMUSG00000005410",0.0204515566822447,0.466468454692816,-2.46482918957761,1,-1.54948838830296,0.0138785012176004,-3.56145419255141,1,0.915340801274643,1,-1.0966250029738,0.287752883586541,-2.01196580424845
"ENSMUSG00000034472",0.475807654336053,0.726683205941114,-0.850692734089499,1,-1.30448300562159,1,0.152305512637388,1,-0.453790271532093,1,1.00299824672689,1,1.45678851825898
"ENSMUSG00000037148",0.0845144155558118,0.726683205941114,-1.16019616430253,1,-1.50745108484077,0.0969415875670879,-1.66480404853879,1,-0.347254920538236,1,-0.504607884236256,0.466468454692816,-0.157352963698021
"ENSMUSG00000109866",0.514164953682512,1,0.586844163971943,1,-0.19326806383516,1,-0.126806733938109,1,-0.780112227807102,1,-0.713650897910052,1,0.0664613298970502
"ENSMUSG00000071064",0.21562736958989,1,-1.6357163706469,0.287752883586541,-2.46941320219923,0.652856580243274,-1.30630231734624,1,-0.833696831552334,1,0.329414053300652,1,1.16311088485299
"ENSMUSG00000031714",0.065622119005555,1,-0.294119431574287,1,-0.493488150212536,0.0451578909987473,-0.827451695817825,1,-0.199368718638249,0.8937667468433,-0.533332264243537,0.726683205941114,-0.333963545605289
"ENSMUSG00000037940",0.104340465881908,0.585092953900933,-0.833057288775553,0.652856580243274,-1.51255619176497,0.0969415875670879,-1.44100926854339,1,-0.679498902989415,1,-0.607951979767834,1,0.0715469232215813
"ENSMUSG00000047747",0.118771208616383,1,-0.747390547519498,1,-1.48653064584434,0.0969415875670879,-2.13169051597084,1,-0.739140098324837,1,-1.38429996845134,1,-0.645159870126503
"ENSMUSG00000031709",0.0182291630988387,0.22261320515682,-1.04378022735338,0.726683205941114,-0.915688812622965,0.0116022094398939,-2.81548758024135,1,0.128091414730412,1,-1.77170735288797,0.726683205941114,-1.89979876761838
"ENSMUSG00000005483",0.0100092919978419,1,-0.00218159267924368,0.523071818441571,0.35567187284152,0.585092953900933,-0.853910448621277,0.585092953900933,0.357853465520764,0.523071818441571,-0.851728855942033,0.00455131944063285,-1.2095823214628
"ENSMUSG00000002885",0.109134746207843,1,-0.406996911050219,1,-0.352047281500061,0.0836405535631547,-1.73059972122477,1,0.0549496295501573,1,-1.32360281017456,1,-1.37855243972471
"ENSMUSG00000013033",0.0771761944571736,1,-0.197904335684265,0.0836405535631547,-1.152362358161,1,-0.422428735175416,0.287752883586541,-0.954458022476737,1,-0.224524399491151,0.585092953900933,0.729933622985586
"ENSMUSG00000074219",0.158111003529726,1,0.27005888095293,1,0.450728496349458,0.170475483597854,1.40660556881194,1,0.180669615396528,0.652856580243274,1.13654668785901,0.8937667468433,0.955877072462479
"ENSMUSG00000005470",0.118771208616383,1,-1.47415682796777,1,-0.934716639456306,0.129218275666543,-2.65538189247829,1,0.539440188511462,0.523071818441571,-1.18122506451052,0.585092953900933,-1.72066525302199
"ENSMUSG00000046408",0.564146199198459,1,0.451032885628118,0.987613420296689,0.762710513433819,1,-0.216340592697337,1,0.311677627805701,1,-0.667373478325455,1,-0.979051106131156
"ENSMUSG00000034656",0.0819966099655504,1,-0.277791756026338,0.652856580243274,-2.26445748194854,1,1.18810133601134,0.466468454692816,-1.9866657259222,1,1.46589309203768,0.0719772847482237,3.45255881795988
"ENSMUSG00000053560",0.260847751078418,1,-0.247529342514225,0.726683205941114,1.27520121735189,1,-0.958608700409049,0.368212974836413,1.52273055986612,1,-0.711079357894823,1,-2.23380991776094
"ENSMUSG00000001909",0.152779681733929,0.253417121756203,-0.768751218215601,1,-0.0693158213359988,0.652856580243274,-0.325012317508199,0.806885880862891,0.699435396879602,1,0.443738900707402,1,-0.255696496172201
"ENSMUSG00000001911",0.86443472185416,1,0.0622237067114348,1,-0.973155568285201,1,0.0626696566328301,1,-1.03537927499664,1,0.000445949921395203,1,1.03582522491803
"ENSMUSG00000033751",0.0204515566822445,1,0.333387153230521,1,-0.631456466593588,0.287752883586541,0.999709730014769,0.466468454692816,-0.964843619824109,1,0.666322576784248,0.0138785012176004,1.63116619660836
"ENSMUSG00000003813",0.0524347241217284,1,-0.2649259584508,0.585092953900933,0.883180370442863,1,0.30113440787965,0.0528879294252797,1.14810632889366,0.368212974836413,0.56606036633045,1,-0.582045962563213
"ENSMUSG00000003809",0.0302166112356931,0.806885880862891,0.732219919610827,1,0.31732839327088,0.0326638908312147,2.04340892288953,1,-0.414891526339947,1,1.3111890032787,0.148610940055914,1.72608052961865
"ENSMUSG00000054191",0.00170312331472111,0.129218275666543,1.27915771870428,1,0.342580024824791,0.00804384670337687,2.42280122529569,0.195056667874317,-0.936577693879485,1,1.14364350659141,0.0138785012176004,2.0802212004709
"ENSMUSG00000003812",0.152779681733929,1,0.250905970544151,0.806885880862891,-0.655883953615151,1,-0.0781157238520954,0.148610940055914,-0.906789924159301,1,-0.329021694396246,1,0.577768229763055
"ENSMUSG00000052837",0.181237431198312,1,-0.792354466489328,1,0.345695037882192,0.466468454692816,-1.56475807928552,1,1.13804950437152,1,-0.772403612796189,0.253417121756203,-1.91045311716771
"ENSMUSG00000052566",0.0319887191981631,1,0.0368806806645632,0.129218275666543,-1.01164959980482,1,-0.0969825481448989,0.170475483597854,-1.04853028046939,1,-0.133863228809462,0.0451578909987473,0.914667051659925
"ENSMUSG00000052456",0.00910095457447748,1,-0.102064140634527,0.0384566636927224,0.503873975661837,1,0.0817030228532205,0.011602209439894,0.605938116296364,1,0.183767163487748,0.170475483597854,-0.422170952808616
"ENSMUSG00000087026",0.108591815455635,1,0.063211716324792,0.253417121756203,1.59469410579906,1,0.165480451192653,0.585092953900933,1.53148238947426,1,0.102268734867861,0.170475483597854,-1.4292136546064
"ENSMUSG00000031698",0.0401501707997438,0.652856580243274,0.676399943343896,1,-4.20982573804956,0.0719772847482238,1.75262726587001,1,-4.88622568139346,1,1.07622732252611,0.148610940055914,5.96245300391957
"ENSMUSG00000036902",0.000931165813599735,0.0138785012176004,-2.95613606095276,1,-1.08171308344847,0.00166948322981299,-3.35549712287645,0.523071818441571,1.87442297750429,1,-0.399361061923687,0.129218275666543,-2.27378403942797
"ENSMUSG00000036879",0.0524347241217284,1,-0.0784788085155767,0.253417121756203,-0.718576564868832,1,0.333129758499033,1,-0.640097756353255,0.987613420296689,0.41160856701461,0.0528879294252797,1.05170632336787
"ENSMUSG00000036872",0.0246749199562988,0.112067095784955,-4.06957792557117,1,-2.70935996801254,0.0969415875670879,-4.6852815211517,0.368212974836413,1.36021795755863,1,-0.615703595580537,0.325916268762689,-1.97592155313916
"ENSMUSG00000045333",0.205511674044995,1,-0.927627722713064,1,-2.22744591343934,0.325916268762689,-0.938670374628421,1,-1.29981819072628,0.585092953900933,-0.0110426519153569,1,1.28877553881092
"ENSMUSG00000031659",0.0580745704765665,1,-0.675306760397119,0.466468454692816,-1.2478367382607,0.0451578909987473,-2.42402159440442,1,-0.57252997786358,0.893766746843301,-1.7487148340073,1,-1.17618485614372
"ENSMUSG00000031661",0.400519650981248,1,0.349906987056237,1,-0.0968304620881458,1,-0.580082026885536,1,-0.446737449144383,0.80688588086289,-0.929989013941773,0.987613420296689,-0.48325156479739
"ENSMUSG00000031662",0.232773422726875,1,0.0291518906100184,1,0.0414826271874713,0.8937667468433,-2.00814022828466,1,0.0123307365774527,0.98761342029669,-2.03729211889468,0.287752883586541,-2.04962285547213
"ENSMUSG00000055994",0.270869714728498,1,-0.469931922986274,1,-1.688479116847,0.287752883586541,-1.98447653699388,1,-1.21854719386072,1,-1.51454461400761,1,-0.295997420146885
"ENSMUSG00000036712",0.0405658780619822,1,-0.196879656261301,1,-0.253326808827863,0.0384566636927224,-0.773731238679051,1,-0.0564471525665612,0.325916268762689,-0.57685158241775,0.22261320515682,-0.520404429851189
"ENSMUSG00000109812",0.143326113582949,1,0.127156219459392,0.585092953900933,-0.809759127175871,1,-0.0604054944666953,0.148610940055914,-0.936915346635264,1,-0.187561713926087,1,0.749353632709176
"ENSMUSG00000031667",0.21562736958989,0.98761342029669,-0.160196980746904,1,-0.287968342587553,1,0.12557816135597,0.466468454692816,-0.127771361840648,0.368212974836413,0.285775142102875,1,0.413546503943523
"ENSMUSG00000031734",0.297462255831353,1,-0.439392264795841,1,-2.15505098979697,1,-0.349618520582332,0.8937667468433,-1.71565872500113,1,0.0897737442135094,0.726683205941115,1.80543246921464
"ENSMUSG00000031740",0.278613382724345,0.368212974836413,-1.38966961922043,1,-1.25059257614523,0.8937667468433,-1.00150003423395,1,0.139077043075207,1,0.388169584986489,1,0.249092541911282
"ENSMUSG00000078964",0.00772344828743581,0.253417121756203,1.18622373735426,1,-0.585947579520799,0.148610940055914,1.60102951746401,0.0617792938327118,-1.77217131687506,1,0.414805780109749,0.0326638908312147,2.18697709698481
"ENSMUSG00000061959",0.0194101930443087,0.368212974836413,1.61969277403968,1,-0.344258352367242,0.0969415875670879,1.63797931079081,0.287752883586541,-1.96395112640692,1,0.0182865367511285,0.0719772847482237,1.98223766315805
"ENSMUSG00000074156",0.0106609123108833,0.051649363713141,-4.94026766294562,1,-3.43860324055989,0.051649363713141,-5.55959640024634,0.253307277043974,1.50166442238573,1,-0.619328737300723,0.253307277043974,-2.12099315968645
"ENSMUSG00000110588",0.0676526756040939,1,0.780649276495894,1,0.311532226839766,0.325916268762689,2.57574747742347,1,-0.469117049656128,0.368212974836413,1.79509820092757,0.0719772847482237,2.2642152505837
"ENSMUSG00000031762",0.0463673286498812,1,0.708706949056603,1,0.287407259078968,0.22261320515682,3.09381088558889,1,-0.421299689977635,0.253417121756203,2.38510393653229,0.0528879294252797,2.80640362650993
"ENSMUSG00000031765",0.00776448684538956,1,1.73958923739509,1,0.740142524666682,0.00967345803343742,4.06265334144807,1,-0.999446712728409,0.368212974836413,2.32306410405297,0.0326638908312148,3.32251081678138
"ENSMUSG00000031766",0.13778666587133,1,-1.32439756018285,0.726683205941114,1.35948578605915,1,0.56190574670822,0.129218275666543,2.683883346242,1,1.88630330689107,1,-0.797580039350931
"ENSMUSG00000089712",0.0340379270164561,1,0.410028288327024,0.987613420296689,0.989554180990191,0.0197007659164142,2.19478917137511,1,0.579525892663167,0.652856580243274,1.78476088304808,0.726683205941114,1.20523499038492
"ENSMUSG00000031770",0.0169403735225339,0.325916268762689,1.70766961239397,1,0.739914684398541,0.0276707006946457,2.68996959527739,0.8937667468433,-0.967754927995428,1,0.982299982883416,0.112067095784955,1.95005491087884
"ENSMUSG00000097194",0.501124039156165,1,-0.236807713177218,1,-0.551678903781193,1,-1.01471132342184,1,-0.314871190603975,1,-0.777903610244622,1,-0.463032419640647
"ENSMUSG00000063605",0.0925224371382835,1,-0.372429320702787,0.148610940055914,-1.47941519454278,0.466468454692816,-1.33228255489861,0.585092953900933,-1.10698587383999,1,-0.959853234195826,1,0.147132639644166
"ENSMUSG00000031785",0.131147692517726,0.80688588086289,-1.2703046728214,1,-0.702447619839556,0.22261320515682,-1.70810312733616,1,0.567857052981844,1,-0.437798454514756,0.523071818441571,-1.0056555074966
"ENSMUSG00000060470",0.0673100761333459,0.652856580243274,0.579857295188628,0.414956951645842,0.76081270020014,1,-0.795683984230782,1,0.180955405011513,0.325916268762689,-1.37554127941941,0.195056667874317,-1.55649668443092
"ENSMUSG00000031788",0.00939430978456564,1,-0.502675870639301,1,0.326663768337065,0.112067095784955,-1.21499225718881,0.523071818441571,0.829339638976366,0.726683205941115,-0.712316386549509,0.00667090761816205,-1.54165602552587
"ENSMUSG00000074136",0.0379370362592692,1,-0.402361756704302,1,0.656477570296418,0.652856580243274,-0.926377061582732,0.195056667874317,1.05883932700072,1,-0.52401530487843,0.0451578909987473,-1.58285463187915
"ENSMUSG00000061104",0.221915819460487,1,0.757182964913027,1,-0.23217205646411,0.466468454692816,0.840250196913183,1,-0.989355021377136,1,0.0830672320001563,0.726683205941114,1.07242225337729
"ENSMUSG00000031673",0.420685666982188,1,-1.00230517570355,0.652856580243274,-2.34440853611269,1,-0.487737549094438,1,-1.34210336040914,1,0.514567626609114,1,1.85667098701825
"ENSMUSG00000031871",0.161235724683794,1,-0.546585785471441,1,0.0780326613302239,1,-1.82811394571974,1,0.624618446801665,1,-1.2815281602483,0.148610940055914,-1.90614660704996
"ENSMUSG00000031875",0.150547170055024,1,-0.0413002604625046,1,-0.105152913764086,0.368212974836413,-1.67669241381953,1,-0.0638526533015814,0.22261320515682,-1.63539215335703,0.806885880862891,-1.57153950005545
"ENSMUSG00000035770",0.0165889017587537,1,-0.251473850979925,1,-0.142580769929037,0.0719772847482237,-0.947518124942972,0.8937667468433,0.108893081050889,0.806885880862891,-0.696044273963047,0.0197007659164142,-0.804937355013936
"ENSMUSG00000031880",0.0779601530270504,1,-3.86823736593792,1,-2.41750115407917,0.0969415875670879,-2.98813200867307,1,1.45073621185876,1,0.880105357264856,0.287752883586541,-0.570630854593899
"ENSMUSG00000110597",0.00449999869425036,1,-1.10404334033366,1,1.36865309816974,0.0774116676874901,-2.60818260391078,0.158878424774177,2.4726964385034,1,-1.50413926357712,0.00499022523822163,-3.97683570208052
"ENSMUSG00000110488",0.0124732874322268,0.110722810265127,5.50755400777304,1,0.934175507697092,0.0955697914007899,4.92804753685119,0.147439903138427,-4.57337850007594,1,-0.579506470921851,0.127938365740939,3.99387202915409
"ENSMUSG00000062181",0.00969699194678689,0.585092953900933,1.57894618607861,1,-0.423321129224167,0.170475483597854,2.13342597918265,0.0969415875670879,-2.00226731530278,1,0.554479793104045,0.0197007659164142,2.55674710840682
"ENSMUSG00000060560",0.098261111577453,1,1.46059207588521,1,0.350733842018679,0.585092953900933,2.40515804477022,1,-1.10985823386653,1,0.944565968885013,0.0836405535631547,2.05442420275154
"ENSMUSG00000069920",0.149809873287558,1,-0.78218769065496,1,-0.188067285925034,0.325916268762689,-2.06627300915025,1,0.594120404729926,1,-1.28408531849529,0.253417121756203,-1.87820572322521
"ENSMUSG00000014776",0.0151734846482483,0.0617792938327117,-2.30050219008348,1,-3.1072177996003,0.0233790026157443,-1.85086071749967,1,-0.806715609516823,1,0.44964147258381,0.652856580243274,1.25635708210063
"ENSMUSG00000043251",0.527460270471505,1,0.153865541623909,1,-0.130233200103406,1,-0.693668191720237,1,-0.284098741727315,0.98761342029669,-0.847533733344146,1,-0.563434991616831
"ENSMUSG00000014778",0.102275026546937,1,-0.121042856128842,1,-0.441054499057045,0.170475483597854,-1.31161986055515,1,-0.320011642928203,0.22261320515682,-1.19057700442631,1,-0.870565361498103
"ENSMUSG00000014846",0.0454248962178909,1,-1.76918663913004,0.0528879294252797,-5.36587861339381,1,-0.812881202353185,0.148610940055914,-3.59669197426377,1,0.956305436776853,0.585092953900933,4.55299741104063
"ENSMUSG00000039199",0.554808262838169,1,-0.463760929850792,1,-0.721041483598661,0.98761342029669,-0.367054840673533,1,-0.257280553747869,1,0.0967060891772591,1,0.353986642925128
"ENSMUSG00000050357",0.110779160026151,1,0.153145389781462,0.287752883586541,-1.46226868997685,1,-0.276871310601506,0.148610940055914,-1.61541407975831,1,-0.430016700382968,0.8937667468433,1.18539737937534
"ENSMUSG00000036442",0.192088202809771,1,0.10603271812294,0.368212974836413,0.276319738246931,0.466468454692816,0.24352246773279,1,0.170287020123991,1,0.137489749609849,1,-0.0327972705141417
"ENSMUSG00000031896",0.979412826832888,1,-0.452010235783315,1,0.602506836811259,1,0.930351617200052,1,1.05451707259457,1,1.38236185298337,1,0.327844780388794
"ENSMUSG00000087436",0.583149210504359,1,-0.859996714981919,1,0.134348279594702,1,-0.642651162577481,1,0.994344994576621,1,0.217345552404438,1,-0.776999442172183
"ENSMUSG00000035237",0.00222802764233576,0.129218275666543,1.11579957205889,0.726683205941114,0.833614730047137,0.00109686379789101,2.25594727538557,1,-0.282184842011756,0.8937667468433,1.14014770332667,0.170475483597854,1.42233254533843
"ENSMUSG00000017765",0.0229394881020731,1,-0.444477756346755,1,0.431705978471585,0.253417121756202,-0.865027010284093,0.253417121756203,0.876183734818339,1,-0.420549253937338,0.0276707006946457,-1.29673298875568
"ENSMUSG00000053687",0.0131950734507809,0.0975582820733128,-Inf,0.679411808617012,-Inf,0.011111000228566,-Inf,1,1.85623909893001,1,-1.8701780116753,0.757284897294359,-3.72641711060531
"ENSMUSG00000045538",0.00491650938456538,0.466468454692816,-0.260585648065566,0.414956951645842,1.59043374240126,1,0.547643808394027,0.0020513277846605,1.85101939046683,0.652856580243274,0.808229456459593,0.287752883586541,-1.04278993400724
"ENSMUSG00000086390",0.67372468814516,1,0.309580981506014,1,-0.250890230895439,1,-0.0181144509863015,1,-0.560471212401454,1,-0.327695432492316,1,0.232775779909138
"ENSMUSG00000031904",0.335504171147816,1,0.0079149805002324,1,0.351430626151924,1,-1.13936671630403,1,0.343515645651692,1,-1.14728169680427,0.523071818441571,-1.49079734245596
"ENSMUSG00000031906",0.514164953682512,1,-0.534352261950337,1,0.216615817353884,1,-1.73667626797504,1,0.750968079304221,1,-1.20232400602471,0.8937667468433,-1.95329208532893
"ENSMUSG00000061048",0.204524677361787,1,-0.444392350720892,1,-1.40895924060231,0.253417121756203,-2.98351310398063,1,-0.964566889881421,0.652856580243274,-2.53912075325973,1,-1.57455386337831
"ENSMUSG00000031910",0.0948733117021969,1,-2.07066590688257,0.325916268762689,-1.99278721927995,0.112067095784955,-2.18124223922086,1,0.0778786876026277,1,-0.110576332338282,1,-0.188455019940909
"ENSMUSG00000031924",0.0468456591792273,1,-0.212644617031591,0.0969415875670879,0.735316737641879,0.523071818441571,0.331588065534019,0.195056667874317,0.94796135467347,0.8937667468433,0.54423268256561,1,-0.40372867210786
"ENSMUSG00000057657",0.0108341099787724,1,0.218221509112091,0.80688588086289,-1.36350088063674,0.414956951645842,1.01778744693791,0.325916268762689,-1.58172238974883,0.98761342029669,0.79956593782582,0.00551751290674227,2.38128832757465
"ENSMUSG00000003849",0.011123672010411,0.0384566636927224,-1.75188284295084,1,-0.0558244872958256,0.523071818441571,-1.04592496153969,0.0326638908312147,1.69605835565501,1,0.705957881411144,0.466468454692816,-0.990100474243868
"ENSMUSG00000059775",0.70553473120409,1,-0.372292380419121,1,-0.66410457786684,1,-0.0553078895390449,1,-0.291812197447719,1,0.316984490880076,1,0.608796688327795
"ENSMUSG00000110613",0.00923902291877222,0.569966484611365,1.16670607266756,1,0.730302215669433,0.00890795950500336,5.540717179818,1,-0.436403856998124,0.789258697158043,4.37401110715044,0.0681725914098158,4.81041496414857
"ENSMUSG00000104292",0.0885567756243876,1,-2.03090030064364,0.0827811717477641,-3.07182575975071,0.520220155717485,-2.49566816785664,0.983801416732078,-1.04092545910707,1,-0.464767867212992,1,0.576157591894079
"ENSMUSG00000031722",0.00103737201286109,0.0719772847482237,2.15043184868348,1,0.827753691850323,0.00166948322981299,3.53464368928204,0.523071818441571,-1.32267815683316,1,1.38421184059856,0.0276707006946457,2.70688999743172
"ENSMUSG00000048827",0.971873360726311,1,-0.0714726863991489,1,0.0885878716998562,1,-0.65998290850355,1,0.160060558099005,1,-0.588510222104401,1,-0.748570780203406
"ENSMUSG00000069895",0.0231798690536326,1,-0.296364768570438,1,0.203436280002867,0.129218275666543,-1.12927186349061,0.466468454692816,0.499801048573305,1,-0.832907094920167,0.0326638908312148,-1.33270814349347
"ENSMUSG00000031732",0.00959504378478588,0.466468454692816,-0.694651215154899,1,-0.118240705932292,0.0138785012176004,-0.987669389605667,1,0.576410509222607,1,-0.293018174450768,0.0528879294252797,-0.869428683673375
"ENSMUSG00000001670",0.00614761908542803,1,-0.204940499760551,1,1.11625516360815,0.0617792938327117,3.57563311004392,0.80688588086289,1.3211956633687,0.00455131944063285,3.78057360980447,0.368212974836413,2.45937794643577
"ENSMUSG00000046441",0.00524094678518804,0.8937667468433,-1.49574822831723,1,0.613769315242327,0.148610940055914,-1.41608966296413,0.0836405535631547,2.10951754355956,1,0.079658565353097,0.00667090761816205,-2.02985897820646
"ENSMUSG00000033763",0.35934229599192,1,0.0911077955514456,1,-1.08642302767888,1,0.0436168059761394,0.652856580243274,-1.17753082323032,1,-0.0474909895753063,0.806885880862891,1.13003983365502
"ENSMUSG00000033703",0.0630063297853247,0.170475483597854,-1.14382427444656,1,0.0972374963946723,1,-0.224469754810616,0.0836405535631547,1.24106177084123,0.585092953900933,0.919354519635944,1,-0.321707251205288
"ENSMUSG00000084808",0.770870457986315,1,-0.566560232567542,1,0.0940648315576146,1,0.15278092776448,1,0.660625064125157,1,0.719341160332022,1,0.058716096206865
"ENSMUSG00000033545",0.0273793961568463,0.585092953900933,0.664164743809064,1,-0.0851496416166267,1,0.51653154271658,0.0384566636927224,-0.749314385425691,1,-0.147633201092484,0.129218275666543,0.601681184333207
"ENSMUSG00000031958",0.0418383525875506,0.368212974836413,0.869620341290218,0.170475483597854,1.08965221236174,0.0451578909987473,1.23964882536572,1,0.220031871071518,1,0.370028484075498,1,0.14999661300398
"ENSMUSG00000031955",0.00529704141984429,1,-0.314018744781842,1,0.0784635095292685,0.0197007659164142,-1.60364985136579,1,0.392482254311111,0.368212974836413,-1.28963110658395,0.00804384670337687,-1.68211336089506
"ENSMUSG00000031951",0.488338221550059,1,0.545102875412557,0.8937667468433,-0.378646407984509,1,0.246263381854744,1,-0.923749283397066,1,-0.298839493557813,1,0.624909789839254
"ENSMUSG00000031950",0.0188105709178405,0.726683205941114,0.531461071251622,1,0.186675854713081,0.0165572936118174,1.08889214020141,1,-0.344785216538541,0.893766746843301,0.557431068949786,0.129218275666543,0.902216285488327
"ENSMUSG00000031767",0.00210026522604611,0.80688588086289,2.44971941776764,1,-0.539502016841262,0.0617792938327117,4.21776414731503,0.0836405535631547,-2.9892214346089,1,1.7680447295474,0.00251371220634033,4.7572661641563
"ENSMUSG00000014633",0.00313961971451848,0.8937667468433,0.404703813892022,1,-0.18962152818659,0.011602209439894,1.42984208754848,0.652856580243274,-0.594325342078612,0.585092953900933,1.02513827365646,0.00667090761816205,1.61946361573507
"ENSMUSG00000031847",0.135762198925416,1,-0.299542448304438,1,-0.123494398815231,0.195056667874317,-1.40815978665118,1,0.176048049489207,0.98761342029669,-1.10861733834674,0.325916268762689,-1.28466538783595
"ENSMUSG00000034330",0.0249331253297748,1,-0.571000666464926,1,-1.00792030567778,0.0197007659164142,-3.19495918607014,1,-0.436919639212855,0.170475483597854,-2.62395851960521,0.414956951645842,-2.18703888039236
"ENSMUSG00000110151",0.287899400782211,0.414956951645842,-0.183073365436478,1,0.351844022375695,1,0.620708203799008,0.987613420296689,0.534917387812173,0.987613420296689,0.803781569235486,1,0.268864181423313
"ENSMUSG00000031844",0.00324203834355385,0.466468454692816,0.852195740820807,0.806885880862891,0.81698656058271,0.00135504925658753,2.58434830130795,1,-0.0352091802380969,0.325916268762689,1.73215256048715,0.170475483597854,1.76736174072524
"ENSMUSG00000031841",0.432036094129699,1,-0.60681953576415,1,-1.75987422411648,1,-0.029962747397165,1,-1.15305468835233,1,0.576856788366985,0.585092953900933,1.72991147671932
"ENSMUSG00000074063",0.391625176271089,0.8937667468433,-1.09024911642039,1,0.550094959240227,0.98761342029669,-0.942524585385067,1,1.64034407566062,1,0.147724531035327,1,-1.49261954462529
"ENSMUSG00000031832",0.0154143233277095,0.368212974836413,-1.16653338484588,1,-0.286532587235102,0.0233790026157444,-1.51516240377319,0.98761342029669,0.880000797610775,1,-0.348629018927313,0.096941587567088,-1.22862981653809
"ENSMUSG00000023336",0.150547170055024,1,-0.343051827548189,1,-1.01589815735719,1,0.307635684903256,1,-0.672846329808998,1,0.650687512451446,0.129218275666543,1.32353384226044
"ENSMUSG00000031827",0.0282459367937949,1,-0.633030265132628,1,-0.385305370656229,0.0233790026157443,-3.02923410706621,1,0.247724894476399,0.585092953900933,-2.39620384193358,0.170475483597854,-2.64392873640998
"ENSMUSG00000031825",0.335504171147816,0.585092953900933,-1.45255839959265,1,-2.12919735560847,0.806885880862891,-3.32934953545791,1,-0.676638956015824,1,-1.87679113586526,1,-1.20015217984943
"ENSMUSG00000097944",0.308737888451169,1,0.246812894072585,1,-0.339323486597158,1,-0.905054923099206,0.987613420296689,-0.586136380669743,0.585092953900933,-1.15186781717179,1,-0.565731436502047
"ENSMUSG00000031824",0.0249331253297748,0.987613420296689,-0.849415518028531,1,0.0721362635684856,0.0969415875670879,-1.22364901164072,0.585092953900933,0.921551781597017,1,-0.374233493612185,0.0451578909987473,-1.2957852752092
"ENSMUSG00000031821",0.0206663200711435,0.368212974836413,-2.74748074884345,0.726683205941115,-1.68091621860948,0.011602209439894,-3.19582625980533,1,1.06656453023397,1,-0.448345510961878,0.726683205941114,-1.51491004119585
"ENSMUSG00000041515",0.13778666587133,1,-0.0612549191401127,1,-0.393908911519456,0.287752883586541,-1.55458047616231,1,-0.332653992379343,0.253417121756202,-1.4933255570222,0.585092953900933,-1.16067156464285
"ENSMUSG00000042812",0.193954544586844,0.80688588086289,0.567624139060168,1,-0.602952727310385,1,-0.260844525201956,0.22261320515682,-1.17057686637055,0.893766746843301,-0.828468664262124,1,0.342108202108428
"ENSMUSG00000040010",0.0138770886773619,0.253417121756203,-1.4408536620145,1,-0.495741712664667,0.0384566636927224,-2.19015321807675,0.466468454692816,0.945111949349831,1,-0.749299556062253,0.0836405535631547,-1.69441150541208
"ENSMUSG00000025317",0.0110069427540886,1,0.682996258182496,1,-0.404668755761321,0.0451578909987473,2.79655470246366,0.98761342029669,-1.08766501394382,0.585092953900933,2.11355844428116,0.0138785012176004,3.20122345822498
"ENSMUSG00000043903",0.0101704380837737,1,-1.84051562798114,1,-0.107730178711171,0.0194208808197995,-4.05239747669813,1,1.73278544926997,0.649664178585681,-2.21188184871699,0.0273033291821607,-3.94466729798696
"ENSMUSG00000006519",0.12055396969792,1,-0.262041427595839,1,-0.4723807033854,0.112067095784955,-1.743642703318,1,-0.210339275789561,0.652856580243274,-1.48160127572216,0.806885880862891,-1.2712619999326
"ENSMUSG00000006587",0.0335139030293558,0.253417121756203,-2.58723116883057,1,-2.79955995034288,0.195056667874317,-2.49669189745482,0.253417121756203,-0.212328781512309,1,0.0905392713757504,0.195056667874317,0.302868052888059
"ENSMUSG00000049482",0.0144729729859089,0.0233790026157444,-0.887459316473968,1,-0.0533614425365933,1,-0.383076913810932,0.0384566636927224,0.834097873937375,0.466468454692816,0.504382402663036,1,-0.329715471274339
"ENSMUSG00000015027",0.0135882729582176,0.170475483597854,-0.886930961204503,1,0.0317680441612597,0.0719772847482237,-0.880322212686144,0.22261320515682,0.918699005365763,1,0.00660874851835961,0.0969415875670879,-0.912090256847404
