"","Pval","log2FoldChange_GroupY_vs_GroupX"
"ENSMUSG00000039086",0.296797646958067,-0.123043678079128
"ENSMUSG00000039041",0.170234274627624,0.22360970880554
"ENSMUSG00000027574",0.67205843804539,0.0530316289103925
"ENSMUSG00000080186",0.695522761280318,-0.259731196227824
"ENSMUSG00000039278",0.207335698711543,0.274856063187753
"ENSMUSG00000031171",0.642235325326021,0.0518656836073119
"ENSMUSG00000015342",0.911781792090997,-0.0256438179451271
"ENSMUSG00000031176",0.148324885663109,-0.227743296927482
"ENSMUSG00000031174",0.633159917415091,-0.0720658015114012
"ENSMUSG00000036769",0.14568268554816,-0.47616366025393
"ENSMUSG00000025862",0.0802220013610248,-0.3992172125356
"ENSMUSG00000037086",0.472698542701368,-0.356783840085577
"ENSMUSG00000050029",0.277815577886563,-0.239150125184195
"ENSMUSG00000000838",0.359136410612473,-0.24277724896211
"ENSMUSG00000015217",0.474591344586852,-0.112359036497466
"ENSMUSG00000056380",0.177445316051205,-0.433772798120771
"ENSMUSG00000031343",0.318074703209274,-0.171914581290894
"ENSMUSG00000031351",0.10952009465896,0.497695036737639
"ENSMUSG00000031371",0.363214431312466,0.165328747446812
"ENSMUSG00000031393",0.105961368311597,-0.210625583879911
"ENSMUSG00000032750",0.43719815163626,-0.31530616825108
"ENSMUSG00000079509",0.301145489682256,-0.210784066055597
"ENSMUSG00000025151",0.223651959197939,0.0730088191436198
"ENSMUSG00000047694",0.379134408298051,-0.230413293199427
"ENSMUSG00000047797",0.857384141653178,-0.0295664310759218
"ENSMUSG00000067567",0.471390420509704,0.0835152773728544
"ENSMUSG00000031229",0.0993318313803976,-0.117381238282931
"ENSMUSG00000033777",0.223846152160819,0.660676128078116
"ENSMUSG00000031242",0.135765831387494,-0.272960746301995
"ENSMUSG00000031257",0.648680358602162,0.272460465946398
"ENSMUSG00000052676",0.952305444843335,-0.00741009945519819
"ENSMUSG00000048040",0.215157912843994,-0.17018770102156
"ENSMUSG00000047844",0.933468930452271,0.0186595695890191
"ENSMUSG00000079428",0.957838904402568,-0.0178897656811589
"ENSMUSG00000031433",0.786563836312977,-0.127073377305129
"ENSMUSG00000031278",0.358493955011106,-0.24528288632956
"ENSMUSG00000067276",0.120476223674416,-0.478132903668593
"ENSMUSG00000084771",0.791857718182456,0.150531145379494
"ENSMUSG00000056679",0.462535830790264,-0.12756936176317
"ENSMUSG00000041649",0.625884671079871,0.345352141172149
"ENSMUSG00000031309",0.602487660321981,-0.149843849956198
"ENSMUSG00000031381",0.579531051005865,0.137585825163911
"ENSMUSG00000031382",0.662987169353255,0.146082816269029
"ENSMUSG00000061778",0.0950145630538927,-0.494774415154877
"ENSMUSG00000031342",0.158940842969007,-0.260571728722528
"ENSMUSG00000049176",0.189610720095576,-0.357421787065659
"ENSMUSG00000031352",0.570037269918633,-0.105407360929797
"ENSMUSG00000047213",0.210631196027913,-0.312300382736884
"ENSMUSG00000002428",0.372871390910124,-0.126781722597221
"ENSMUSG00000037661",0.916096660128166,0.0445125487147999
"ENSMUSG00000027660",0.449643347618394,-0.225792840899963
"ENSMUSG00000069072",0.860629240220685,0.0269241943178923
"ENSMUSG00000105135",0.95953022167392,0.0147841927415198
"ENSMUSG00000092242",0.444991326890699,0.148430460195776
"ENSMUSG00000027820",0.674933067829648,-0.11088434270352
"ENSMUSG00000033910",0.772622471990815,-0.0638479947464751
"ENSMUSG00000074513",0.142311823460465,-0.490946906718727
"ENSMUSG00000004891",0.534541045682392,-0.182428885307685
"ENSMUSG00000028070",0.0599149571440626,0.246672627298125
"ENSMUSG00000001418",0.496530074110069,0.145845957777616
"ENSMUSG00000028049",0.0248051803523332,0.188441393872999
"ENSMUSG00000028048",0.654950046693459,-0.0342733085705626
"ENSMUSG00000027954",0.36440511906266,0.333713154295658
"ENSMUSG00000074457",0.232169363569838,0.221414805997365
"ENSMUSG00000043165",0.224095315280195,0.321770738054733
"ENSMUSG00000092607",0.249401160418973,0.214612673413799
"ENSMUSG00000097532",0.52661738035968,-0.235017079731128
"ENSMUSG00000015850",0.633339927699746,0.0832295118657934
"ENSMUSG00000097189",0.243238370264285,-0.544853306909214
"ENSMUSG00000054312",0.257489103903294,0.25782376021129
"ENSMUSG00000038543",0.827961384992743,-0.0673879421162423
"ENSMUSG00000038526",0.728318494022739,0.0873010920179852
"ENSMUSG00000038495",0.830171041297765,0.0174981479264081
"ENSMUSG00000028100",0.299998115845732,0.204483519474134
"ENSMUSG00000105245",0.0640316496017884,0.298469935010542
"ENSMUSG00000027879",0.0997779272524194,-0.138952715797632
"ENSMUSG00000027859",0.32513288652954,-0.141658748171663
"ENSMUSG00000027857",0.14334747748535,0.63091014889871
"ENSMUSG00000005687",0.383839292935062,0.047052919946965
"ENSMUSG00000058388",0.585191268929006,-0.103817493472234
"ENSMUSG00000027900",0.207633964504701,-0.166802498213098
"ENSMUSG00000027887",0.554371301226095,-0.160354768501786
"ENSMUSG00000068739",0.264245114774766,0.116919548680817
"ENSMUSG00000045662",0.379942403189497,-0.409702492073233
"ENSMUSG00000027957",0.496487679692217,-0.164404524116804
"ENSMUSG00000028132",0.51469241282949,-0.196132001225377
"ENSMUSG00000054091",0.255320114031648,0.173225518206394
"ENSMUSG00000039701",0.276957517510594,-0.240994608457967
"ENSMUSG00000050315",0.589023173023961,0.197081044512521
"ENSMUSG00000028195",0.109627455313121,0.778722248289868
"ENSMUSG00000036745",0.293513594136956,-0.208635250124914
"ENSMUSG00000106024",0.380667921276799,0.457220169594823
"ENSMUSG00000028174",0.0984750403889261,-0.339357799930371
"ENSMUSG00000050323",0.0704968749427028,0.395031819405662
"ENSMUSG00000045205",0.191439693080172,-0.300541725439797
"ENSMUSG00000086587",0.906000435457697,0.0560599028836771
"ENSMUSG00000041058",0.183837958850613,-0.326017807786303
"ENSMUSG00000028282",0.216271697684511,-0.318865469746621
"ENSMUSG00000028293",0.5234335122087,0.0693482727938558
"ENSMUSG00000028294",0.39176142381324,-0.278291714107339
"ENSMUSG00000036114",0.824057887010392,0.0552840539431891
"ENSMUSG00000028455",0.273444086333959,0.15969760625379
"ENSMUSG00000028459",0.69191135965598,-0.148534709341756
"ENSMUSG00000066196",0.745372595754939,0.127146214836595
"ENSMUSG00000088947",0.152992518609538,-0.545416488647579
"ENSMUSG00000028478",0.307612807210437,0.206512065895007
"ENSMUSG00000049657",0.549130527195138,-0.0989678751144903
"ENSMUSG00000035539",0.551952564616077,-0.349526231251318
"ENSMUSG00000028329",0.166176834519077,0.546057874613349
"ENSMUSG00000039853",0.8410275991259,0.131099057422757
"ENSMUSG00000028341",0.134017736289091,-0.475774282869673
"ENSMUSG00000028345",0.450676604513591,-0.129482970814081
"ENSMUSG00000039634",0.542473724893622,-0.252086145182768
"ENSMUSG00000054752",0.452696212945611,-0.222026062182379
"ENSMUSG00000045589",0.203124771557228,-0.17281761657447
"ENSMUSG00000057280",0.501438193481858,-0.443768053353684
"ENSMUSG00000050812",0.442123683447011,-0.107148997741626
"ENSMUSG00000028381",0.250903010189278,-0.16814932904272
"ENSMUSG00000066150",0.539783758583392,-0.0978839219026982
"ENSMUSG00000039270",0.365414525694364,-0.244983185601461
"ENSMUSG00000028398",0.048284662276453,0.219781279555687
"ENSMUSG00000028496",0.905674916766381,-0.0178856612454555
"ENSMUSG00000084159",0.773189945860554,0.0715356424471903
"ENSMUSG00000028553",0.853442704241138,0.14877806537421
"ENSMUSG00000035305",0.992943450111607,-0.00287946316205592
"ENSMUSG00000028519",0.516942997560047,-0.0616376771848237
"ENSMUSG00000028518",0.313690758809599,-0.296129309595978
"ENSMUSG00000034853",0.359941872643016,-0.139786687137483
"ENSMUSG00000034636",0.475154422608196,-0.185782284479798
"ENSMUSG00000028545",0.637555181410466,0.103858706858481
"ENSMUSG00000028702",0.831875311591867,-0.0473037454596249
"ENSMUSG00000028677",0.476882687830266,0.0488715146218955
"ENSMUSG00000086876",0.339659073229492,0.762603620356217
"ENSMUSG00000033423",0.306553936491216,0.128052417938577
"ENSMUSG00000028643",0.32421951373421,0.274661271050662
"ENSMUSG00000028657",0.250177371616805,-0.0681652144107345
"ENSMUSG00000051219",0.327390167042398,0.586474246772723
"ENSMUSG00000032643",0.259386850287844,0.265213475058685
"ENSMUSG00000078570",0.0824764209167668,0.266943053584624
"ENSMUSG00000042763",0.385794534404804,-0.0732437489698004
"ENSMUSG00000028869",0.11935233377697,0.125622856681786
"ENSMUSG00000028861",0.613516053002447,0.117432990590935
"ENSMUSG00000028849",0.212709934608482,0.15861484822599
"ENSMUSG00000042558",0.260224993485332,0.223338493137062
"ENSMUSG00000028830",0.35642176394444,-0.0728473089428524
"ENSMUSG00000085334",0.38225078989676,-0.200858092322441
"ENSMUSG00000028789",0.105001873331164,0.193275177035045
"ENSMUSG00000050390",0.686544377777832,0.0589343212109716
"ENSMUSG00000023232",0.582698357148338,0.210593853405016
"ENSMUSG00000028898",0.258377744963742,0.230276547412264
"ENSMUSG00000054428",0.304712980670689,0.201248792304842
"ENSMUSG00000083816",0.429688040509934,-0.313356031191071
"ENSMUSG00000028857",0.519492734551255,0.0897287213160188
"ENSMUSG00000056596",0.528378562010276,0.0673201847850699
"ENSMUSG00000028836",0.416833289504724,0.114935255901384
"ENSMUSG00000028671",0.185166035818717,0.345128045870226
"ENSMUSG00000059291",0.458996027277445,0.159752690032674
"ENSMUSG00000045349",0.438484715369981,0.0628074376376442
"ENSMUSG00000028756",0.388504804902206,0.115735724049228
"ENSMUSG00000028743",0.398376584800621,0.179102335801097
"ENSMUSG00000028736",0.456253781947121,0.627414527192225
"ENSMUSG00000040972",0.103746023394362,0.20160794661707
"ENSMUSG00000036622",0.0719447566816378,0.243751450785233
"ENSMUSG00000028917",0.156895073152762,0.13712129527211
"ENSMUSG00000082575",0.938312246352117,-0.0399533786221245
"ENSMUSG00000041556",0.249653285024198,0.206685019747772
"ENSMUSG00000047719",0.640010680857003,-0.0890513406061951
"ENSMUSG00000082860",0.701910094996214,0.176418443659283
"ENSMUSG00000028975",0.196620517175886,0.141493591526554
"ENSMUSG00000039936",0.172307577274658,0.202628242934475
"ENSMUSG00000039911",0.901151910609947,0.0193374142991605
"ENSMUSG00000047613",0.679776922248489,0.0795324445029982
"ENSMUSG00000098424",0.237044659304809,0.425269278199759
"ENSMUSG00000073684",0.576257804560836,0.156341665859831
"ENSMUSG00000042202",0.636392352515304,-0.08233658909717
"ENSMUSG00000023286",0.265495193615839,0.166753974518942
"ENSMUSG00000103183",0.661943232378596,0.11277374230338
"ENSMUSG00000041954",0.501552015083326,-0.34268312714039
"ENSMUSG00000040351",0.641574837399727,-0.104933422923781
"ENSMUSG00000003623",0.454046963843771,-0.149095677674323
"ENSMUSG00000061601",0.337100663882649,-0.135610107232587
"ENSMUSG00000040118",0.188293788346586,-0.299149947492799
"ENSMUSG00000028771",0.262951898638133,-0.240597832951249
"ENSMUSG00000090226",0.298531353015388,1.13712717945944
"ENSMUSG00000028973",0.217016278236149,0.125999880231148
"ENSMUSG00000038276",0.602679850849004,0.297326845867233
"ENSMUSG00000028969",0.0540608427671707,0.179214673947579
"ENSMUSG00000028958",0.181036392898311,0.37050172938013
"ENSMUSG00000023353",0.327693539532805,0.11544323978004
"ENSMUSG00000073102",0.144764788298068,0.17284376203363
"ENSMUSG00000029166",0.90111370818198,-0.00852797427803962
"ENSMUSG00000101678",0.700359534098645,0.208942210836204
"ENSMUSG00000038552",0.157379710585732,0.134041562138882
"ENSMUSG00000107355",0.496327720489553,-0.385570785151133
"ENSMUSG00000070858",0.21349784258665,0.368393864666494
"ENSMUSG00000029110",0.474672057644594,-0.075582372234653
"ENSMUSG00000044716",0.286015169693575,0.158662604403905
"ENSMUSG00000063646",0.574674274706638,0.0417304246949594
"ENSMUSG00000062329",0.733534846986943,0.195687966241994
"ENSMUSG00000085720",0.441562006728253,-0.312756966679219
"ENSMUSG00000105663",0.78301928026755,0.255599583130871
"ENSMUSG00000029169",0.42454111493437,-0.149900627638084
"ENSMUSG00000037999",0.291536230186637,-0.250646151951711
"ENSMUSG00000044827",0.915638729411684,0.060871665967154
"ENSMUSG00000037822",0.427749921192935,-0.045161273579883
"ENSMUSG00000029204",0.546604639197897,-0.15374354390573
"ENSMUSG00000036087",0.209430622803066,-0.229691551968932
"ENSMUSG00000029238",0.16389571225971,-0.189321135680513
"ENSMUSG00000029254",0.898090159073194,0.0683180634523631
"ENSMUSG00000029407",0.379836362971603,-0.128285317617109
"ENSMUSG00000106870",0.475993714045477,-0.113391151683076
"ENSMUSG00000029335",0.0942693181580531,-0.3922085900887
"ENSMUSG00000029312",0.697790983862271,-0.0525057450951216
"ENSMUSG00000106396",0.819193451416423,0.107663955116564
"ENSMUSG00000029276",0.789722345022117,-0.0750467432654661
"ENSMUSG00000033773",0.0181548037453112,-0.226795339141352
"ENSMUSG00000033467",0.20369984039885,0.235328930347105
"ENSMUSG00000052848",0.0141068902944819,0.448071320422831
"ENSMUSG00000085271",0.129149268065994,-0.767108325532676
"ENSMUSG00000072694",0.324615104117903,0.0648890591128311
"ENSMUSG00000092486",0.157428641996315,0.416106816446
"ENSMUSG00000029559",0.397064716401207,0.203217006162562
"ENSMUSG00000041697",0.183500330280307,0.234964481586927
"ENSMUSG00000041609",0.0394244559943292,0.224259745305169
"ENSMUSG00000029360",0.5525826304842,-0.311238142966472
"ENSMUSG00000029603",0.347792133634322,0.143229761155635
"ENSMUSG00000029456",0.644112318953941,0.0920762800359817
"ENSMUSG00000105742",0.294351764962282,-1.13429475131242
"ENSMUSG00000029468",0.626891511473816,0.0547548839176354
"ENSMUSG00000105613",0.0337322338655763,1.37783974256286
"ENSMUSG00000049686",0.493519419749992,0.230578459269727
"ENSMUSG00000000915",0.0553322221503953,0.226181632542041
"ENSMUSG00000029432",0.399264013072138,0.0651185150385819
"ENSMUSG00000025533",0.252086579615482,0.281580870519289
"ENSMUSG00000023079",0.228903529370466,0.179777540039039
"ENSMUSG00000039959",0.327500263539686,-0.128191431523356
"ENSMUSG00000039771",0.13361849851929,0.275568327878317
"ENSMUSG00000039737",0.204654829918594,0.191068465537964
"ENSMUSG00000059518",0.406870039334293,0.135819093954148
"ENSMUSG00000051502",0.316770171647949,0.209059755916572
"ENSMUSG00000029713",0.323411410367189,0.139766602407513
"ENSMUSG00000037221",0.328155123803139,0.174893771583326
"ENSMUSG00000029729",0.0173364281457617,-0.268995010340936
"ENSMUSG00000049285",0.85056309046565,-0.0524793360882265
"ENSMUSG00000025856",0.866614309095929,-0.0326431614825519
"ENSMUSG00000029551",0.53585253045769,0.12307701115359
"ENSMUSG00000061898",0.0625806519716181,0.17876335758678
"ENSMUSG00000029607",0.691392681229158,-0.131198701475023
"ENSMUSG00000047843",0.263538277442882,0.227196690918255
"ENSMUSG00000029650",0.336964958146675,0.163398983665827
"ENSMUSG00000085565",0.91513232577235,0.023202782312087
"ENSMUSG00000041264",0.58528337621995,-0.0524850406762164
"ENSMUSG00000051950",0.232915182182879,-0.198943631480833
"ENSMUSG00000029655",0.483018692679,-0.148411562779306
"ENSMUSG00000090063",0.259253268924997,-0.291628887610187
"ENSMUSG00000042460",0.302115678141904,-0.263903573082201
"ENSMUSG00000029670",0.359259624845136,-0.189496171942916
"ENSMUSG00000029695",0.0986497343889715,-0.38890135848371
"ENSMUSG00000039841",0.816047077234523,-0.107784008977259
"ENSMUSG00000020440",0.229082210246415,0.17597462959944
"ENSMUSG00000004285",0.311113799790623,0.21195775579741
"ENSMUSG00000025607",0.050556916711629,-0.294702618277693
"ENSMUSG00000103220",0.485863279162421,-0.177261534919995
