"","Pval","log2FoldChange_GroupY_vs_GroupX"
"ENSMUSG00000025609",0.400619934608223,-0.0949144288064363
"ENSMUSG00000019689",0.211772676366908,0.381514996787458
"ENSMUSG00000029925",0.729571032678519,0.0700759519100913
"ENSMUSG00000042599",0.263151700748615,-0.21037837076813
"ENSMUSG00000002413",0.269568334950365,-0.260532768202302
"ENSMUSG00000091313",0.980469331079755,0.0121927456486365
"ENSMUSG00000071477",0.177725661496057,0.324150437446922
"ENSMUSG00000029819",0.356236527650189,0.0998811810431901
"ENSMUSG00000058446",0.467394612295049,-0.0989215253130154
"ENSMUSG00000037973",0.0513745253522961,1.0393832516774
"ENSMUSG00000029787",0.288076858637302,-0.343416093660397
"ENSMUSG00000045441",0.964878995996193,-0.00746090734148249
"ENSMUSG00000108242",0.451754248903702,-0.321460804907472
"ENSMUSG00000053442",0.996247794457334,-0.00305153457614017
"ENSMUSG00000063884",0.36149559974252,-0.0996838197135858
"ENSMUSG00000108591",0.290989217040948,0.255656797899205
"ENSMUSG00000079523",0.311094061522126,0.212368223407204
"ENSMUSG00000108057",0.271604279802749,-0.323898618965964
"ENSMUSG00000000627",0.115611335069576,0.174081854827631
"ENSMUSG00000030034",0.305020412825746,0.301125204579898
"ENSMUSG00000031865",0.0833270411479926,0.138175826473075
"ENSMUSG00000068299",0.661273287011705,-0.0656546137350507
"ENSMUSG00000107230",0.744810178919145,-0.131752077820351
"ENSMUSG00000057278",0.316777706260568,0.266695563859155
"ENSMUSG00000101655",0.562515021196286,0.259856150967436
"ENSMUSG00000097048",0.159374260470781,0.349047518291534
"ENSMUSG00000001157",0.307538333223109,-0.0981278976634873
"ENSMUSG00000029992",0.241014799938293,-0.279050341010445
"ENSMUSG00000068263",0.464026880500562,-0.0816161870188215
"ENSMUSG00000044927",0.486763385671402,0.194995913548051
"ENSMUSG00000030082",0.857484012327888,-0.0148082266415481
"ENSMUSG00000034037",0.208255488603058,0.33796020714131
"ENSMUSG00000108199",0.325872782381344,0.686039352279951
"ENSMUSG00000005892",0.402238071776144,-0.151025732609922
"ENSMUSG00000030031",0.848821493493809,-0.0661274687494984
"ENSMUSG00000059187",0.0960060092341751,-0.270499160985524
"ENSMUSG00000052144",0.100187849658597,-0.285012925343858
"ENSMUSG00000030105",0.225142552811127,-0.117142953257354
"ENSMUSG00000107944",0.6798257362416,0.153711093884306
"ENSMUSG00000045009",0.269369567946701,0.131504603959334
"ENSMUSG00000030126",0.335337118581703,-0.0820057050532521
"ENSMUSG00000107577",0.687649078769028,0.141333704685779
"ENSMUSG00000042213",0.640746456494847,-0.0708623645148592
"ENSMUSG00000059689",0.352309808628318,0.215927259699586
"ENSMUSG00000042079",0.302576266908848,-0.150700914115575
"ENSMUSG00000072772",0.191403284731319,0.259777464264723
"ENSMUSG00000038451",0.379733705646759,0.172869597284455
"ENSMUSG00000038390",0.0795601614821163,0.128353982981337
"ENSMUSG00000030127",0.302059372015279,0.0929305258266514
"ENSMUSG00000059659",0.152168373439589,1.2525991711555
"ENSMUSG00000060032",0.150569317243457,0.330538305011743
"ENSMUSG00000043298",0.00512044593250773,-0.837265119022207
"ENSMUSG00000030232",0.501931847590566,-0.126494325393179
"ENSMUSG00000040112",0.76754627646283,0.0497665859722554
"ENSMUSG00000063171",0.258451139969863,0.417246890215049
"ENSMUSG00000064179",0.221858654855785,0.424196903933698
"ENSMUSG00000060860",0.202103328646854,0.205868104854396
"ENSMUSG00000035203",0.574761418106748,0.0890881820625528
"ENSMUSG00000110320",0.445313271029645,0.411808738816954
"ENSMUSG00000033961",0.902279111522837,-0.0267382700818601
"ENSMUSG00000005575",0.5582116597354,0.088396854855706
"ENSMUSG00000041571",0.614575242593979,0.0802535879508705
"ENSMUSG00000041560",0.329491655165816,0.183349558662667
"ENSMUSG00000006019",0.372079714926378,0.218857809499884
"ENSMUSG00000048920",0.174852861057129,0.176134331977128
"ENSMUSG00000003099",0.260587380797595,0.086956362612661
"ENSMUSG00000044030",0.362944241783352,0.101903834633735
"ENSMUSG00000030410",0.339700279359984,0.08041002382016
"ENSMUSG00000030407",0.0692680308118891,0.192284224205352
"ENSMUSG00000040824",0.225550642501148,0.318427618770504
"ENSMUSG00000030406",0.615646350156129,0.192490723560455
"ENSMUSG00000040811",0.113550270170865,0.237640733851822
"ENSMUSG00000044317",0.12788333770227,0.486905796047356
"ENSMUSG00000030403",0.990055499690803,0.00250521527348654
"ENSMUSG00000040734",0.345648324068648,0.223236527964125
"ENSMUSG00000002043",0.0911562090110688,0.42024267167617
"ENSMUSG00000002984",0.192048920815743,0.278234481165486
"ENSMUSG00000002980",0.265739187238683,0.319128996945982
"ENSMUSG00000074282",0.0763608868318456,0.186771092454429
"ENSMUSG00000091955",0.426781529648354,0.516001696792924
"ENSMUSG00000054499",0.731405603504679,-0.039943910890501
"ENSMUSG00000063439",0.198858570274926,0.400488927020984
"ENSMUSG00000003752",0.970413845359943,0.00852128385229849
"ENSMUSG00000007944",0.40255155269399,0.183075028259664
"ENSMUSG00000030604",0.291785916588507,-0.17945563358153
"ENSMUSG00000046058",0.582794276237332,0.105940195060381
"ENSMUSG00000037563",0.270156006161286,0.202244482524613
"ENSMUSG00000015149",0.185048122129047,0.110560622252114
"ENSMUSG00000030588",0.259159632551929,0.213829734658181
"ENSMUSG00000037166",0.298404050722695,0.309197913071902
"ENSMUSG00000062040",0.887088449400982,-0.0152254871436638
"ENSMUSG00000098022",0.0602326550746859,-1.04772266787585
"ENSMUSG00000066647",0.197071067413829,-0.0973920452306394
"ENSMUSG00000019738",0.2635884964364,0.439812938140931
"ENSMUSG00000042831",0.0954890820701544,0.212476828157621
"ENSMUSG00000036957",0.414527077644905,0.141519269817065
"ENSMUSG00000036845",0.115074660490949,0.243783492074735
"ENSMUSG00000006315",0.56740062689412,0.129333061425675
"ENSMUSG00000036634",0.505818617268982,0.0935837675165894
"ENSMUSG00000036570",0.517850739304663,0.182206397620561
"ENSMUSG00000036427",0.35393664603991,0.0850067629134924
"ENSMUSG00000096990",0.276628197540843,0.854628000625947
"ENSMUSG00000074165",0.118949678567626,-0.263723428975429
"ENSMUSG00000030731",0.375119102079185,0.22653869743234
"ENSMUSG00000047085",0.236598720598372,0.136997037383305
"ENSMUSG00000002204",0.117205499276705,0.911790123509465
"ENSMUSG00000011096",0.117334156792878,0.145133106040021
"ENSMUSG00000003421",0.152276561808202,0.213045318005599
"ENSMUSG00000003872",0.17478050536483,0.172412138217279
"ENSMUSG00000003873",0.115645121922185,0.236894330653781
"ENSMUSG00000055978",0.249935737692154,0.644428259654645
"ENSMUSG00000003273",0.0279640935266655,0.214553465556402
"ENSMUSG00000059070",0.289803989640033,0.219378256573053
"ENSMUSG00000110020",0.857281758390737,-0.0287952030249373
"ENSMUSG00000010307",0.483491202454329,0.133007245020462
"ENSMUSG00000109222",0.0290813824881371,0.63384750117302
"ENSMUSG00000108917",0.969680401291351,0.0103185259195852
"ENSMUSG00000030512",0.147816006363738,0.24548689893516
"ENSMUSG00000030509",0.708848274212545,-0.052681917034684
"ENSMUSG00000108530",0.333895309970565,-0.461600761393811
"ENSMUSG00000030609",0.625941649117447,-0.0398559921134854
"ENSMUSG00000108776",0.193644524025146,-0.780210152106728
"ENSMUSG00000030539",0.745397291691413,0.0280629668218607
"ENSMUSG00000045467",0.913179666111339,-0.0580023875809339
"ENSMUSG00000025102",0.436023863701913,0.14240170837953
"ENSMUSG00000011154",0.626339133704997,0.213927055289178
"ENSMUSG00000070462",0.986733292319679,0.0017747125860052
"ENSMUSG00000049583",0.136590204323448,-0.247440178551804
"ENSMUSG00000092071",0.351553675384648,0.399164879160976
"ENSMUSG00000097585",0.654081046048799,0.169135690007243
"ENSMUSG00000109320",0.642211347744586,-0.349967858089209
"ENSMUSG00000109382",0.429803397274824,0.406708735131953
"ENSMUSG00000030643",0.40522912505806,-0.119484740386338
"ENSMUSG00000087412",0.614803856089582,0.231633004785126
"ENSMUSG00000035704",0.390811771889698,-0.13880721036697
"ENSMUSG00000025133",0.953047909014298,-0.00456529038977373
"ENSMUSG00000030761",0.55841651474913,0.104547466536395
"ENSMUSG00000035401",0.857533000169701,-0.019305261405875
"ENSMUSG00000035354",0.617849886612742,0.0653221689164346
"ENSMUSG00000035298",0.380712212084778,0.316446370610179
"ENSMUSG00000099137",0.31905076654928,0.373982776344721
"ENSMUSG00000008318",0.182655571046876,0.171861393999889
"ENSMUSG00000073982",0.517349719368849,0.156525946927187
"ENSMUSG00000037060",0.393098709081537,0.159472857640105
"ENSMUSG00000043866",0.210995376031083,0.180450404963141
"ENSMUSG00000055116",0.329251413580485,-0.141136020852763
"ENSMUSG00000100153",0.648934115774688,0.0860622177200276
"ENSMUSG00000097343",0.140547011657945,0.335299273352152
"ENSMUSG00000046096",0.467887782532602,-0.169754730216624
"ENSMUSG00000042978",0.273203713734065,0.16528298830396
"ENSMUSG00000095334",0.330326844957794,-0.354561797010396
"ENSMUSG00000030678",0.30127572087361,0.183012278215107
"ENSMUSG00000054716",0.156707041898716,0.393546684783998
"ENSMUSG00000030830",0.341180537427246,-0.576852762096379
"ENSMUSG00000045251",0.113083384257338,0.403700735406003
"ENSMUSG00000057176",0.816161147674088,0.0510183535163482
"ENSMUSG00000030816",0.263257504260138,0.0900069974967789
"ENSMUSG00000030814",0.505026677999016,0.127562663915697
"ENSMUSG00000030785",0.195589529216955,0.350460113227863
"ENSMUSG00000042178",0.484674621570344,0.168556885615784
"ENSMUSG00000040298",0.0944068998427434,1.01592592329546
"ENSMUSG00000053111",0.0935154960429689,0.221800074715104
"ENSMUSG00000041309",0.237098801633165,0.345743049298265
"ENSMUSG00000073795",0.21376941272403,0.481503160112111
"ENSMUSG00000025468",0.375250539046375,0.170188314885008
"ENSMUSG00000038489",0.384961453433339,0.305228726161715
"ENSMUSG00000031074",0.434456174938953,0.256412656664978
"ENSMUSG00000019774",0.183974044586746,-0.228077142995936
"ENSMUSG00000019790",0.417522107790087,-0.165923620214024
"ENSMUSG00000050994",0.19383606646355,-0.313335665948552
"ENSMUSG00000019832",0.0485580249436916,-0.8034123789463
"ENSMUSG00000090112",0.282149335465254,-0.190541055303129
"ENSMUSG00000078348",0.159353056141566,0.285687333878772
"ENSMUSG00000019865",0.710655484944333,0.174688076078072
"ENSMUSG00000078453",0.17159506371662,-0.153393443614487
"ENSMUSG00000059554",0.64174839017905,0.0565262285442595
"ENSMUSG00000037608",0.297305086801886,-0.132107730592698
"ENSMUSG00000039031",0.638858404107474,-0.109650891023274
"ENSMUSG00000019789",0.42427738963608,-0.170083166985057
"ENSMUSG00000038481",0.185489724181099,-0.255854897698315
"ENSMUSG00000046922",0.638917017645947,0.0744583178277816
"ENSMUSG00000038280",0.0222558359386575,-0.193320916128383
"ENSMUSG00000019802",0.337298266015458,-0.13935187387192
"ENSMUSG00000110841",0.326384748817897,0.274212317475956
"ENSMUSG00000019861",0.456237921035325,-0.133582174054225
"ENSMUSG00000003746",0.386852567634193,-0.255151342374496
"ENSMUSG00000038122",0.469098799793644,-0.169090999676253
"ENSMUSG00000038039",0.447422868059282,-0.128120251211993
"ENSMUSG00000037151",0.933419362104033,0.00600846191921568
"ENSMUSG00000020089",0.367013141309567,-0.08618405937215
"ENSMUSG00000020075",0.143673615525391,-0.192638116000671
"ENSMUSG00000052613",0.235940455715708,-0.20284951272974
"ENSMUSG00000001665",0.752792419695531,-0.075230439285636
"ENSMUSG00000033307",0.199241256626845,0.270029247598447
"ENSMUSG00000000290",0.0468697991876104,-0.66694504290278
"ENSMUSG00000020308",0.255376819379043,0.302900565671368
"ENSMUSG00000020327",0.00854730098153211,0.668745494614301
"ENSMUSG00000035863",0.619472376764354,0.051656563479952
"ENSMUSG00000045193",0.249257329400057,0.342058680818604
"ENSMUSG00000020153",0.223657961804363,0.299458677898751
"ENSMUSG00000063457",0.336700310567398,0.306953276451601
"ENSMUSG00000020135",0.199412733219709,0.0984980225594007
"ENSMUSG00000035504",0.177990227260914,0.116972128957707
"ENSMUSG00000003346",0.16782743768908,0.215011003327268
"ENSMUSG00000003344",0.54315888779131,0.0817229336577581
"ENSMUSG00000035278",0.160135111437064,0.234350987917763
"ENSMUSG00000020211",0.543769370303779,0.0922775208145706
"ENSMUSG00000035242",0.134159692422823,0.181131724871354
"ENSMUSG00000020219",0.244230752235665,0.346974819328026
"ENSMUSG00000004937",0.479481912681289,0.0923924879732405
"ENSMUSG00000004929",0.303110476291132,0.170109723891596
"ENSMUSG00000035027",0.387791423393827,0.176277198076658
"ENSMUSG00000034974",0.444821867651355,0.159682970186527
"ENSMUSG00000020232",0.121777541904351,0.375701987531084
"ENSMUSG00000034854",0.278458909139379,0.159103251108496
"ENSMUSG00000078440",0.278209982601646,0.148689342453038
"ENSMUSG00000020238",0.301271007123498,0.152505912095572
"ENSMUSG00000044199",0.277330281978324,0.806523890136833
"ENSMUSG00000054452",0.3291191909777,0.229217433093176
"ENSMUSG00000035620",0.684290906639253,-0.0655387680140352
"ENSMUSG00000036499",0.214743982877328,-0.183823762288433
"ENSMUSG00000019943",0.0286178508970768,-0.205509422967734
"ENSMUSG00000036019",0.0181141283019997,0.234929185617009
"ENSMUSG00000036009",0.911646669379193,-0.0255791345022015
"ENSMUSG00000020189",0.444697886973565,-0.234261006728726
"ENSMUSG00000050663",0.523504690568517,-0.114948154648743
"ENSMUSG00000020137",0.319630397941643,-0.333387101959667
"ENSMUSG00000020151",0.850411113941723,0.0104536108486846
"ENSMUSG00000020124",0.428454123485959,-0.184156830650818
"ENSMUSG00000020102",0.22840633473063,-0.28842616397807
"ENSMUSG00000040521",0.357252460592518,0.189469246013382
"ENSMUSG00000006732",0.588286364644138,0.0949511922001202
"ENSMUSG00000039810",0.508143745767519,0.0534876532835596
"ENSMUSG00000090247",0.459529161885939,0.251279797881934
"ENSMUSG00000019470",0.195067826270908,0.216505595426677
"ENSMUSG00000040028",0.126237250296328,-0.264225179366055
"ENSMUSG00000038515",0.124135398911128,0.375363103351793
"ENSMUSG00000055675",0.217045200290833,-0.123983932446046
"ENSMUSG00000031465",0.874958048237134,-0.0243756637534725
"ENSMUSG00000071796",0.365254203338097,-0.305566361900832
"ENSMUSG00000061313",0.611606146235038,0.0729194184936156
"ENSMUSG00000037296",0.291060502608617,0.10856271043993
"ENSMUSG00000031516",0.275563202611475,0.0541055545289701
"ENSMUSG00000097257",0.356223577121064,0.378744491542948
"ENSMUSG00000031601",0.385794779956418,-0.201426921436922
"ENSMUSG00000031591",0.255068745847267,-0.25677494669386
"ENSMUSG00000031631",0.12174101495505,-0.109179293272139
"ENSMUSG00000038206",0.149026136242746,-0.150860659977184
"ENSMUSG00000004319",0.357990986312611,-0.16641640472672
"ENSMUSG00000031642",0.815471049263252,-0.0435600960496117
"ENSMUSG00000091764",0.756607988531112,0.110247116260133
"ENSMUSG00000036199",0.335266286325429,0.2367275173785
"ENSMUSG00000011306",0.113314186269018,0.243248149815574
"ENSMUSG00000002343",0.311241890754484,0.1419664214928
"ENSMUSG00000055681",0.129196513206112,0.160654790563246
"ENSMUSG00000090137",0.317702086335205,0.195158365380612
"ENSMUSG00000055553",0.312464539201008,0.189961999924861
"ENSMUSG00000070003",0.135991606303019,0.228209692364147
"ENSMUSG00000071076",0.374783283892548,0.189532607155886
"ENSMUSG00000031834",0.0931106129227837,0.11927770820196
"ENSMUSG00000019261",0.0951744542507863,0.220425173015773
"ENSMUSG00000002393",0.148533057966068,0.188835669500131
"ENSMUSG00000034845",0.183187030154606,0.302628428094865
"ENSMUSG00000031813",0.358556965859887,0.296532997169968
"ENSMUSG00000110529",0.196277925234443,0.407143220541408
"ENSMUSG00000097472",0.186435564008496,1.0916747696008
"ENSMUSG00000003033",0.0482704677542464,0.21551531217133
"ENSMUSG00000058355",0.628686282033942,-0.0931028611273873
"ENSMUSG00000052456",0.22022053008182,0.131976398791018
"ENSMUSG00000041203",0.194747314906072,0.295263102813777
"ENSMUSG00000005150",0.251468336042218,0.23715589910323
"ENSMUSG00000036872",0.0213397200802602,0.936077255516793
"ENSMUSG00000031657",0.660107414198559,0.029673981615201
"ENSMUSG00000109956",0.395888339191151,-0.180701179068915
"ENSMUSG00000109642",0.663975906962979,0.293550770759964
"ENSMUSG00000031760",0.32392238447304,0.312695166162998
"ENSMUSG00000031770",0.941435301008329,0.00597149136704086
"ENSMUSG00000031776",0.878667680829801,0.00980079079175533
"ENSMUSG00000031775",0.442114032497161,0.171076834871047
"ENSMUSG00000031783",0.299521874685339,0.0812144309470671
"ENSMUSG00000040631",0.638697178383052,0.0568796257462052
"ENSMUSG00000031790",0.292171355324855,0.11822370745496
"ENSMUSG00000102593",0.828602843758636,0.0844794082059889
"ENSMUSG00000050357",0.190030321638325,0.198641815254631
"ENSMUSG00000044287",0.451807141984879,0.251988118219089
"ENSMUSG00000061048",0.668807796569305,-0.220821325679852
"ENSMUSG00000031917",0.367674478397729,0.071951553516298
"ENSMUSG00000031924",0.23849800581441,-0.072327051424239
"ENSMUSG00000031930",0.455075071183754,0.105135003105222
"ENSMUSG00000104292",0.245282048925387,1.138908879058
"ENSMUSG00000031728",0.330115546816953,0.219680822826519
"ENSMUSG00000046441",0.351941354932493,-0.115391195776602
"ENSMUSG00000031949",0.144823712084082,0.340199422721447
"ENSMUSG00000031847",0.716964414926464,-0.0741662676153705
"ENSMUSG00000034308",0.884788800420201,-0.0194050511377485
"ENSMUSG00000043687",0.742878385922598,-0.0857811820796745
"ENSMUSG00000031818",0.26618781083444,0.243730045774645
"ENSMUSG00000093682",0.577032131690802,-0.177118085914252
"ENSMUSG00000110656",0.856464745317599,0.065196399746558
"ENSMUSG00000000740",0.453463406298751,0.193783919966712
"ENSMUSG00000062380",0.281864579963379,0.0567635222957616
"ENSMUSG00000001482",0.180496037177018,0.108060456967424
"ENSMUSG00000085030",0.805690729780916,0.0403702470215191
"ENSMUSG00000031972",0.441739674542895,0.165128096353337
"ENSMUSG00000043051",0.495097889488192,0.23103330982723
"ENSMUSG00000057060",0.765897045362536,0.0657090948053796
"ENSMUSG00000025812",0.251759631199959,0.140597235761251
"ENSMUSG00000092167",0.230242068389496,-0.41197107016469
"ENSMUSG00000017491",0.925178842628936,0.0191842257860389
"ENSMUSG00000021775",0.348567966948843,-0.223842914695255
"ENSMUSG00000021809",0.371773247883477,0.140916904722842
"ENSMUSG00000049960",0.293441764789064,0.197694610970682
"ENSMUSG00000021820",0.432061936888449,0.0487672159120671
"ENSMUSG00000021770",0.446215357112407,-0.132981977026723
"ENSMUSG00000046753",0.525299242222794,-0.0847085151527645
"ENSMUSG00000021957",0.211250337240269,0.189789807836069
"ENSMUSG00000006527",0.288931072308873,-0.123539618823611
"ENSMUSG00000042354",0.534533743319443,-0.0690816914423238
"ENSMUSG00000021911",0.871674302951085,0.0247664579250255
"ENSMUSG00000021913",0.595051151764922,0.0453291614337457
"ENSMUSG00000050666",0.0869774505422799,0.321317619817904
"ENSMUSG00000041408",0.402574275060077,-0.102225597178704
"ENSMUSG00000058690",0.162696080226008,-0.193208803291916
"ENSMUSG00000041028",0.179507717628885,-0.152726044016777
"ENSMUSG00000062014",0.183318946418575,-0.300168693138137
"ENSMUSG00000021840",0.189148482290552,-0.32941058211625
"ENSMUSG00000036339",0.358007368886973,-0.110349470818431
"ENSMUSG00000006289",0.262807217385612,0.196191038284379
"ENSMUSG00000022160",0.979982635775957,0.00223294601814876
"ENSMUSG00000022193",0.188609300130132,0.175606377893921
"ENSMUSG00000022199",0.0904065597068038,0.189261715311274
"ENSMUSG00000045691",0.260271897366801,0.122916213974837
"ENSMUSG00000022217",0.170777970086357,0.345960766668766
"ENSMUSG00000002319",0.204240762720266,0.0888749394278926
"ENSMUSG00000022223",0.56319529031814,0.0872564733204013
"ENSMUSG00000021965",0.355340587602027,-0.280695700894737
"ENSMUSG00000021987",0.339152919902397,-0.210376057295439
"ENSMUSG00000021958",0.29330314854562,0.256924343391312
"ENSMUSG00000054733",0.863945468403737,-0.0298426821337701
"ENSMUSG00000034194",0.275975624934208,0.23095676161332
"ENSMUSG00000022090",0.220123684680123,0.275404629187643
"ENSMUSG00000045211",0.955271683011283,-0.0128943614402254
"ENSMUSG00000034997",0.528486487149417,-0.341424951219793
"ENSMUSG00000021998",0.366846810443312,-0.215952976440878
"ENSMUSG00000052584",0.330662381009138,0.185765293910169
"ENSMUSG00000022016",0.354358493155608,-0.233881746204768
"ENSMUSG00000022020",0.187196931400465,-0.316019950072645
"ENSMUSG00000022111",0.689587612001715,-0.0553369458632741
"ENSMUSG00000022124",0.514983268997637,-0.120632745227428
"ENSMUSG00000022120",0.0729470129700999,-0.34070947428698
"ENSMUSG00000025899",0.181543470657467,-0.276886157214177
"ENSMUSG00000025887",0.142275902986743,1.02111258011125
"ENSMUSG00000032006",0.129245241627373,-0.409892414879958
"ENSMUSG00000074516",0.477091095109949,0.187265609091543
"ENSMUSG00000032000",0.435671541441396,-0.430499059512465
"ENSMUSG00000032009",0.201329249722332,-0.259991223020654
"ENSMUSG00000031927",0.904812988483799,0.0276215221625874
"ENSMUSG00000031932",0.367085164788729,-0.0848672695534131
"ENSMUSG00000043943",0.103410902406781,-0.786576799532128
"ENSMUSG00000057551",0.323551807414591,-0.155421398863572
"ENSMUSG00000060510",0.370335341584606,-0.218024914373538
"ENSMUSG00000058192",0.683364215180611,-0.0722633828399823
"ENSMUSG00000032174",0.417533803601092,0.0918267964026028
"ENSMUSG00000097439",0.168387806687946,-0.426731494202532
"ENSMUSG00000057193",0.461269543747554,0.0542235369408927
"ENSMUSG00000006241",0.21849423358311,0.25395045205282
"ENSMUSG00000006235",0.101629263866038,0.438391050647967
"ENSMUSG00000001833",0.394644224522551,-0.124257064634814
"ENSMUSG00000032033",0.581248969738634,0.1121813826325
"ENSMUSG00000035934",0.936367091226406,-0.00642974015861543
"ENSMUSG00000053310",0.401959214492047,0.143522746454167
"ENSMUSG00000049281",0.385591959287474,-0.140584227146248
"ENSMUSG00000100837",0.22067558147878,0.658332861694325
"ENSMUSG00000032105",0.2622100187608,0.242014700049976
"ENSMUSG00000049932",0.310450214349856,0.211778248648309
"ENSMUSG00000060380",0.274799760717718,0.191753769759498
"ENSMUSG00000032096",0.472149339962344,-0.12181939649689
"ENSMUSG00000070305",0.771764409082181,-0.071669675652154
"ENSMUSG00000042790",0.652284069413666,-0.0565615588404908
"ENSMUSG00000111329",0.141489131390075,0.682626406297234
"ENSMUSG00000032064",0.461574645981115,-0.158880311329569
"ENSMUSG00000037971",0.121598619191803,0.173102976173083
"ENSMUSG00000034487",0.885562092565803,0.0483073251559975
"ENSMUSG00000034218",0.327739187807098,-0.340579713602007
"ENSMUSG00000074345",0.741379082655428,-0.0954841055358154
"ENSMUSG00000037493",0.094410917288239,0.356527274346214
"ENSMUSG00000061559",0.264209262251119,0.0915037890678869
"ENSMUSG00000032293",0.677714605435383,-0.102676656904815
"ENSMUSG00000035594",0.721667388308979,-0.114879473148133
"ENSMUSG00000032307",0.175984757150142,-0.143681148320488
"ENSMUSG00000032311",0.479364073351737,0.18418521562837
"ENSMUSG00000042557",0.127618405330034,-0.265038059691728
"ENSMUSG00000032333",0.374265430818935,0.127990729996882
"ENSMUSG00000032338",0.365790060663252,-0.143556805285376
"ENSMUSG00000025234",0.418333438543104,-0.158418238598225
"ENSMUSG00000095868",0.030752584863597,1.11254951402845
"ENSMUSG00000032388",0.621826300301217,0.0576138674668956
"ENSMUSG00000055125",0.60366526897196,0.178971845160775
"ENSMUSG00000054693",0.179452543484351,-0.334483136610246
"ENSMUSG00000104467",0.31601395550879,-1.08661151132512
"ENSMUSG00000032228",0.120200990338731,-0.264766016660059
"ENSMUSG00000104432",0.765200108212092,-0.164759205204407
"ENSMUSG00000111348",0.962090475334738,-0.00881087568847885
"ENSMUSG00000110824",0.38533018465916,-0.478263972390594
"ENSMUSG00000032186",0.339397488070765,-0.230448053585525
"ENSMUSG00000007908",0.4524307453034,-0.124152765025567
"ENSMUSG00000034252",0.223679038179439,-0.154613360861341
"ENSMUSG00000033577",0.0780993936813779,-0.147331515992201
"ENSMUSG00000049511",0.284162580301872,-0.290253231980284
"ENSMUSG00000032417",0.162346740419123,0.218538667446138
"ENSMUSG00000032872",0.914410992474585,0.01317850332277
"ENSMUSG00000032422",0.782937467811423,0.0516574007708981
"ENSMUSG00000101335",0.458206928822168,-0.452299493287028
"ENSMUSG00000046997",0.636864733139537,0.0797600049620437
"ENSMUSG00000032527",0.468206494185993,0.108801282186322
"ENSMUSG00000032553",0.835432428264556,-0.0129386138182491
"ENSMUSG00000032570",0.286783907332525,-0.274023531092973
"ENSMUSG00000032572",0.0295491217244346,0.489490770037313
"ENSMUSG00000020257",0.730835761263407,-0.0462790832281516
"ENSMUSG00000023277",0.0792333713253171,0.239367977103531
"ENSMUSG00000042210",0.25452650572285,0.195742710239718
"ENSMUSG00000091735",0.362999610286281,0.220637503816927
"ENSMUSG00000041506",0.144808035495036,0.249548556031224
"ENSMUSG00000023192",0.419156520928222,-0.0522678066573125
"ENSMUSG00000040813",0.408252470186974,0.108041811171338
"ENSMUSG00000037977",0.866325576555184,-0.0574751759516277
"ENSMUSG00000079334",0.268601208027768,0.160991592667199
"ENSMUSG00000032604",0.72397385222996,0.0249291138445666
"ENSMUSG00000062867",0.215336112210289,0.132956213703405
"ENSMUSG00000006675",0.321224194741746,0.112328142566594
"ENSMUSG00000025651",0.206836649910313,0.22304457378213
"ENSMUSG00000025646",0.995813026048102,0.00181318024515419
"ENSMUSG00000044037",0.836692538990943,0.0314789527648831
"ENSMUSG00000046785",0.476060473209792,-0.176038119126596
"ENSMUSG00000087038",0.656006666714872,0.103153180681384
"ENSMUSG00000041012",0.770928337592596,0.073343349994218
"ENSMUSG00000032437",0.406277310473378,-0.181531269428984
"ENSMUSG00000039285",0.45475041836322,-0.160335352361043
"ENSMUSG00000039115",0.897163661087466,0.0245219487498387
"ENSMUSG00000041608",0.973739433364467,-0.00427882903607747
"ENSMUSG00000032532",0.804631317806019,0.0352659457155349
"ENSMUSG00000032526",0.236271273860772,0.206496856994349
"ENSMUSG00000013419",0.0205126566475656,0.150822282267917
"ENSMUSG00000111837",0.350349061241511,0.503673854047539
"ENSMUSG00000025245",0.707251006604133,-0.0725716413977902
"ENSMUSG00000110834",0.56371913504007,-0.1976203536248
"ENSMUSG00000048807",0.192640903470085,0.178482845206778
"ENSMUSG00000049721",0.454004493573454,0.190870163771629
"ENSMUSG00000002129",0.548851842809164,-0.0371348875413367
"ENSMUSG00000009076",0.28390617607143,0.161857288195907
"ENSMUSG00000020477",0.658641237194912,0.093234118331366
"ENSMUSG00000020475",0.253050902141396,0.335936076313445
"ENSMUSG00000002741",0.925191275764563,-0.00497055032953498
"ENSMUSG00000004393",0.510298206064447,0.0782923165381016
"ENSMUSG00000000384",0.10703139913013,0.127072008192133
"ENSMUSG00000041046",0.303009404382524,0.26299307866815
"ENSMUSG00000078965",0.980135348455893,0.0101181222124304
"ENSMUSG00000085415",0.34458685719189,0.5846740035429
"ENSMUSG00000040919",0.390018718797611,0.684385814438973
"ENSMUSG00000087501",0.635249163105333,0.31579856947066
"ENSMUSG00000040594",0.384929657159497,0.154696727317477
"ENSMUSG00000051062",0.326259233858367,0.178023046119968
"ENSMUSG00000006169",0.735970580724963,-0.072789511293389
"ENSMUSG00000046311",0.396783988105942,-0.175466882720043
"ENSMUSG00000020362",0.192020549854324,-0.28163297549044
"ENSMUSG00000044894",0.308324188949931,0.25993343593036
"ENSMUSG00000020388",0.469325051429209,0.163066248117908
"ENSMUSG00000035992",0.181325168057247,-0.3498361098203
"ENSMUSG00000043448",0.441759899648138,0.194987737423028
"ENSMUSG00000043648",0.132787917789398,0.808908947779109
"ENSMUSG00000020538",0.139896745578493,0.219654285460008
