"","Pval","log2FoldChange_GroupX_vs_GroupY"
"ENSMUSG00000045639",0.485714285714286,-0.0667670424964899
"ENSMUSG00000108808",0.685714285714286,0.935165863133312
"ENSMUSG00000030805",0.685714285714286,0.239034474347716
"ENSMUSG00000040331",0.485714285714286,-0.054881123663616
"ENSMUSG00000063179",0.2,0.183512860293463
"ENSMUSG00000030946",0.2,0.215339820992458
"ENSMUSG00000040139",0.485714285714286,0.0858129528371983
"ENSMUSG00000025477",0.485714285714286,0.187140080806769
"ENSMUSG00000025487",0.2,0.148741165150314
"ENSMUSG00000110275",0.0285714285714286,1.15593153765766
"ENSMUSG00000025508",1,0.282278062182096
"ENSMUSG00000048191",0.685714285714286,1.59103287617677
"ENSMUSG00000045777",0.342857142857143,0.456347758769653
"ENSMUSG00000007891",0.885714285714286,-0.0444361735252495
"ENSMUSG00000101609",0.885714285714286,0.031533568906409
"ENSMUSG00000019775",0.2,-0.157813861673747
"ENSMUSG00000040034",0.2,-0.152733031790625
"ENSMUSG00000061983",1,0.269878602718481
"ENSMUSG00000019792",0.342857142857143,-0.0218540317206898
"ENSMUSG00000019787",0.685714285714286,-0.76568384822232
"ENSMUSG00000019846",0.685714285714286,-0.015695738708792
"ENSMUSG00000019845",0.342857142857143,-0.409791286111653
"ENSMUSG00000096687",0.885714285714286,0.0494461967043789
"ENSMUSG00000098055",0.2,0.57333705054267
"ENSMUSG00000014329",0.685714285714286,0.0711805962248117
"ENSMUSG00000020175",1,0.0421416811876659
"ENSMUSG00000033208",0.885714285714286,0.28975696997942
"ENSMUSG00000001435",0.114285714285714,0.70021497169648
"ENSMUSG00000009293",0.885714285714286,0.0334502822754411
"ENSMUSG00000109776",0.485714285714286,-0.0356167789254119
"ENSMUSG00000005357",1,0.657291728348927
"ENSMUSG00000035640",0.2,0.10733360993494
"ENSMUSG00000035621",0.114285714285714,-0.208165212139244
"ENSMUSG00000061589",0.342857142857143,0.0508378337803309
"ENSMUSG00000062075",0.342857142857143,0.0158263027147263
"ENSMUSG00000074862",0.685714285714286,0.066223662968669
"ENSMUSG00000020263",0.885714285714286,0.108705206190634
"ENSMUSG00000020052",0.342857142857143,0.142749002412359
"ENSMUSG00000015889",0.342857142857143,0.0440328823501012
"ENSMUSG00000036112",0.685714285714286,-0.0213937640718866
"ENSMUSG00000097869",0.342857142857143,0.131007557933186
"ENSMUSG00000102410",0.342857142857143,0.331240206936629
"ENSMUSG00000034024",0.342857142857143,-0.00495730810463374
"ENSMUSG00000020212",0.485714285714286,0.117062060399794
"ENSMUSG00000090461",1,2.04198219885788
"ENSMUSG00000034707",0.2,-0.0853729840743061
"ENSMUSG00000044071",0.885714285714286,-0.169869955631318
"ENSMUSG00000025393",0.342857142857143,0.0424901158949577
"ENSMUSG00000025374",0.685714285714286,0.159423385152402
"ENSMUSG00000078427",0.342857142857143,0.0375642069231931
"ENSMUSG00000044433",0.342857142857143,0.119864097129958
"ENSMUSG00000004630",0.685714285714286,3.4899156487514
"ENSMUSG00000001300",1,-0.208976751998
"ENSMUSG00000049717",0.2,-0.230355068565779
"ENSMUSG00000031453",0.685714285714286,-0.0944350459948495
"ENSMUSG00000031480",0.342857142857143,-0.147224365837951
"ENSMUSG00000031552",0.685714285714286,-0.153188259504781
"ENSMUSG00000031483",1,-0.101452839791431
"ENSMUSG00000109751",0.885714285714286,0.535377443646025
"ENSMUSG00000038173",0.885714285714286,0.125449653893096
"ENSMUSG00000110246",0.342857142857143,-0.0698478028367894
"ENSMUSG00000031644",0.2,-0.153659460651456
"ENSMUSG00000110308",0.342857142857143,-0.333855267353446
"ENSMUSG00000003573",1,0.620787325410064
"ENSMUSG00000031622",0.0285714285714286,0.176274830707745
"ENSMUSG00000031714",0.114285714285714,-0.130946635172263
"ENSMUSG00000031711",0.342857142857143,0.0069499795111
"ENSMUSG00000005470",0.342857142857143,0.209456643796491
"ENSMUSG00000086067",0.0285714285714286,0.995000371696591
"ENSMUSG00000087026",0.885714285714286,-0.00904991470941909
"ENSMUSG00000008167",0.342857142857143,0.132654379721815
"ENSMUSG00000047866",0.342857142857143,0.0282852458872586
"ENSMUSG00000097248",0.685714285714286,0.926622262010937
"ENSMUSG00000031654",1,1.08909034847418
"ENSMUSG00000031660",0.2,-0.0437792698765218
"ENSMUSG00000110079",0.685714285714286,-0.254725611805288
"ENSMUSG00000058019",0.685714285714286,-0.232836283840929
"ENSMUSG00000054400",0.685714285714286,0.124723651609217
"ENSMUSG00000036672",0.114285714285714,0.3823793411234
"ENSMUSG00000048310",0.342857142857143,0.123235543969476
"ENSMUSG00000039067",0.685714285714286,0.0894471882024183
"ENSMUSG00000031954",0.685714285714286,0.00148042432221266
"ENSMUSG00000047388",0.485714285714286,-0.101115606464251
"ENSMUSG00000034424",0.2,0.085291231794774
"ENSMUSG00000097960",0.342857142857143,-0.234420962974621
"ENSMUSG00000049577",0.485714285714286,0.055239166868236
"ENSMUSG00000031962",0.342857142857143,0.65593757631607
"ENSMUSG00000043068",0.342857142857143,0.336616700067585
"ENSMUSG00000094634",0.342857142857143,0.262315610430905
"ENSMUSG00000045799",0.2,0.252516435282679
"ENSMUSG00000021815",0.0285714285714286,1.18388663479246
"ENSMUSG00000063787",0.342857142857143,-0.0510965879401224
"ENSMUSG00000021819",0.114285714285714,0.113038836965884
"ENSMUSG00000015968",0.342857142857143,-0.176608275085245
"ENSMUSG00000052395",0.885714285714286,-0.0239030360734357
"ENSMUSG00000021903",0.685714285714286,0.526210657664134
"ENSMUSG00000021919",0.885714285714286,0.0527275473501969
"ENSMUSG00000006281",0.685714285714286,-0.0558786482825591
"ENSMUSG00000049295",0.685714285714286,0.287303128086036
"ENSMUSG00000022204",0.685714285714286,0.223810892874964
"ENSMUSG00000002324",0.2,0.646316310037645
"ENSMUSG00000007591",0.885714285714286,-0.589549329501327
"ENSMUSG00000040380",0.685714285714286,1.95325423898673
"ENSMUSG00000079184",0.485714285714286,-0.0212126443607424
"ENSMUSG00000063895",0.0285714285714286,-0.342299687323175
"ENSMUSG00000021986",0.342857142857143,-0.114428359830664
"ENSMUSG00000021993",1,0.0280404473940775
"ENSMUSG00000102151",0.114285714285714,1.41231238658955
"ENSMUSG00000035067",0.885714285714286,-0.0266827169457511
"ENSMUSG00000097545",0.685714285714286,0.257385801631914
"ENSMUSG00000022037",0.342857142857143,0.0318091060717183
"ENSMUSG00000022041",0.685714285714286,0.270812098657194
"ENSMUSG00000022048",0.885714285714286,0.0242784383634181
"ENSMUSG00000033446",0.0571428571428571,-0.425466114707756
"ENSMUSG00000085829",0.2,-0.140351882937201
"ENSMUSG00000061517",0.2,-0.109865174130796
"ENSMUSG00000032849",0.2,-0.176498805062014
"ENSMUSG00000042104",0.685714285714286,-0.0483849276862908
"ENSMUSG00000025555",0.885714285714286,-0.0376511557760666
"ENSMUSG00000037808",0.885714285714286,-0.0630189411430974
"ENSMUSG00000031928",0.2,0.146625460756577
"ENSMUSG00000037405",0.342857142857143,-0.297399325589107
"ENSMUSG00000032178",0.2,0.0752411429197011
"ENSMUSG00000032194",0.485714285714286,0.552671643085848
"ENSMUSG00000040146",0.885714285714286,0.540719798733876
"ENSMUSG00000045994",0.685714285714286,6.69001699634111e-05
"ENSMUSG00000031990",0.342857142857143,-0.0234199573069321
"ENSMUSG00000059974",0.485714285714286,-0.0773156333287458
"ENSMUSG00000111246",0.485714285714286,-0.0830354095297632
"ENSMUSG00000098758",0.342857142857143,-0.478121818753396
"ENSMUSG00000053889",0.2,-0.54404751183203
"ENSMUSG00000001948",0.685714285714286,0.445140462918072
"ENSMUSG00000011114",0.485714285714286,0.102504926701681
"ENSMUSG00000032021",0.885714285714286,2.03382996217793
"ENSMUSG00000032020",0.885714285714286,0.0154190745193169
"ENSMUSG00000100158",0.885714285714286,0.806385544929272
"ENSMUSG00000032112",0.342857142857143,0.047248170875976
"ENSMUSG00000111656",0.2,0.825850624726505
"ENSMUSG00000046480",0.342857142857143,0.114144848229161
"ENSMUSG00000059412",0.885714285714286,0.0465618697285466
"ENSMUSG00000032083",0.885714285714286,-0.459807702669636
"ENSMUSG00000032259",0.685714285714286,0.125723193732428
"ENSMUSG00000055069",0.342857142857143,-0.196820874106545
"ENSMUSG00000032291",0.0571428571428571,0.188056519387238
"ENSMUSG00000032313",0.485714285714286,0.389386242234664
"ENSMUSG00000111343",0.885714285714286,0.232979483266386
"ENSMUSG00000038957",0.485714285714286,-0.0252888602088144
"ENSMUSG00000090516",0.342857142857143,0.834111394500053
"ENSMUSG00000111394",0.685714285714286,0.0421640845072067
"ENSMUSG00000034485",0.2,0.30174999666043
"ENSMUSG00000036867",0.885714285714286,0.0763548198291811
"ENSMUSG00000059183",0.485714285714286,-0.0329323715837854
"ENSMUSG00000091956",0.342857142857143,0.883977538219003
"ENSMUSG00000032231",0.342857142857143,-0.0488881555578135
"ENSMUSG00000032212",0.485714285714286,0.0525600930421953
"ENSMUSG00000042444",0.342857142857143,-0.00932501550018166
"ENSMUSG00000032181",1,-0.0958831587884229
"ENSMUSG00000101144",0.342857142857143,0.475071540426166
"ENSMUSG00000033491",0.2,0.31072139838081
"ENSMUSG00000032353",0.685714285714286,0.168669915891376
"ENSMUSG00000103755",0.485714285714286,-0.0814976024903746
"ENSMUSG00000032412",0.342857142857143,-0.0668126282238872
"ENSMUSG00000051234",0.485714285714286,-0.0106075124490272
"ENSMUSG00000044244",0.885714285714286,1.8103170314007
"ENSMUSG00000032564",0.2,-0.257953867261699
"ENSMUSG00000057969",0.2,0.194476684493048
"ENSMUSG00000034837",0.2,1.05022649795962
"ENSMUSG00000103621",0.485714285714286,0.272082322826358
"ENSMUSG00000023473",0.885714285714286,0.0552659103863821
"ENSMUSG00000025648",0.685714285714286,0.155137706609393
"ENSMUSG00000032478",0.342857142857143,0.137024437101965
"ENSMUSG00000054792",0.685714285714286,0.0238518073109501
"ENSMUSG00000009741",0.685714285714286,0.0702656114095321
"ENSMUSG00000111434",0.485714285714286,0.37224691231272
"ENSMUSG00000097736",0.342857142857143,0.27923962046697
"ENSMUSG00000047036",0.342857142857143,-0.147418774617097
"ENSMUSG00000110945",0.685714285714286,0.321780454540387
"ENSMUSG00000020451",0.342857142857143,0.089518263580989
"ENSMUSG00000034543",0.342857142857143,0.0134303189215783
"ENSMUSG00000020160",0.885714285714286,-0.108373476088846
"ENSMUSG00000085035",0.2,0.43950095669452
"ENSMUSG00000020321",0.342857142857143,0.0925307743528274
"ENSMUSG00000081887",0.342857142857143,-0.117235745533105
"ENSMUSG00000069919",0.485714285714286,-0.00193268654081176
"ENSMUSG00000020428",0.885714285714286,1.86132979507905
"ENSMUSG00000078921",0.2,-1.7330759252867
"ENSMUSG00000078920",0.685714285714286,-0.444508603931961
"ENSMUSG00000036644",0.685714285714286,-0.0427730095750115
"ENSMUSG00000001054",0.342857142857143,-0.0328105502360774
"ENSMUSG00000018395",0.485714285714286,-0.0379438943478887
"ENSMUSG00000055333",0.485714285714286,2.63441653906888
"ENSMUSG00000018593",0.685714285714286,0.14880079789701
"ENSMUSG00000078853",0.342857142857143,-0.247306745901386
"ENSMUSG00000020491",0.485714285714286,-0.0644830186451608
"ENSMUSG00000018501",0.0285714285714286,-0.145660540775076
"ENSMUSG00000086841",0.885714285714286,0.21161434019162
"ENSMUSG00000047821",0.685714285714286,0.0101523525341044
"ENSMUSG00000020549",0.885714285714286,0.0510937653014908
"ENSMUSG00000032782",0.342857142857143,0.19327201543431
"ENSMUSG00000059796",0.342857142857143,-0.0057191203436692
"ENSMUSG00000023170",0.2,0.364875554251644
"ENSMUSG00000020884",0.2,0.798681171414505
"ENSMUSG00000040904",0.2,0.355810809908433
"ENSMUSG00000020828",0.0285714285714286,0.236399063220973
"ENSMUSG00000087523",0.2,0.354408067087092
"ENSMUSG00000018446",0.885714285714286,0.0220646325057603
"ENSMUSG00000020803",0.485714285714286,0.0620335189722081
"ENSMUSG00000020788",0.485714285714286,0.560593565111254
"ENSMUSG00000020774",0.342857142857143,-0.138168175890909
"ENSMUSG00000010554",0.2,-0.0626295564822101
"ENSMUSG00000077637",0.685714285714286,-0.476462675801216
"ENSMUSG00000020844",0.485714285714286,0.151980870829867
"ENSMUSG00000017631",0.885714285714286,-0.10771125731144
"ENSMUSG00000020840",0.885714285714286,-0.0472341311564777
"ENSMUSG00000037791",0.2,0.0845061116522979
"ENSMUSG00000002064",0.2,0.230240416429709
"ENSMUSG00000020703",0.685714285714286,0.262110639956327
"ENSMUSG00000035208",0.342857142857143,-0.357381003729883
"ENSMUSG00000020680",0.685714285714286,0.321339919061211
"ENSMUSG00000018698",0.885714285714286,1.06236890594092
"ENSMUSG00000087211",0.485714285714286,1.43476120953055
"ENSMUSG00000086199",1,-0.0623826519800089
"ENSMUSG00000020492",1,-0.598734092605768
"ENSMUSG00000020486",0.685714285714286,0.252777278765993
"ENSMUSG00000020485",0.342857142857143,-0.0138676332583907
"ENSMUSG00000034156",0.885714285714286,0.164263288497235
"ENSMUSG00000020866",0.342857142857143,0.129257272824968
"ENSMUSG00000038756",0.485714285714286,0.30467777828998
"ENSMUSG00000018678",0.342857142857143,0.101244572281457
"ENSMUSG00000001440",0.342857142857143,-0.133802742184417
"ENSMUSG00000001441",0.485714285714286,-0.0185835565960404
"ENSMUSG00000043439",0.2,0.067126637029662
"ENSMUSG00000038366",0.2,-0.121155549709473
"ENSMUSG00000038208",0.2,0.120839374429492
"ENSMUSG00000038150",1,0.0700177228383676
"ENSMUSG00000014198",0.685714285714286,1.80843290953419
"ENSMUSG00000035172",0.485714285714286,0.364594938160331
"ENSMUSG00000001493",0.2,0.530915957785965
"ENSMUSG00000017314",0.2,-0.131920155067298
"ENSMUSG00000020921",0.2,0.270151551121012
"ENSMUSG00000020922",0.685714285714286,-0.0278742348881201
"ENSMUSG00000059995",0.485714285714286,-0.0503087490318652
"ENSMUSG00000020923",0.885714285714286,0.0940885323713108
"ENSMUSG00000050288",0.342857142857143,0.0531779771935647
"ENSMUSG00000084375",1,-0.0456940991178377
"ENSMUSG00000018411",0.342857142857143,0.0523141990219954
"ENSMUSG00000049354",0.485714285714286,-0.221915329492636
"ENSMUSG00000041695",0.885714285714286,0.0643895225773825
"ENSMUSG00000020734",0.342857142857143,0.40787805855642
"ENSMUSG00000092300",0.685714285714286,0.0699284322118765
"ENSMUSG00000034227",0.485714285714286,0.136093223309921
"ENSMUSG00000020804",0.885714285714286,0.374909700114685
"ENSMUSG00000034120",0.885714285714286,0.00498290757467792
"ENSMUSG00000059248",0.114285714285714,0.0796464352707417
"ENSMUSG00000048277",0.485714285714286,0.192810315468547
"ENSMUSG00000025578",0.114285714285714,0.288692055293524
"ENSMUSG00000025372",0.685714285714286,0.0622039746814094
"ENSMUSG00000061306",0.685714285714286,-0.00529323844474483
"ENSMUSG00000025138",0.2,0.308814502360934
"ENSMUSG00000025156",0.114285714285714,0.0875500378861623
"ENSMUSG00000048445",0.342857142857143,0.133533030448293
"ENSMUSG00000021218",0.685714285714286,-0.188707095942262
"ENSMUSG00000088609",1,-0.122530488917584
"ENSMUSG00000002808",0.342857142857143,-0.0101823168843019
"ENSMUSG00000059395",0.685714285714286,0.416994640872907
"ENSMUSG00000021357",0.2,-0.17809925557971
"ENSMUSG00000045136",0.485714285714286,0.0453998723474325
"ENSMUSG00000039087",0.685714285714286,-0.0462663861148109
"ENSMUSG00000063200",1,0.0816780280957195
"ENSMUSG00000097059",0.885714285714286,-0.0740355796145044
"ENSMUSG00000037946",0.2,0.202471268024154
"ENSMUSG00000025867",0.485714285714286,-0.0223872934879732
"ENSMUSG00000086567",0.485714285714286,0.658050576623353
"ENSMUSG00000025878",0.485714285714286,0.0494792289374116
"ENSMUSG00000015937",0.2,0.093718373185422
"ENSMUSG00000021541",0.2,0.343516381627712
"ENSMUSG00000065599",0.485714285714286,0.42815217572992
"ENSMUSG00000057396",0.342857142857143,-0.290203852753923
"ENSMUSG00000034525",0.342857142857143,-0.176072209199869
"ENSMUSG00000021583",0.685714285714286,-0.188311450931774
"ENSMUSG00000021589",0.2,-0.402678267802337
"ENSMUSG00000003992",0.485714285714286,-0.0916795092396654
"ENSMUSG00000021686",0.2,-0.107080285238219
"ENSMUSG00000060739",0.885714285714286,-0.00334108855561774
"ENSMUSG00000052727",0.2,-0.145103904625239
"ENSMUSG00000021647",0.485714285714286,0.188264744150183
"ENSMUSG00000021636",0.2,0.464678288573406
"ENSMUSG00000021721",1,-0.157484676442956
"ENSMUSG00000068184",0.685714285714286,-0.021272275161679
"ENSMUSG00000109853",0.685714285714286,-0.332759515198973
"ENSMUSG00000042348",0.685714285714286,-0.0900935274380893
"ENSMUSG00000066637",0.485714285714286,0.0267073870671724
"ENSMUSG00000020571",0.485714285714286,0.0522065603491726
"ENSMUSG00000073179",0.885714285714286,0.198414792038537
"ENSMUSG00000052593",0.685714285714286,-0.165906795579659
"ENSMUSG00000020656",0.342857142857143,0.038825923804451
"ENSMUSG00000035983",0.885714285714286,-0.0784005362990908
"ENSMUSG00000096349",0.885714285714286,-1.88696158249789
"ENSMUSG00000035329",0.685714285714286,-0.0885707429755197
"ENSMUSG00000085539",0.2,0.384702162792374
"ENSMUSG00000020982",0.342857142857143,6.78376551114824e-05
"ENSMUSG00000060073",0.342857142857143,0.0560300448536229
"ENSMUSG00000021090",0.342857142857143,-0.305202568484353
"ENSMUSG00000056459",0.485714285714286,-0.0609357983568309
"ENSMUSG00000032705",0.485714285714286,-0.0839085032959124
"ENSMUSG00000021139",0.685714285714286,-0.149070812668558
"ENSMUSG00000010608",0.685714285714286,0.0923803407959865
"ENSMUSG00000048483",0.2,0.129427234171334
"ENSMUSG00000034126",0.685714285714286,-0.033786943103923
"ENSMUSG00000021039",0.342857142857143,0.050509322092909
"ENSMUSG00000047415",0.342857142857143,-0.0444349834362659
"ENSMUSG00000021182",0.685714285714286,0.0774501159256419
"ENSMUSG00000021192",0.2,0.114063691429379
"ENSMUSG00000096458",0.685714285714286,-0.0651548521939009
"ENSMUSG00000041415",0.342857142857143,-0.0865206688078185
"ENSMUSG00000021270",0.342857142857143,-0.224992702389107
"ENSMUSG00000097381",0.485714285714286,0.110819996319132
"ENSMUSG00000096995",0.485714285714286,0.202933673014795
"ENSMUSG00000091402",1,-0.353895416976393
"ENSMUSG00000002799",0.342857142857143,0.166824401997155
"ENSMUSG00000087221",0.485714285714286,0.031830204970926
"ENSMUSG00000049148",0.2,0.178243520983947
"ENSMUSG00000096956",0.2,-0.245454588583812
"ENSMUSG00000022261",0.485714285714286,-0.241256931634236
"ENSMUSG00000022257",0.685714285714286,-0.0295986512578955
"ENSMUSG00000022365",0.0285714285714286,-0.149681264050154
"ENSMUSG00000022375",0.342857142857143,-0.197549865668785
"ENSMUSG00000022372",0.2,0.305122474068549
"ENSMUSG00000079022",0.342857142857143,0.191821357414869
"ENSMUSG00000102018",0.685714285714286,0.337624866617958
"ENSMUSG00000022526",0.485714285714286,-0.0230324890377185
"ENSMUSG00000016554",0.342857142857143,0.177824120381643
"ENSMUSG00000005716",0.885714285714286,0.572867550031715
"ENSMUSG00000033220",0.2,-0.451181737204849
"ENSMUSG00000049521",1,0.17936667842849
"ENSMUSG00000099267",0.485714285714286,0.596215793208552
"ENSMUSG00000033099",0.485714285714286,0.140076661110164
"ENSMUSG00000044216",0.342857142857143,0.0085008805085721
"ENSMUSG00000022390",0.885714285714286,-0.0605894322906882
"ENSMUSG00000016624",0.485714285714286,0.104944582123682
"ENSMUSG00000016541",0.485714285714286,-0.0342043003603696
"ENSMUSG00000065608",0.485714285714286,0.248857095864151
"ENSMUSG00000065564",0.342857142857143,0.264823234114148
"ENSMUSG00000035900",0.885714285714286,0.0122514108895542
"ENSMUSG00000035757",0.2,0.227860959864881
"ENSMUSG00000022610",0.114285714285714,0.776527999696753
"ENSMUSG00000022621",1,0.126955428029999
"ENSMUSG00000022634",0.885714285714286,-0.0901913826644342
"ENSMUSG00000022635",1,0.195425894091836
"ENSMUSG00000022449",0.885714285714286,-0.0559050728443384
"ENSMUSG00000033237",0.342857142857143,-0.125628975488544
"ENSMUSG00000048175",1,-0.0604133340644501
"ENSMUSG00000022994",0.485714285714286,0.0540226145452679
"ENSMUSG00000003360",0.485714285714286,0.0636749037943514
"ENSMUSG00000072235",1,-0.018817200683173
"ENSMUSG00000043144",0.685714285714286,1.62670017492561
"ENSMUSG00000037003",0.685714285714286,0.136997748867422
"ENSMUSG00000022521",0.342857142857143,-0.0297061874052352
"ENSMUSG00000106967",1,0.030182656543029
"ENSMUSG00000022674",0.2,-0.149998458586257
"ENSMUSG00000005899",0.0571428571428571,0.258366446901843
"ENSMUSG00000021018",0.885714285714286,0.0907020832690639
"ENSMUSG00000006958",0.2,0.321881963623716
"ENSMUSG00000033306",0.685714285714286,0.0338656942184903
"ENSMUSG00000022525",0.485714285714286,-0.105323935109888
"ENSMUSG00000022538",0.0285714285714286,0.245811471071165
"ENSMUSG00000022817",0.2,0.121954306818639
"ENSMUSG00000086324",0.485714285714286,0.00825654672827821
"ENSMUSG00000022793",0.885714285714286,-0.0987782294010941
"ENSMUSG00000047261",0.2,0.126135917166911
"ENSMUSG00000022708",0.342857142857143,-0.0660230171227461
"ENSMUSG00000043065",0.342857142857143,-0.186325053536936
"ENSMUSG00000033157",0.685714285714286,-0.0148417014920941
"ENSMUSG00000022604",0.342857142857143,-0.070184465027719
"ENSMUSG00000022744",0.342857142857143,-0.0277695079200398
"ENSMUSG00000091243",0.2,-0.671249188937406
"ENSMUSG00000065530",0.342857142857143,-0.259835099886405
"ENSMUSG00000102562",0.685714285714286,0.534298270137096
"ENSMUSG00000022860",0.885714285714286,-0.183199890395277
"ENSMUSG00000039680",0.885714285714286,-0.0136354577161738
"ENSMUSG00000039456",0.114285714285714,-0.175643706250766
"ENSMUSG00000023341",0.485714285714286,-0.121884952506952
"ENSMUSG00000023809",0.342857142857143,0.0570818256160068
"ENSMUSG00000023827",0.685714285714286,0.0427452469523707
"ENSMUSG00000097350",0.685714285714286,-0.159023156194017
"ENSMUSG00000051977",0.2,0.367552502113294
"ENSMUSG00000060149",0.2,-0.315726081660897
"ENSMUSG00000086719",0.342857142857143,0.417386262570966
"ENSMUSG00000039218",0.685714285714286,0.214405584784686
"ENSMUSG00000024121",0.2,0.121391270962647
"ENSMUSG00000024132",0.2,0.174594009164388
"ENSMUSG00000032855",0.885714285714286,0.0621201156845688
"ENSMUSG00000045316",0.342857142857143,-0.0268137230346801
"ENSMUSG00000047507",0.114285714285714,0.363227975821215
"ENSMUSG00000025727",0.342857142857143,0.940349326135877
"ENSMUSG00000067629",0.485714285714286,0.0179812946437083
"ENSMUSG00000063239",0.885714285714286,0.331522098484864
"ENSMUSG00000024218",0.485714285714286,0.0340743779395403
"ENSMUSG00000063952",0.685714285714286,-0.0252075692740262
"ENSMUSG00000024006",0.342857142857143,0.0070214099612442
"ENSMUSG00000024007",0.342857142857143,0.269022280984894
"ENSMUSG00000062202",0.885714285714286,0.017862359135602
"ENSMUSG00000024312",0.2,0.227052775654734
"ENSMUSG00000034673",0.342857142857143,-0.0482962099891422
"ENSMUSG00000090877",0.342857142857143,-0.0442853507295331
"ENSMUSG00000091971",0.485714285714286,-0.0252705416344138
"ENSMUSG00000007050",0.342857142857143,0.0391047584322924
"ENSMUSG00000007030",1,0.864583329788487
"ENSMUSG00000007035",0.2,1.08384796550813
"ENSMUSG00000024399",0.485714285714286,-0.00533014889290458
"ENSMUSG00000035929",0.885714285714286,0.00237699263516604
"ENSMUSG00000001525",0.485714285714286,0.0819593540656946
"ENSMUSG00000038762",0.885714285714286,0.0978171075080513
"ENSMUSG00000045409",0.685714285714286,0.118036985305697
"ENSMUSG00000097971",0.485714285714286,1.03190320876818
"ENSMUSG00000042256",1,0.0143752288809237
"ENSMUSG00000023913",0.885714285714286,-0.141607458633946
"ENSMUSG00000039601",0.2,-0.151669232445438
"ENSMUSG00000023944",0.485714285714286,0.0395178024268159
"ENSMUSG00000058626",0.0571428571428571,3.0037601653769
"ENSMUSG00000040658",0.685714285714286,-0.0768408303314242
"ENSMUSG00000034729",0.2,0.0761188113610785
"ENSMUSG00000102744",0.2,-1.12017424333667
"ENSMUSG00000035580",0.685714285714286,-0.54987189773612
"ENSMUSG00000003208",0.2,0.30862116938276
"ENSMUSG00000003200",0.2,0.16988666277839
"ENSMUSG00000002833",0.342857142857143,0.321861599148868
"ENSMUSG00000002831",0.885714285714286,0.168034560721138
"ENSMUSG00000043683",0.885714285714286,-0.00215050786841592
"ENSMUSG00000013236",0.2,0.145767837530022
"ENSMUSG00000057863",0.885714285714286,0.447791890002576
"ENSMUSG00000007670",0.685714285714286,-0.0477456773840936
"ENSMUSG00000033278",0.2,-0.0827077038984368
"ENSMUSG00000100572",0.2,-0.994253283557264
"ENSMUSG00000056121",0.2,0.070257259654248
"ENSMUSG00000024079",0.2,-0.262963033958718
"ENSMUSG00000024084",0.885714285714286,-0.0147520103284698
"ENSMUSG00000054901",0.885714285714286,0.977172239984787
"ENSMUSG00000033966",0.2,-0.292761721024095
"ENSMUSG00000071037",0.0285714285714286,0.444970991228119
"ENSMUSG00000093460",0.485714285714286,0.168784279574188
"ENSMUSG00000024143",0.0285714285714286,-0.28402910453713
"ENSMUSG00000085287",0.2,0.247845634222273
"ENSMUSG00000090160",0.885714285714286,-0.0311362441142893
"ENSMUSG00000024421",0.2,-0.515553826982286
"ENSMUSG00000047161",0.2,-0.357075062252551
"ENSMUSG00000024395",1,0.197925955730246
"ENSMUSG00000037058",0.2,-0.0437371837463976
"ENSMUSG00000024354",0.342857142857143,0.829636154606347
"ENSMUSG00000046727",0.485714285714286,0.0161108528181219
"ENSMUSG00000014294",1,0.341437879539651
"ENSMUSG00000001380",0.485714285714286,0.0113128070800434
"ENSMUSG00000001383",0.342857142857143,0.00919162857997625
"ENSMUSG00000104252",0.342857142857143,-0.773860863791504
"ENSMUSG00000043458",0.485714285714286,-0.0873824440005899
"ENSMUSG00000097330",0.2,-0.158593574331227
"ENSMUSG00000102918",0.885714285714286,-0.0615886745733898
"ENSMUSG00000033022",0.885714285714286,-0.146602352191418
"ENSMUSG00000097707",0.342857142857143,0.409790383911138
"ENSMUSG00000008301",0.485714285714286,0.0536848340776257
"ENSMUSG00000054072",1,-0.793466176944088
"ENSMUSG00000024608",0.342857142857143,0.0795001024404553
"ENSMUSG00000024530",0.485714285714286,0.0327506066335349
"ENSMUSG00000024539",0.2,-0.126950018948275
"ENSMUSG00000038121",0.0285714285714286,-0.30452086182195
"ENSMUSG00000025885",0.342857142857143,0.000802305171558403
"ENSMUSG00000089235",0.0285714285714286,1.7991221648597
"ENSMUSG00000024563",0.2,-0.193524269748948
"ENSMUSG00000025428",0.485714285714286,-0.011803706087622
"ENSMUSG00000025429",1,-0.012299032038106
"ENSMUSG00000056214",0.342857142857143,0.0200524614990128
"ENSMUSG00000110277",0.114285714285714,-0.259246953198532
"ENSMUSG00000037916",0.485714285714286,0.0813732599842025
"ENSMUSG00000024847",0.342857142857143,0.0753285980306868
"ENSMUSG00000040247",0.342857142857143,0.0361406598900583
"ENSMUSG00000024824",0.342857142857143,0.241350722610793
"ENSMUSG00000034616",0.0285714285714286,0.391309412391262
"ENSMUSG00000086938",0.885714285714286,0.057836155782646
"ENSMUSG00000024937",1,0.0883214788661401
"ENSMUSG00000092341",0.485714285714286,0.402454262131887
"ENSMUSG00000024772",0.685714285714286,0.0946935909920688
"ENSMUSG00000024966",0.342857142857143,0.0323071417914327
"ENSMUSG00000010095",0.685714285714286,0.0287116266959788
"ENSMUSG00000071652",0.342857142857143,0.00663479045243001
"ENSMUSG00000071644",1,0.0147470455032027
"ENSMUSG00000034820",0.685714285714286,-0.0732967084709871
"ENSMUSG00000038843",0.114285714285714,-0.666362545162065
