"","Pval","log2FoldChange_GroupX_vs_GroupY"
"ENSMUSG00000052738",0.485714285714286,0.0924524466650424
"ENSMUSG00000108264",0.885714285714286,-0.0674639679652756
"ENSMUSG00000107826",0.885714285714286,-0.0751980924756247
"ENSMUSG00000107412",0.885714285714286,0.180888769790854
"ENSMUSG00000085782",0.485714285714286,0.278378315426216
"ENSMUSG00000068323",0.342857142857143,-0.0959112026372277
"ENSMUSG00000030007",0.342857142857143,0.0551159895068071
"ENSMUSG00000054226",0.2,0.0997428504441796
"ENSMUSG00000029999",0.0285714285714286,-0.289107955816728
"ENSMUSG00000001158",0.342857142857143,0.0212359277408728
"ENSMUSG00000030048",0.685714285714286,0.193580893015883
"ENSMUSG00000108049",0.2,0.319898960779764
"ENSMUSG00000030062",0.685714285714286,-0.0108257311771204
"ENSMUSG00000030089",0.2,0.432322702203724
"ENSMUSG00000030091",0.342857142857143,-0.145399611411602
"ENSMUSG00000030094",0.2,-0.0637455678412409
"ENSMUSG00000030059",0.485714285714286,-0.225739292342827
"ENSMUSG00000030104",0.2,-0.197393327806416
"ENSMUSG00000107560",1,0.40903806075722
"ENSMUSG00000033933",0.2,-0.0625372206818041
"ENSMUSG00000030317",0.685714285714286,0.17210046471099
"ENSMUSG00000030145",0.2,-0.189812681353693
"ENSMUSG00000019210",0.342857142857143,0.0075942136390016
"ENSMUSG00000040669",0.2,0.0882927235289901
"ENSMUSG00000079343",0.2,-0.8055135645617
"ENSMUSG00000004263",1,0.142948805035914
"ENSMUSG00000038346",0.685714285714286,0.0256417262736675
"ENSMUSG00000057666",0.342857142857143,0.0561826144550723
"ENSMUSG00000030341",0.342857142857143,0.120882175712469
"ENSMUSG00000030342",0.2,-0.116086250925751
"ENSMUSG00000049107",0.0285714285714286,0.226851640808989
"ENSMUSG00000110390",0.485714285714286,0.146878781678488
"ENSMUSG00000038077",0.685714285714286,-0.0201911054496095
"ENSMUSG00000000399",0.485714285714286,0.0320564767926382
"ENSMUSG00000030351",0.2,0.362036039246399
"ENSMUSG00000030352",0.885714285714286,0.172774263332859
"ENSMUSG00000030207",0.485714285714286,-0.0934177846560669
"ENSMUSG00000030224",0.885714285714286,-0.130374979569764
"ENSMUSG00000030231",0.342857142857143,-0.00249024435156393
"ENSMUSG00000041671",0.342857142857143,0.0933374482081017
"ENSMUSG00000068250",0.485714285714286,-0.0415696337018751
"ENSMUSG00000078816",0.885714285714286,0.0148235595185941
"ENSMUSG00000086155",0.2,-0.291917954423134
"ENSMUSG00000035545",0.485714285714286,0.273475187235419
"ENSMUSG00000004961",0.685714285714286,0.0399672510872769
"ENSMUSG00000051811",0.342857142857143,0.608140254715676
"ENSMUSG00000043290",0.685714285714286,-0.375621354012007
"ENSMUSG00000062116",0.342857142857143,-0.00223121519514039
"ENSMUSG00000056394",0.114285714285714,0.284159862314307
"ENSMUSG00000101135",0.485714285714286,-0.405423113897788
"ENSMUSG00000004328",0.885714285714286,0.0339730954395037
"ENSMUSG00000030413",0.685714285714286,-0.0940652922633532
"ENSMUSG00000030409",1,0.162981456615356
"ENSMUSG00000030397",0.0571428571428571,0.141103879459378
"ENSMUSG00000040940",0.2,0.270020640083697
"ENSMUSG00000061702",0.485714285714286,0.324653867155948
"ENSMUSG00000049685",0.663117245320382,0.0923427408267538
"ENSMUSG00000003437",0.885714285714286,0.228632419191171
"ENSMUSG00000030592",1,0.211288004778329
"ENSMUSG00000006651",0.342857142857143,0.02564860660426
"ENSMUSG00000078762",0.885714285714286,0.289432282047177
"ENSMUSG00000098146",0.685714285714286,0.316092117896421
"ENSMUSG00000108434",0.685714285714286,0.108067024571445
"ENSMUSG00000092416",0.485714285714286,-0.120730990654294
"ENSMUSG00000013367",0.0571428571428571,0.232531666387805
"ENSMUSG00000038888",0.342857142857143,-0.168879646248998
"ENSMUSG00000059891",0.114285714285714,0.807723834719696
"ENSMUSG00000109324",0.2,0.0847887349376131
"ENSMUSG00000095276",0.685714285714286,0.230025247348905
"ENSMUSG00000053801",0.685714285714286,0.0489653409920033
"ENSMUSG00000108597",0.685714285714286,0.0764983618507104
"ENSMUSG00000109536",0.685714285714286,-0.12813550569678
"ENSMUSG00000108943",0.342857142857143,0.0545351925169576
"ENSMUSG00000100826",0.342857142857143,-0.140740909611951
"ENSMUSG00000064377",0.685714285714286,-0.0315064987828948
"ENSMUSG00000109006",1,-0.0873199938759011
"ENSMUSG00000108824",0.342857142857143,-0.448253266882139
"ENSMUSG00000078681",0.2,0.186399889737986
"ENSMUSG00000032776",0.485714285714286,0.542606877697915
"ENSMUSG00000066406",0.885714285714286,-0.0247951379122436
"ENSMUSG00000038930",0.485714285714286,0.152130739493247
"ENSMUSG00000025586",0.2,-0.125938520773784
"ENSMUSG00000001741",0.885714285714286,0.532587912817707
"ENSMUSG00000108893",0.885714285714286,-0.0202530488708963
"ENSMUSG00000051451",1,0.00424966432401197
"ENSMUSG00000109239",0.342857142857143,0.0861826376609261
"ENSMUSG00000109217",0.485714285714286,0.407200324947815
"ENSMUSG00000044952",0.485714285714286,-0.0731063404055212
"ENSMUSG00000035686",0.885714285714286,0.0676870346180894
"ENSMUSG00000097974",0.685714285714286,0.149683041204377
"ENSMUSG00000035239",0.0571428571428571,-0.658471165105037
"ENSMUSG00000035211",0.2,0.603627947906593
"ENSMUSG00000066279",0.885714285714286,-0.74197515739064
"ENSMUSG00000073940",0.342857142857143,-0.211625686762141
"ENSMUSG00000052305",0.685714285714286,-0.127727192247692
"ENSMUSG00000030882",0.885714285714286,0.0064578932170394
"ENSMUSG00000108573",0.485714285714286,-0.269945976231585
"ENSMUSG00000030742",0.114285714285714,0.713206283795897
"ENSMUSG00000073838",0.2,0.0987501116791786
"ENSMUSG00000030720",0.2,0.133859079430694
"ENSMUSG00000030697",0.342857142857143,0.122238255163269
"ENSMUSG00000030823",0.342857142857143,0.198933289113826
